row,col,lat,lon
437,43,51.103261006,6.48550804167
423,72,51.237201472,6.89357261459
464,22,50.8539940244,6.2006222641
427,154,51.2164908171,8.06835413045
360,71,51.8028649205,6.85280123436
345,215,51.9572839219,8.94055426823
303,202,52.3345360725,8.74931226103
469,62,50.8213190795,6.77039965333
309,191,52.2801572891,8.58842303529
425,56,51.2148911821,6.66553921335
380,146,51.6379479101,7.94416926686
378,107,51.6495029193,7.38031893931
364,74,51.76772026,6.89793971251
360,148,51.817951262,7.96897549243
400,39,51.4342936298,6.40982481425
309,197,52.2804309825,8.6763463159
443,8,51.037588662,5.98988894487
429,53,51.1780994825,6.62448492323
362,232,51.8043440955,9.1872447225
486,57,50.6672293241,6.70696705063
382,126,51.6170221954,7.65584876522
356,160,51.8552987036,8.14231637173
352,61,51.8719804843,6.70427281324
405,45,51.3912642399,6.49848606725
301,140,52.3470770692,7.83929374072
310,122,52.2633210066,7.57779089217
381,47,51.6074116806,6.51549697324
418,27,51.2687338992,6.24714694373
337,201,52.0289114094,8.7364529431
475,71,50.7697842525,6.90046423756
461,40,50.8867879353,6.4545404752
447,21,51.00629824,6.1772052173
394,227,51.5167925673,9.11402389468
417,66,51.2895217225,6.80514570455
318,219,52.1999822552,8.99874201327
366,159,51.7653155704,8.12953554174
403,147,51.4313615034,7.96331999846
318,184,52.1988662695,8.48678182363
372,192,51.7139518961,8.60805321724
370,117,51.7232936991,7.52242928455
379,129,51.6444699895,7.69838469968
342,205,51.9840857417,8.79494550476
369,206,51.7414192643,8.81052506988
449,29,50.9910358255,6.29211520807
345,92,51.9427882283,7.15159131145
354,146,51.8716159434,7.93870553251
374,64,51.6752221429,6.7576217698
383,146,51.610985588,7.94479495602
365,154,51.7737444777,8.05692353537
302,140,52.3380910463,7.83952905361
491,53,50.6211881086,6.65266903556
373,57,51.6822285779,6.65603460126
410,53,51.3487529357,6.61566666147
481,104,50.7233466859,7.36997459083
467,45,50.8344247677,6.52838913371
430,163,51.1904792026,8.19763483024
349,81,51.904236602,6.9933066896
386,221,51.5887573505,9.02762021042
369,240,51.7411819009,9.30281679127
358,129,51.8331856645,7.69295037018
395,137,51.5019001245,7.81768236253
466,30,50.8387024641,6.31514866743
355,163,51.8645957943,8.18569680141
362,95,51.7907345113,7.20130570773
371,167,51.7211765336,8.24616801677
387,178,51.5782747916,8.4072374842
355,223,51.8673999416,9.0568297912
458,159,50.9383858112,8.14506657469
361,46,51.7867107038,6.49115601689
414,32,51.3063145516,6.31662435366
384,115,51.5971248663,7.4976591568
333,176,52.0634846167,8.37166869841
471,38,50.7963537797,6.43108316374
367,113,51.7495083212,7.46364210083
390,200,51.5524817036,8.72479603579
413,105,51.3346093332,7.3627383665
355,237,51.8671261761,9.26010308797
346,188,51.9474422705,8.54783895698
399,170,51.4697739487,8.29349851529
380,83,51.6262422462,7.03448842386
366,42,51.7405611506,6.43578545765
426,135,51.2229977201,7.79620938272
375,168,51.6853160862,8.26122534488
285,192,52.495909424,8.60113734434
393,167,51.523436233,8.24943769512
379,26,51.6185644602,6.21157260666
342,130,51.9771258173,7.70332108503
365,35,51.7472862053,6.33401230059
388,110,51.560236694,7.42676136699
321,133,52.1663069783,7.7416811385
473,66,50.7864547335,6.82879639155
459,51,50.9080557659,6.60982019959
355,98,51.8542826064,7.24232352937
378,193,51.6600672115,8.62297160898
288,185,52.4685551558,8.49836746702
401,126,51.4462759722,7.66086877191
350,171,51.9102817753,8.30114069863
472,53,50.791861355,6.64412682609
368,70,51.730740506,6.84174384381
364,159,51.7832909681,8.12918961968
363,189,51.7946956564,8.56386458014
501,39,50.5272184739,6.45984141242
317,212,52.2089248062,8.89632692129
434,32,51.1267192326,6.32705167582
406,90,51.3942962536,7.14504563301
297,210,52.3886536955,8.866526279
477,79,50.753800467,7.01457282831
373,142,51.7003245779,7.88485126113
359,111,51.821009101,7.43219881781
382,212,51.6246719844,8.89766388931
338,166,52.0176794724,8.22662580341
391,176,51.5421713801,8.37887455254
364,209,51.7864248828,8.85381743952
476,56,50.7567808782,6.68841617738
372,121,51.7060351386,7.58086759796
358,60,51.8178084039,6.6925218965
305,128,52.3092743882,7.66430732178
300,125,52.3536952099,7.61892992617
286,184,52.4864664347,8.48344097596
489,76,50.6452518528,6.97672846695
452,64,50.974576072,6.79154881339
438,23,51.0877951944,6.20079900247
385,153,51.5938748634,8.04622075496
371,48,51.6975216805,6.52503082224
408,38,51.3621348388,6.39953729189
394,89,51.5018812507,7.12627477735
327,201,52.1187932453,8.73592316954
465,100,50.8663224393,7.30816196569
326,184,52.1269640096,8.48760828868
451,25,50.9717428901,6.23627035711
347,88,51.9238937007,7.09420895548
370,219,51.7325831849,8.99875503138
306,214,52.3078147664,8.92542261974
464,43,50.8607649231,6.49858112156
360,108,51.8114359813,7.38902227339
330,208,52.0920132508,8.83822840453
373,243,51.7051073564,9.34597887529
493,65,50.6065124443,6.82296203864
336,132,52.0313597744,7.73089973912
389,134,51.5553790085,7.77303383786
375,61,51.6654046596,6.71473404625
412,41,51.3271609197,6.44457183213
398,108,51.469990293,7.40107925196
483,68,50.6971386317,6.86123914304
469,25,50.8101089145,6.24582628214
455,26,50.9361601748,6.25261271665
351,69,51.8831712003,6.81992115546
429,156,51.1987382143,8.0973299285
374,238,51.6963093399,9.2735875229
377,155,51.6660081015,8.07361790293
431,194,51.1836903859,8.64117491968
373,185,51.7045818818,8.50686140361
364,103,51.7744812496,7.31788287649
387,40,51.5513510985,6.41760011334
320,197,52.1815641309,8.67706450837
444,62,51.0458987067,6.75963032599
340,127,51.9946089309,7.65913103252
363,54,51.7711651381,6.60795309289
386,99,51.57597315,7.2675107073
487,73,50.6624770691,6.93354824872
457,14,50.9140640439,6.08322055478
353,109,51.8745296493,7.40129131325
362,245,51.8038929203,9.37573311337
433,102,51.1542858376,7.32624196124
382,67,51.6041832836,6.80443846941
359,172,51.8294756105,8.31689975415
391,37,51.5144728907,6.37645589616
324,216,52.1460448806,8.95491331444
462,74,50.8873388239,6.93782651506
390,118,51.5437541333,7.5426701253
335,216,52.0471742253,8.95501288107
357,114,51.8395519542,7.47509041032
417,165,51.3075252811,8.22428033869
366,128,51.7611330636,7.68054586682
359,230,51.8313526022,9.15834062552
437,91,51.1159902314,7.1704992801
466,50,50.8448884599,6.59884860872
393,29,51.4938820397,6.26240542914
379,228,51.6516127797,9.12881242403
450,73,50.9948961192,6.9188135796
436,20,51.104719968,6.15692695496
369,31,51.710044058,6.2783122655
332,101,52.0615664866,7.27794859672
341,145,51.9883139035,7.92138960073
479,103,50.7411211335,7.35518777591
345,71,51.9375987365,6.84637238225
354,143,51.8712149931,7.89515058627
303,186,52.3338048128,8.51456536937
478,52,50.7376785301,6.63267782496
372,184,51.7135087578,8.49229390691
374,101,51.6842150905,7.2923061773
293,193,52.4240582417,8.6164880162
491,72,50.6262872839,6.92099978773
424,31,51.2161894692,6.30755327673
305,193,52.3162067364,8.61742096253
373,36,51.6757799186,6.35267773811
320,80,52.16448658,6.9669982748
329,134,52.0945733529,7.75829473576
481,67,50.7148462012,6.84627046955
444,177,51.0658318736,8.39953889319
430,132,51.1865982111,7.75424185054
453,45,50.9601684596,6.52171982422
349,76,51.9029757237,6.92069647031
409,143,51.3769127495,7.90709262653
358,154,51.8366567663,8.05560971339
352,164,51.8916584806,8.19973550999
376,69,51.6586146316,6.83071824085
362,120,51.7957190468,7.56355598395
385,39,51.5689926679,6.40217235333
371,202,51.7233341939,8.75270687739
348,158,51.9269833264,8.11187208454
442,35,51.0558479977,6.37393955349
405,157,51.4145685723,8.10746154262
361,49,51.7876301466,6.53459655597
376,237,51.6783645736,9.25902025338
384,104,51.594986059,7.33895741687
333,139,52.0593735935,7.83218394459
471,29,50.7934738847,6.30355500125
418,139,51.2954744408,7.85167124327
367,92,51.7451408949,7.15967125937
337,89,52.013963399,7.10495207035
390,237,51.5525201177,9.25830490715
346,217,51.9483065531,8.96965760358
498,44,50.55568191,6.52888831498
380,72,51.6234762335,6.87572689307
417,50,51.2849992005,6.57595730603
366,15,51.7313871615,6.04534748681
313,129,52.2375545751,7.68110280574
375,199,51.6872798928,8.70951748582
308,140,52.2841746052,7.84093833324
460,71,50.9045460662,6.89440614648
361,224,51.8134602569,9.07126419993
446,54,51.0256922651,6.64654510893
393,138,51.520018947,7.83162276608
379,113,51.6416807434,7.46728971374
342,103,51.9721444665,7.31048954851
365,62,51.7555024811,6.72467322319
388,139,51.5650978821,7.84489141715
459,22,50.8988908712,6.19792907277
310,187,52.2709507938,8.52990346829
355,73,51.8483032153,6.87967047947
378,170,51.6585297875,8.29056707912
384,235,51.6065138367,9.22973862809
381,152,51.6297075284,8.03102535598
435,78,51.1309071096,6.98415053111
368,91,51.7359292469,7.1455663799
361,174,51.8116643698,8.34617293955
340,209,52.002149468,8.85311575077
363,208,51.7953946472,8.83929194393
448,114,51.0218136402,7.50207824456
434,61,51.1354526377,6.74100589462
397,135,51.4836319426,7.78935866112
383,98,51.6027138656,7.2520563934
330,122,52.0836136789,7.5835113147
381,196,51.6332320481,8.6665285214
370,164,51.7298779494,8.20259580554
463,43,50.8697464826,6.49810015275
410,165,51.3704453444,8.22321754408
359,74,51.8126335231,6.89584989416
382,185,51.623684716,8.50773887476
338,195,52.0196952321,8.64909355312
453,146,50.9818279162,7.95912206904
367,175,51.7578151225,8.36143562776
328,196,52.1096190987,8.66298630195
347,153,51.9353997294,8.03899586004
489,87,50.6478480081,7.1321794301
348,142,51.9249987348,7.87929155204
385,188,51.5968922143,8.55132851116
371,87,51.7080500135,7.08882553431
334,73,52.0369313847,6.87075415348
357,168,51.8471000764,8.25857957973
323,205,52.1548620706,8.79416174961
428,133,51.2047247197,7.76806386874
451,60,50.9824686225,6.73419779433
347,127,51.9317070142,7.66100693949
367,241,51.7591209791,9.31742168815
370,180,51.731221185,8.43419111195
464,64,50.8667754885,6.79664850217
360,113,51.8124067403,7.46150378503
413,25,51.3129511442,6.21580447855
332,207,52.0740158799,8.82370689599
440,24,51.0701775711,6.21613503837
426,23,51.1955425658,6.1942699142
389,161,51.5588038211,8.1623269094
375,88,51.672348647,7.10478798973
345,157,51.9538348484,8.09679369602
380,203,51.6424645257,8.76759473305
416,112,51.3090115334,7.46405702392
455,49,50.9433984071,6.57954242074
517,54,50.3879068842,6.67827651201
351,96,51.8897822225,7.21188162927
284,191,52.5048462666,8.58632761907
307,198,52.2984458714,8.69087523068
380,153,51.6388135239,8.04527825277
496,61,50.5784918552,6.76776783183
364,124,51.7784407973,7.62207307794
327,136,52.1128495457,7.78698706572
360,171,51.8204024736,8.30253222702
387,207,51.5796420472,8.82562633774
444,27,51.0352704958,6.26101321464
377,104,51.6578823075,7.33665838276
340,100,51.9894787417,7.26615521285
466,44,50.8431050234,6.51372820741
363,77,51.7774721283,6.94096533982
326,83,52.1113373242,7.0132203206
349,146,51.9165509889,7.9376463002
336,223,52.0381806773,9.05704609503
457,17,50.9151215293,6.12582942689
353,64,51.8638404953,6.74825095466
362,158,51.8011580156,8.11434669419
311,203,52.2626634157,8.76436616897
382,36,51.594965634,6.35738182595
419,58,51.2693521107,6.69144513669
356,191,51.8577186272,8.59228869377
352,119,51.8853985446,7.54617206988
315,125,52.2189149761,7.62311519603
391,192,51.5431656171,8.6095222211
381,101,51.6213205568,7.29466872144
328,79,52.092374169,6.95568411062
337,135,52.0228361984,7.77485321668
357,93,51.8352080439,7.17051180599
394,41,51.4888066822,6.43553965874
417,152,51.3061420349,8.03785543828
318,210,52.1999074193,8.86709243278
366,229,51.7684505465,9.14363257986
299,220,52.3707526605,9.01342126673
474,74,50.7795263767,6.94257382476
437,70,51.1109146634,6.87075460304
370,43,51.7049563735,6.45227102526
423,55,51.2325689197,6.65032281198
356,106,51.8469750358,7.35872468956
319,102,52.1785732496,7.28805443622
342,180,51.9828899364,8.43102554833
436,49,51.1140530953,6.5706324653
369,114,51.7317254575,7.47872253746
332,66,52.0530072841,6.76791377189
392,183,51.5336734128,8.4798837329
449,43,50.9954865141,6.49134065717
345,106,51.9458083994,7.35511872809
398,28,51.4486510028,6.25072314478
354,232,51.8762528026,9.18754326097
336,213,52.0381611001,8.91129729116
369,141,51.736134694,7.86949181484
425,83,51.2219609929,7.05176176954
374,30,51.6648150389,6.26656664621
344,93,51.9519994805,7.16576120264
383,196,51.615254417,8.66666028432
365,163,51.7747181817,8.18731552859
316,131,52.2109207298,7.71115636782
424,36,51.2178135376,6.37904676318
373,79,51.6881443543,6.97395082647
320,117,52.1725662055,7.50758768991
481,38,50.7065409295,6.43599741675
444,174,51.0656041855,8.35673924949
372,202,51.714345455,8.752755904
291,178,52.441111914,8.39572562779
480,105,50.7325305598,7.38382285728
355,184,51.866310866,8.49057536204
415,29,51.2963419568,6.27417949632
348,80,51.9129709413,6.97838077711
371,241,51.7231663769,9.31716984306
351,154,51.8995683563,8.05429108703
419,167,51.2897343437,8.25325409755
442,12,51.0480209805,6.04627616681
405,120,51.4093125503,7.57569907556
428,47,51.1853076402,6.53827218367
361,84,51.7971714145,7.04156184751
324,104,52.1340724635,7.3189767021
384,141,51.6013273937,7.87284284008
485,59,50.6767657574,6.73480485597
367,59,51.7366908068,6.68217740087
404,55,51.403223971,6.6415833966
337,124,52.0210608974,7.6146291547
351,220,51.9033671859,9.01328152803
295,191,52.405984179,8.58725300515
461,147,50.9100453751,7.97494422406
447,64,51.0194922838,6.78941466479
380,37,51.6132485872,6.37076140804
417,21,51.2756600885,6.16071658618
366,112,51.7583036419,7.44885773467
313,100,52.2320489305,7.2567176017
336,67,52.0173560206,6.78426015079
375,226,51.6875964597,9.09999045925
331,166,52.0805919446,8.22553889946
446,27,51.0173112736,6.26207219577
342,88,51.9688111625,7.0923035359
365,89,51.7624206464,7.11550543783
388,144,51.5657854648,7.91699384941
321,211,52.1729587238,8.88179165299
436,132,51.1326728634,7.75569355989
392,34,51.5045193093,6.33380558321
378,151,51.6565502991,8.01600034783
350,209,51.9122651886,8.85340919006
502,60,50.5243182061,6.756220207
449,160,51.0193900151,8.15783112968
368,48,51.7244629901,6.5235590941
331,132,52.0762902765,7.72962584565
354,127,51.8688043754,7.66287600033
317,105,52.1971700119,7.33122507022
340,190,52.0014795021,8.57642080683
364,166,51.7839985338,8.23062823576
296,188,52.396834563,8.54325978914
448,23,50.9980037404,6.20620924234
411,157,51.3606391263,8.10851017251
397,98,51.476924956,7.25687000157
383,73,51.5967878753,6.89140815315
330,71,52.0723288903,6.83989298054
353,174,51.883568678,8.34513024032
463,86,50.8812413137,7.10864814381
410,78,51.3555060477,6.97430486373
359,33,51.800498647,6.30186906503
396,45,51.4720903037,6.49406535637
382,130,51.6176691565,7.71359227934
315,199,52.2265803524,8.7060111052
338,220,52.0202170383,9.01331610647
358,106,51.8290051353,7.35937809868
434,52,51.1328989614,6.61251542417
328,169,52.10783389,8.26886068381
300,183,52.3605782137,8.47022940066
376,181,51.6773594108,8.44932152657
438,45,51.0948901271,6.51452080976
385,87,51.5822747923,7.09410835563
371,122,51.7151950991,7.59505270627
334,114,52.0462133565,7.4680649558
465,18,50.8436391941,6.14443024107
451,67,50.984359198,6.83381819434
414,85,51.321262935,7.07625289927
384,24,51.5729845935,6.18550540867
370,145,51.7276901976,7.9276042434
319,216,52.190985538,8.95486786666
441,74,51.076005027,6.92944815456
427,107,51.2092032926,7.3958161216
346,73,51.9291447346,6.87586116566
399,193,51.4713010715,8.62452963538
332,164,52.0714092629,8.19652571952
330,171,52.0900361706,8.29833573429
373,236,51.705361911,9.24470667535
470,62,50.8123356802,6.77082756479
426,48,51.2035704605,6.55161097465
375,119,51.678724164,7.5528011337
322,97,52.150538755,7.21606411761
345,128,51.9498436325,7.67501393239
402,88,51.4297756708,7.11484444941
388,27,51.5380997534,6.23091471377
429,165,51.1996607016,8.22609336099
374,164,51.6939260987,8.20322779342
377,140,51.6640980929,7.85683055703
445,71,51.039304236,6.88830132001
378,26,51.6275427741,6.21102179193
373,178,51.7041132176,8.40559440281
364,25,51.7528919476,6.18881470979
401,33,51.4233766889,6.32415134578
350,92,51.8978690433,7.15343581174
458,37,50.9127934879,6.41045078431
407,124,51.3920235385,7.63371441268
377,83,51.6531931875,7.0333224895
326,116,52.1184700321,7.4947931499
349,141,51.9158726954,7.86498288192
420,72,51.2641518459,6.8923403898
353,59,51.8624292481,6.67571765251
406,47,51.3828929508,6.52768028852
339,120,52.0023902866,7.55694844014
362,187,51.8035729547,8.53478050012
486,72,50.6712099899,6.9190154355
352,108,51.8833164911,7.38645345039
359,181,51.8301613981,8.44745994597
338,83,52.003542421,7.01799850668
391,223,51.5438017489,9.05642578179
324,130,52.1388736549,7.69862859779
462,16,50.8698773967,6.11440382524
432,99,51.1626501221,7.28304339261
395,105,51.4963501696,7.35694876978
381,64,51.6123477419,6.76072270612
328,84,52.0936165321,7.02860296229
337,154,52.0253894417,8.05163932781
475,52,50.7646264124,6.63131749792
408,123,51.3828684453,7.61962039126
357,56,51.8256372286,6.63408557498
394,50,51.4915677675,6.56501155667
343,117,51.9659054967,7.51446299683
366,206,51.7683854188,8.81041218724
488,56,50.6489839117,6.69371273585
376,67,51.6580773475,6.8018338264
356,119,51.8494557409,7.54733066453
319,77,52.1727051968,6.92276011396
335,155,52.0434801006,8.06583353602
450,31,50.9827123074,6.32109017199
369,85,51.7255432178,7.0591356673
332,95,52.0602558988,7.19049649956
392,156,51.5313031488,8.09076762986
440,136,51.0973156098,7.8137541099
479,41,50.725430287,6.47746561769
331,110,52.0723955524,7.40881945969
303,140,52.3291050089,7.83976424265
402,207,51.4448055713,8.82614036108
