row,col,lat,lon
360,157,51.8190230793,8.09949196638
436,82,51.1228935151,7.04164671645
369,81,51.7245729952,7.0012740089
392,152,51.5308422624,8.03312585681
341,219,51.9932526392,8.99874781496
377,206,51.6695089113,8.81082523003
479,45,50.7266417975,6.53406778704
449,74,51.0041330253,6.9326505608
331,106,52.0715936516,7.35049924779
303,128,52.3272453085,7.66376606699
492,63,50.6149650203,6.79430652511
402,211,51.4448767757,8.88368103905
425,114,51.228506513,7.49537652648
374,63,51.6749453375,6.74317488319
411,35,51.3342317323,6.35805567202
344,126,51.9584986494,7.6456587876
307,114,52.2888057294,7.45970901187
380,171,51.6406396575,8.30529362727
468,39,50.8236089838,6.44378319594
454,22,50.9437872686,6.19522897792
387,91,51.5652288262,7.15252105928
373,110,51.6950201065,7.42209132241
356,231,51.8582979437,9.17295189588
348,211,51.9302747869,8.88243033935
467,86,50.8453003519,7.11010220408
430,78,51.1758276973,6.98219153115
400,109,51.4522140682,7.41608921833
309,204,52.2806675585,8.77892501992
386,48,51.5628128272,6.53235516742
335,87,52.0314578297,7.07506300374
358,220,51.8404470711,9.01326300589
480,74,50.7256192839,6.9449365776
443,62,51.0548816774,6.75919667388
362,34,51.7738937133,6.3179503893
415,60,51.3058429906,6.71830227243
336,212,52.0381492277,8.89672243674
348,113,51.9202308853,7.45781990024
456,50,50.9347102766,6.59422355843
405,103,51.4060891218,7.33143762325
361,123,51.8052282478,7.60675572593
384,174,51.6049344879,8.34914661382
333,197,52.0647193368,8.67790795244
432,154,51.1715486119,8.06926008252
369,15,51.7044565513,6.04710361731
367,26,51.7263030406,6.20494391915
390,39,51.5240934237,6.40472978061
346,227,51.9482541914,9.11511480422
447,35,51.0109458205,6.37647783879
318,192,52.1993171608,8.60379782268
366,81,51.7515229427,7.00008419477
403,201,51.4356566596,8.73988097117
336,100,52.0254157739,7.26476545502
308,202,52.2895969273,8.74956600836
460,61,50.9018961676,6.75233215543
379,183,51.6505258049,8.47854748037
342,218,51.9842631757,8.98419068947
365,120,51.7687613478,7.56441200882
388,177,51.5692125064,8.39293073718
473,47,50.7811301856,6.55956780812
422,80,51.2481907627,7.00767643965
318,129,52.1926261647,7.68243303647
341,96,51.9796232421,7.20830571974
327,77,52.1008469548,6.92610138951
398,136,51.4747924323,7.803988041
368,17,51.7141569642,6.07542120079
351,221,51.9033646492,9.02781273895
354,92,51.8619334143,7.15490795052
340,159,51.9989913161,8.12501028563
369,179,51.7401389383,8.4196007701
296,221,52.3977134926,9.02812249198
448,8,50.9927011586,5.99279623506
411,188,51.3631804259,8.55361590702
383,168,51.6134106259,8.26239331048
420,166,51.2806533502,8.23906721546
293,176,52.4229836105,8.36657019125
365,145,51.7726261833,7.92653944574
353,141,51.8799255581,7.86588843459
316,119,52.2088730434,7.53563496807
302,198,52.3433847239,8.69056191671
505,58,50.4968205455,6.72932897584
306,140,52.30214681,7.84046906759
329,117,52.0916999137,7.51028789462
439,25,51.0794956578,6.22985058736
386,135,51.5824899872,7.78673309983
372,44,51.687308944,6.46772762779
409,94,51.368236986,7.2035502904
358,75,51.8218747185,6.90992648908
328,138,52.1041599671,7.81641719503
300,208,52.3616535248,8.8372454623
376,150,51.6744034141,8.00115515667
452,43,50.9685425048,6.49279320655
438,66,51.100877617,6.81409454087
385,118,51.5886848514,7.54123269747
371,157,51.7201590828,8.10145732883
408,145,51.3861649308,7.93560696612
357,146,51.8446547436,7.93933974659
509,55,50.4600546949,6.68883108742
465,49,50.8535776934,6.58419711676
414,122,51.3287780603,7.60689555739
437,187,51.1294040918,8.54158619765
384,57,51.5834327098,6.66112413544
333,122,52.0566570679,7.58436421598
319,187,52.190061158,8.53075710781
376,68,51.658346877,6.81627592145
441,41,51.066719852,6.45894843233
390,146,51.548072999,7.94625111359
360,55,51.7984018687,6.62101170067
346,118,51.9391316332,7.52989158746
332,133,52.0674604461,7.74446173353
470,31,50.8031063795,6.33138099663
440,94,51.0896964228,7.21436597517
426,81,51.2124967545,7.02353233013
389,107,51.5506633238,7.38383220204
375,150,51.6833909306,8.00095738599
412,156,51.3515407445,8.094330398
345,167,51.9548608221,8.24225527256
294,216,52.4156836781,8.95463882737
416,54,51.2951536587,6.63278673415
455,111,50.9583508947,7.46141350113
388,36,51.5410886548,6.36050570668
321,79,52.1552514477,6.95280381411
307,140,52.2931607148,7.84070376212
445,38,51.0298590791,6.41818781774
364,58,51.7633484344,6.66632281893
350,125,51.9044148417,7.63275370095
368,190,51.7498060415,8.57877902972
368,140,51.7449815482,7.85478997704
407,95,51.386426233,7.21720638725
364,144,51.7814801151,7.91183669053
363,131,51.7885722634,7.72323077243
349,172,51.9193550456,8.31553644509
448,131,51.0246682993,7.74433214889
420,41,51.2553165593,6.44855926275
339,91,51.9964611099,7.13481783608
297,217,52.3887250745,8.96935652977
325,84,52.1205652319,7.02741375652
313,207,52.2447898834,8.82303088524
433,51,51.1415883227,6.59777356494
382,238,51.6243988596,9.27315481434
352,77,51.8762833136,6.93645317504
338,112,52.009890754,7.44017194709
301,124,52.3445375867,7.60453884237
364,202,51.7862549795,8.75236297551
344,156,51.9627096705,8.08206448702
314,104,52.2239148491,7.31558522679
408,28,51.3588613061,6.25610577794
343,84,51.9588708919,7.03452106229
347,142,51.9339855132,7.87906765222
370,229,51.7324955627,9.14351858199
356,80,51.8411070288,6.98160244894
306,207,52.3077053707,8.82278012318
450,60,50.9914515339,6.73376021224
399,117,51.4626985072,7.53086195702
318,127,52.1922959703,7.65319038216
330,217,52.0921203092,8.9695601434
341,198,51.9928525384,8.69298408267
389,208,51.5616845638,8.8401170921
412,23,51.3212445559,6.18660149092
398,38,51.4519350078,6.39443522801
331,65,52.061711712,6.75289443149
374,208,51.6965184433,8.83964240711
411,70,51.3444813201,6.85994431794
377,162,51.6667625197,8.17479297308
344,99,51.9533265645,7.25300138902
316,217,52.2179544594,8.96947419289
482,49,50.7008785959,6.59205565647
468,12,50.8145893845,6.06103710831
454,43,50.9505797461,6.49376033211
424,106,51.2359642448,7.38056421284
387,126,51.5720894958,7.65717461847
306,114,52.2977904218,7.45939725174
329,211,52.1010534175,8.88198183599
314,197,52.2354917112,8.67667328168
430,51,51.1685336524,6.59637318517
326,128,52.1205761751,7.66995628234
386,45,51.5618954105,6.48912924607
335,114,52.0372282434,7.4683721698
429,26,51.1696258982,6.23875313943
362,207,51.8043625981,8.8247606841
348,110,51.9196515627,7.41422647353
304,204,52.3256068667,8.77870109195
456,23,50.9261692841,6.21051749626
442,86,51.0699272285,7.1009652163
359,167,51.8290320036,8.24436872547
428,101,51.1990091986,7.31031156519
384,195,51.6062237132,8.65229020466
339,129,52.0039228327,7.68798207082
441,135,51.0881820945,7.79971284457
404,125,51.4191505438,7.64728369018
359,243,51.8309475154,9.34694228118
390,56,51.5292554446,6.64948824356
335,163,52.0443467814,8.18243388541
323,103,52.142847646,7.30403564453
447,14,51.0038471497,6.07758922995
394,134,51.5104437733,7.77424145405
366,186,51.767561082,8.52066311318
336,121,52.029524474,7.57064817381
488,68,50.652217795,6.86328044302
460,26,50.8912615381,6.25525689399
446,93,51.0355651967,7.20218827816
379,170,51.6495415549,8.29070739714
416,144,51.3141311975,7.92292995447
313,188,52.2440450667,8.54483021401
388,222,51.5707750005,9.04203423991
369,33,51.7107105326,6.30721851518
422,53,51.2409725145,6.62124613401
392,104,51.5231037153,7.341574679
341,75,51.9745779288,6.90282565336
327,104,52.1071194498,7.31999068109
435,59,51.125914788,6.71289479969
398,173,51.4790147219,8.33654432667
354,185,51.8753610853,8.50499541063
492,79,50.6190250863,7.0202548204
448,45,51.0050761095,6.51932630828
397,92,51.4756096294,7.17054142392
383,183,51.6145714738,8.478959596
415,168,51.3257797611,8.26701701578
316,108,52.2067667649,7.37475991109
352,227,51.8943232256,9.11497694384
373,30,51.6737936981,6.26602579132
348,221,51.9303302037,9.0278294054
359,31,51.7998300343,6.27290556297
396,107,51.4877644416,7.38605750135
329,88,52.0855947224,7.08732607321
301,214,52.3527541645,8.92534700582
439,52,51.0879891904,6.61482959174
386,160,51.58566416,8.14740303759
358,172,51.8384636171,8.3167637431
395,178,51.5063658883,8.40817104003
480,58,50.721406341,6.71848753763
443,174,51.0745934387,8.3566146216
352,189,51.8935677197,8.56290804477
376,123,51.6704361259,7.61089563061
452,48,50.9700483207,6.56391605612
385,105,51.5862040541,7.35370893515
371,128,51.7162010189,7.68185409531
348,151,51.9261716013,8.01011481661
361,11,51.7747994948,5.98453283325
414,31,51.3059851979,6.30229836627
334,166,52.053629541,8.22600520327
333,85,52.0489443879,7.04515061413
451,163,51.0017122687,8.20089538927
319,134,52.1844339697,7.7557929837
418,181,51.2998313172,8.45385089189
441,12,51.0569988701,6.04570449996
427,33,51.1899046434,6.33770443329
390,183,51.5516508573,8.47967874193
413,78,51.3285547033,6.97549305772
447,179,51.0390067617,8.42840437722
380,118,51.6336151959,7.53979153515
403,57,51.4127805334,6.66984708002
389,118,51.5527403068,7.54238293788
375,141,51.6822121648,7.87083536122
308,122,52.281291413,7.57721553896
294,189,52.4148654207,8.55777239153
361,239,51.8131272657,9.28879652872
379,39,51.6228711863,6.39909467754
416,43,51.2918604112,6.47521395209
388,65,51.5497463332,6.7782197114
321,98,52.1597426577,7.23031233663
445,1,51.0170234469,5.89142515616
378,228,51.6606016759,9.12883790927
350,134,51.90586131,7.76350596796
387,152,51.5757812343,8.03217256996
381,175,51.6319788918,8.36320416367
361,149,51.8090902426,7.98367911959
363,166,51.7929864383,8.23047529793
400,172,51.4609552514,8.3224157202
383,56,51.5921258345,6.64624302898
420,54,51.2592263461,6.63463348676
406,97,51.3958448666,7.24558289491
325,127,52.1293963219,7.6550880234
311,188,52.262020509,8.54464618638
419,71,51.2728764246,6.87760750712
338,141,52.0147261298,7.86248283305
391,149,51.5394657226,7.98969658654
490,80,50.6372347083,7.03362857173
367,182,51.7583221636,8.46282197993
395,47,51.4816825079,6.52233905026
347,144,51.9342588,7.90814451439
385,230,51.5976439264,9.15752658748
334,131,52.0491740765,7.71581572029
357,226,51.8493936506,9.1003485931
394,124,51.5088502495,7.630222281
465,65,50.8580591562,6.81126551191
414,138,51.33128334,7.83642658299
