bkr,cellID,rotation,permutations
142,391139,6110,3
142,391139,6120,3
147,324190,3120,4
147,324190,3130,2
147,324190,3110,3
141,490066,8110,3
141,490066,8130,3
141,490066,8120,4
141,476017,8110,3
141,476017,8130,3
141,476017,8120,4
134,439159,7130,4
134,439159,7110,3
134,439159,7120,3
141,462036,8110,3
141,462036,8130,3
141,462036,8120,4
148,314103,2110,3
148,314103,2120,3
148,314103,2130,2
143,385240,5120,3
143,385240,5110,3
143,385240,5130,3
142,371027,6130,4
142,371027,6110,3
142,371027,6120,3
148,334141,2110,3
148,334141,2120,3
148,334141,2130,2
143,351227,5120,3
143,351227,5110,3
143,351227,5130,3
142,437061,6130,4
142,437061,6110,3
142,437061,6120,3
143,370240,5120,3
143,370240,5110,3
143,370240,5130,3
147,312201,3120,4
147,312201,3130,2
147,312201,3110,3
129,494049,9120,3
129,494049,9110,3
129,494049,9130,3
134,427136,7130,4
134,427136,7110,3
134,427136,7120,3
141,450043,8110,3
141,450043,8130,3
141,450043,8120,4
148,318114,2110,3
148,318114,2120,3
148,318114,2130,2
143,389237,5120,3
143,389237,5110,3
143,389237,5130,3
142,375020,6130,4
142,375020,6110,3
142,375020,6120,3
148,322128,2110,3
148,322128,2120,3
148,322128,2130,2
148,331082,2110,3
148,331082,2120,3
148,331082,2130,2
143,374199,5120,3
143,374199,5110,3
143,374199,5130,3
147,316196,3120,4
147,316196,3130,2
147,316196,3110,3
141,482060,8110,3
141,482060,8130,3
141,482060,8120,4
142,378125,6130,4
142,378125,6110,3
142,378125,6120,3
141,454062,8110,3
141,454062,8130,3
141,454062,8120,4
134,424125,7130,4
134,424125,7110,3
134,424125,7120,3
142,368163,6130,4
142,368163,6110,3
142,368163,6120,3
134,396195,7130,4
134,396195,7110,3
134,396195,7120,3
142,377044,6130,4
142,377044,6110,3
142,377044,6120,3
142,386088,6130,4
142,386088,6110,3
142,386088,6120,3
142,335111,6130,4
142,335111,6110,3
142,335111,6120,3
148,344167,2110,3
148,344167,2120,3
148,344167,2130,2
134,406142,7130,4
134,406142,7110,3
134,406142,7120,3
146,297204,1120,4
146,297204,1110,3
146,297204,1130,2
143,362218,5120,3
143,362218,5110,3
143,362218,5130,3
143,415084,5120,3
143,415084,5110,3
143,415084,5130,3
191,342193,4120,4
191,342193,4110,4
129,486043,9120,3
129,486043,9110,3
129,486043,9130,3
142,382104,6130,4
142,382104,6110,3
142,382104,6120,3
142,391124,6130,4
142,391124,6110,3
142,391124,6120,3
148,310116,2110,3
148,310116,2120,3
148,310116,2130,2
134,432194,7130,4
134,432194,7110,3
134,432194,7120,3
142,381033,6130,4
142,381033,6110,3
142,381033,6120,3
142,418045,6130,4
142,418045,6110,3
142,418045,6120,3
142,323120,6130,4
142,323120,6110,3
142,323120,6120,3
142,475085,6130,4
142,475085,6110,3
142,475085,6120,3
141,447027,8110,3
141,447027,8130,3
141,447027,8120,4
143,394149,5120,3
143,394149,5110,3
143,394149,5130,3
143,417092,5120,3
143,417092,5110,3
143,417092,5130,3
142,366169,6130,4
142,366169,6110,3
142,366169,6120,3
142,488087,6130,4
142,488087,6110,3
142,488087,6120,3
142,370103,6130,4
142,370103,6110,3
142,370103,6120,3
142,393036,6130,4
142,393036,6110,3
142,393036,6120,3
142,369154,6130,4
142,369154,6110,3
142,369154,6120,3
142,379159,6130,4
142,379159,6110,3
142,379159,6120,3
143,388233,5120,3
143,388233,5110,3
143,388233,5130,3
129,503054,9120,3
129,503054,9110,3
129,503054,9130,3
143,377239,5120,3
143,377239,5110,3
143,377239,5130,3
148,369054,2110,3
148,369054,2120,3
148,369054,2130,2
142,392123,6130,4
142,392123,6110,3
142,392123,6120,3
191,373213,4120,4
191,373213,4110,4
142,327117,6130,4
142,327117,6110,3
142,327117,6120,3
147,326208,3120,4
147,326208,3130,2
147,326208,3110,3
141,435044,8110,3
141,435044,8130,3
141,435044,8120,4
134,407146,7130,4
134,407146,7110,3
134,407146,7120,3
148,374082,2110,3
148,374082,2120,3
148,374082,2130,2
142,377181,6130,4
142,377181,6110,3
142,377181,6120,3
142,397041,6130,4
142,397041,6110,3
142,397041,6120,3
142,383128,6130,4
142,383128,6110,3
142,383128,6120,3
148,316095,2110,3
148,316095,2120,3
148,316095,2130,2
142,373155,6130,4
142,373155,6110,3
142,373155,6120,3
147,331202,3120,4
147,331202,3130,2
147,331202,3110,3
191,329173,4120,4
191,329173,4110,4
142,359152,6130,4
142,359152,6110,3
142,359152,6120,3
141,467059,8110,3
141,467059,8130,3
141,467059,8120,4
141,439033,8110,3
141,439033,8130,3
141,439033,8120,4
143,386175,5120,3
143,386175,5110,3
143,386175,5130,3
148,358179,2110,3
148,358179,2120,3
148,358179,2130,2
143,395135,5120,3
143,395135,5110,3
143,395135,5130,3
141,480045,8110,3
141,480045,8130,3
141,480045,8120,4
142,376110,6130,4
142,376110,6110,3
142,376110,6120,3
148,362065,2110,3
148,362065,2120,3
148,362065,2130,2
143,368229,5120,3
143,368229,5110,3
143,368229,5130,3
142,385030,6130,4
142,385030,6110,3
142,385030,6120,3
142,371181,6130,4
142,371181,6110,3
142,371181,6120,3
134,405196,7130,4
134,405196,7110,3
134,405196,7120,3
143,359210,5120,3
143,359210,5110,3
143,359210,5130,3
142,361024,6130,4
142,361024,6110,3
142,361024,6120,3
148,333162,2110,3
148,333162,2120,3
148,333162,2130,2
148,339148,2110,3
148,339148,2120,3
148,339148,2130,2
142,485103,6130,4
142,485103,6110,3
142,485103,6120,3
141,471052,8110,3
141,471052,8130,3
141,471052,8120,4
142,367135,6130,4
142,367135,6110,3
142,367135,6120,3
142,427050,6130,4
142,427050,6110,3
142,427050,6120,3
134,390186,7130,4
134,390186,7110,3
134,390186,7120,3
191,335190,4120,4
191,335190,4110,4
142,346142,6130,4
142,346142,6110,3
142,346142,6120,3
148,295123,2110,3
148,295123,2120,3
148,295123,2130,2
129,484048,9120,3
129,484048,9110,3
129,484048,9130,3
148,366052,2110,3
148,366052,2120,3
148,366052,2130,2
142,403042,6130,4
142,403042,6110,3
142,403042,6120,3
143,375190,5120,3
143,375190,5110,3
143,375190,5130,3
134,412164,7130,4
134,412164,7110,3
134,412164,7120,3
148,308117,2110,3
148,308117,2120,3
148,308117,2130,2
142,376106,6130,4
142,376106,6110,3
142,376106,6120,3
134,393209,7130,4
134,393209,7110,3
134,393209,7120,3
142,416030,6130,4
142,416030,6110,3
142,416030,6120,3
142,365021,6130,4
142,365021,6110,3
142,365021,6120,3
142,402033,6130,4
142,402033,6110,3
142,402033,6120,3
142,473076,6130,4
142,473076,6110,3
142,473076,6120,3
141,459033,8110,3
141,459033,8130,3
141,459033,8120,4
141,445014,8110,3
141,445014,8130,3
141,445014,8120,4
143,378211,5120,3
143,378211,5110,3
143,378211,5130,3
143,431079,5120,3
143,431079,5110,3
143,431079,5130,3
146,288183,1120,4
146,288183,1110,3
146,288183,1130,2
148,350149,2110,3
148,350149,2120,3
148,350149,2130,2
143,387173,5120,3
143,387173,5110,3
143,387173,5130,3
142,368116,6130,4
142,368116,6110,3
142,368116,6120,3
148,354059,2110,3
148,354059,2120,3
148,354059,2130,2
142,407039,6130,4
142,407039,6110,3
142,407039,6120,3
148,363171,2110,3
148,363171,2120,3
148,363171,2130,2
134,400191,7130,4
134,400191,7110,3
134,400191,7120,3
142,372158,6130,4
142,372158,6110,3
142,372158,6120,3
134,448171,7130,4
134,448171,7110,3
134,448171,7120,3
142,383053,6130,4
142,383053,6110,3
142,383053,6120,3
142,330131,6130,4
142,330131,6110,3
142,330131,6120,3
143,353226,5120,3
143,353226,5110,3
143,353226,5130,3
148,325140,2110,3
148,325140,2120,3
148,325140,2130,2
141,477065,8110,3
141,477065,8130,3
141,477065,8120,4
141,463018,8110,3
141,463018,8130,3
141,463018,8120,4
141,433027,8110,3
141,433027,8130,3
141,433027,8120,4
143,382198,5120,3
143,382198,5110,3
143,382198,5130,3
146,301193,1120,4
146,301193,1110,3
146,301193,1130,2
148,338152,2110,3
148,338152,2120,3
148,338152,2130,2
142,391166,6130,4
142,391166,6110,3
142,391166,6120,3
148,358046,2110,3
148,358046,2120,3
148,358046,2130,2
142,395048,6130,4
142,395048,6110,3
142,395048,6120,3
134,404194,7130,4
134,404194,7110,3
134,404194,7120,3
141,489062,8110,3
141,489062,8130,3
141,489062,8120,4
134,452182,7130,4
134,452182,7110,3
134,452182,7120,3
143,385235,5120,3
143,385235,5110,3
143,385235,5130,3
148,371062,2110,3
148,371062,2120,3
148,371062,2130,2
142,408052,6130,4
142,408052,6110,3
142,408052,6120,3
146,299186,1120,4
146,299186,1110,3
146,299186,1130,2
142,465086,6130,4
142,465086,6110,3
142,465086,6120,3
142,361133,6130,4
142,361133,6110,3
142,361133,6120,3
148,347086,2110,3
148,347086,2120,3
148,347086,2130,2
191,334187,4120,4
191,334187,4110,4
143,370205,5120,3
143,370205,5110,3
143,370205,5130,3
143,423085,5120,3
143,423085,5110,3
143,423085,5130,3
143,314217,5120,3
143,314217,5110,3
143,314217,5130,3
141,464025,8110,3
141,464025,8130,3
141,464025,8120,4
148,360090,2110,3
148,360090,2120,3
148,360090,2130,2
143,372243,5120,3
143,372243,5110,3
143,372243,5130,3
143,332224,5120,3
143,332224,5110,3
143,332224,5130,3
147,310207,3120,4
147,310207,3130,2
147,310207,3110,3
148,318087,2110,3
148,318087,2120,3
148,318087,2130,2
129,493051,9120,3
129,493051,9110,3
129,493051,9130,3
191,381228,4120,4
191,381228,4110,4
142,389136,6130,4
142,389136,6110,3
142,389136,6120,3
142,412063,6130,4
142,412063,6110,3
142,412063,6120,3
143,398126,5120,3
143,398126,5110,3
143,398126,5130,3
191,334193,4120,4
191,334193,4110,4
148,361194,2110,3
148,361194,2120,3
148,361194,2130,2
146,303199,1120,4
146,303199,1110,3
146,303199,1130,2
142,365138,6130,4
142,365138,6110,3
142,365138,6120,3
134,402148,7130,4
134,402148,7110,3
134,402148,7120,3
148,351075,2110,3
148,351075,2120,3
148,351075,2130,2
142,378102,6130,4
142,378102,6110,3
142,378102,6120,3
148,364085,2110,3
148,364085,2120,3
148,364085,2130,2
142,381186,6130,4
142,381186,6110,3
142,381186,6120,3
147,320211,3120,4
147,320211,3130,2
147,320211,3110,3
143,458097,5120,3
143,458097,5110,3
143,458097,5130,3
141,451010,8110,3
141,451010,8130,3
141,451010,8120,4
142,377023,6130,4
142,377023,6110,3
142,377023,6120,3
142,363036,6130,4
142,363036,6110,3
142,363036,6120,3
142,400042,6130,4
142,400042,6110,3
142,400042,6120,3
142,386117,6130,4
142,386117,6110,3
142,386117,6120,3
141,457056,8110,3
141,457056,8130,3
141,457056,8120,4
148,347173,2110,3
148,347173,2120,3
148,347173,2130,2
142,353127,6130,4
142,353127,6110,3
142,353127,6120,3
191,343199,4120,4
191,343199,4110,4
143,370198,5120,3
143,370198,5110,3
143,370198,5130,3
143,369197,5120,3
143,369197,5110,3
143,369197,5130,3
142,382077,6130,4
142,382077,6110,3
142,382077,6120,3
142,405026,6130,4
142,405026,6110,3
142,405026,6120,3
142,391027,6130,4
142,391027,6110,3
142,391027,6120,3
147,324206,3120,4
147,324206,3130,2
147,324206,3110,3
148,310105,2110,3
148,310105,2120,3
148,310105,2130,2
143,367205,5120,3
143,367205,5110,3
143,367205,5130,3
142,381028,6130,4
142,381028,6110,3
142,381028,6120,3
143,337222,5120,3
143,337222,5110,3
143,337222,5130,3
142,475072,6130,4
142,475072,6110,3
142,475072,6120,3
148,343153,2110,3
148,343153,2120,3
148,343153,2130,2
141,461053,8110,3
141,461053,8130,3
141,461053,8120,4
148,357100,2110,3
148,357100,2120,3
148,357100,2130,2
134,450139,7130,4
134,450139,7110,3
134,450139,7120,3
142,366146,6130,4
142,366146,6110,3
142,366146,6120,3
134,401212,7130,4
134,401212,7110,3
134,401212,7120,3
141,474051,8110,3
141,474051,8130,3
141,474051,8120,4
148,370064,2110,3
148,370064,2120,3
148,370064,2130,2
148,356051,2110,3
148,356051,2120,3
148,356051,2130,2
147,312185,3120,4
147,312185,3130,2
147,312185,3110,3
134,426199,7130,4
134,426199,7110,3
134,426199,7120,3
141,436026,8110,3
141,436026,8130,3
141,436026,8120,4
142,422029,6130,4
142,422029,6110,3
142,422029,6120,3
142,392064,6130,4
142,392064,6110,3
142,392064,6120,3
148,341163,2110,3
148,341163,2120,3
148,341163,2130,2
142,479085,6130,4
142,479085,6110,3
142,479085,6120,3
148,345081,2110,3
148,345081,2120,3
148,345081,2130,2
134,398197,7130,4
134,398197,7110,3
134,398197,7120,3
142,354129,6130,4
142,354129,6110,3
142,354129,6120,3
134,407137,7130,4
134,407137,7110,3
134,407137,7120,3
129,506068,9120,3
129,506068,9110,3
129,506068,9130,3
143,368194,5120,3
143,368194,5110,3
143,368194,5130,3
141,478038,8110,3
141,478038,8130,3
141,478038,8120,4
142,374119,6130,4
142,374119,6110,3
142,374119,6120,3
143,380191,5120,3
143,380191,5110,3
143,380191,5130,3
191,302131,4120,4
191,302131,4110,4
141,491070,8110,3
141,491070,8130,3
141,491070,8120,4
142,360137,6130,4
142,360137,6110,3
142,360137,6120,3
142,373054,6130,4
142,373054,6110,3
142,373054,6120,3
142,410032,6130,4
142,410032,6110,3
142,410032,6120,3
191,329176,4120,4
191,329176,4110,4
143,356235,5120,3
143,356235,5110,3
143,356235,5130,3
141,467030,8110,3
141,467030,8130,3
141,467030,8120,4
141,453031,8110,3
141,453031,8130,3
141,453031,8120,4
142,349094,6130,4
142,349094,6110,3
142,349094,6120,3
142,358148,6130,4
142,358148,6110,3
142,358148,6120,3
143,395154,5120,3
143,395154,5110,3
143,395154,5130,3
141,466045,8110,3
141,466045,8130,3
141,466045,8120,4
148,362106,2110,3
148,362106,2120,3
148,362106,2130,2
142,376083,6130,4
142,376083,6110,3
142,376083,6120,3
142,385049,6130,4
142,385049,6110,3
142,385049,6120,3
134,456122,7130,4
134,456122,7110,3
134,456122,7120,3
141,442053,8110,3
141,442053,8130,3
141,442053,8120,4
142,414055,6130,4
142,414055,6110,3
142,414055,6120,3
142,384102,6130,4
142,384102,6110,3
142,384102,6120,3
191,333189,4120,4
191,333189,4110,4
141,485066,8110,3
141,485066,8130,3
141,485066,8120,4
148,342152,2110,3
148,342152,2120,3
148,342152,2130,2
141,471019,8110,3
141,471019,8130,3
141,471019,8120,4
148,337075,2110,3
148,337075,2120,3
148,337075,2130,2
143,390223,5120,3
143,390223,5110,3
143,390223,5130,3
143,327218,5120,3
143,327218,5110,3
143,327218,5130,3
134,413150,7130,4
134,413150,7110,3
134,413150,7120,3
143,381238,5120,3
143,381238,5110,3
143,381238,5130,3
148,346171,2110,3
148,346171,2120,3
148,346171,2130,2
142,380094,6130,4
142,380094,6110,3
142,380094,6120,3
147,318204,3120,4
147,318204,3130,2
147,318204,3110,3
142,366025,6130,4
142,366025,6110,3
142,366025,6120,3
142,389046,6130,4
142,389046,6110,3
142,389046,6120,3
143,375213,5120,3
143,375213,5110,3
143,375213,5130,3
141,446032,8110,3
141,446032,8130,3
141,446032,8120,4
134,393180,7130,4
134,393180,7110,3
134,393180,7120,3
142,342113,6130,4
142,342113,6110,3
142,342113,6120,3
143,342214,5120,3
143,342214,5110,3
143,342214,5130,3
148,365048,2110,3
148,365048,2120,3
148,365048,2130,2
142,388121,6130,4
142,388121,6110,3
142,388121,6120,3
143,473119,5120,3
143,473119,5110,3
143,473119,5130,3
143,365207,5120,3
143,365207,5110,3
143,365207,5130,3
142,369134,6130,4
142,369134,6110,3
142,369134,6120,3
148,355119,2110,3
148,355119,2120,3
148,355119,2130,2
142,378188,6130,4
142,378188,6110,3
142,378188,6120,3
134,401131,7130,4
134,401131,7110,3
134,401131,7120,3
134,387176,7130,4
134,387176,7110,3
134,387176,7120,3
141,472040,8110,3
141,472040,8130,3
141,472040,8120,4
148,368073,2110,3
148,368073,2120,3
148,368073,2130,2
142,354020,6130,4
142,354020,6110,3
142,354020,6120,3
148,317128,2110,3
148,317128,2120,3
148,317128,2130,2
143,363206,5120,3
143,363206,5110,3
143,363206,5130,3
148,369175,2110,3
148,369175,2120,3
148,369175,2130,2
141,448064,8110,3
141,448064,8130,3
141,448064,8120,4
141,434047,8110,3
141,434047,8130,3
141,434047,8120,4
142,330108,6130,4
142,330108,6110,3
142,330108,6120,3
143,406073,5120,3
143,406073,5110,3
143,406073,5130,3
141,463057,8110,3
141,463057,8130,3
141,463057,8120,4
143,326217,5120,3
143,326217,5110,3
143,326217,5130,3
148,359120,2110,3
148,359120,2120,3
148,359120,2130,2
148,351182,2110,3
148,351182,2120,3
148,351182,2130,2
142,382171,6130,4
142,382171,6110,3
142,382171,6120,3
146,292183,1120,4
146,292183,1110,3
146,292183,1130,2
148,338181,2110,3
148,338181,2120,3
148,338181,2130,2
134,391189,7130,4
134,391189,7110,3
134,391189,7120,3
129,504053,9120,3
129,504053,9110,3
129,504053,9130,3
143,331208,5120,3
143,331208,5110,3
143,331208,5130,3
134,453132,7130,4
134,453132,7110,3
134,453132,7120,3
141,476043,8110,3
141,476043,8130,3
141,476043,8120,4
142,439081,6130,4
142,439081,6110,3
142,439081,6120,3
142,372116,6130,4
142,372116,6110,3
142,372116,6120,3
141,489065,8110,3
141,489065,8130,3
141,489065,8120,4
141,438026,8110,3
141,438026,8130,3
141,438026,8120,4
142,385142,6130,4
142,385142,6110,3
142,385142,6120,3
142,371037,6130,4
142,371037,6110,3
142,371037,6120,3
148,334091,2110,3
148,334091,2120,3
148,334091,2130,2
143,357218,5120,3
143,357218,5110,3
143,357218,5130,3
141,451042,8110,3
141,451042,8130,3
141,451042,8120,4
129,513059,9120,3
129,513059,9110,3
129,513059,9130,3
148,347077,2110,3
148,347077,2120,3
148,347077,2130,2
142,370166,6130,4
142,370166,6110,3
142,370166,6120,3
142,360127,6130,4
142,360127,6110,3
142,360127,6120,3
142,399040,6130,4
142,399040,6110,3
142,399040,6120,3
134,435181,7130,4
134,435181,7110,3
134,435181,7120,3
142,470087,6130,4
142,470087,6110,3
142,470087,6120,3
141,440038,8110,3
141,440038,8130,3
141,440038,8120,4
142,426025,6130,4
142,426025,6110,3
142,426025,6120,3
142,389147,6130,4
142,389147,6110,3
142,389147,6120,3
142,375046,6130,4
142,375046,6110,3
142,375046,6120,3
148,322086,2110,3
148,322086,2120,3
148,322086,2130,2
142,398099,6130,4
142,398099,6110,3
142,398099,6120,3
141,469022,8110,3
141,469022,8130,3
141,469022,8120,4
143,377231,5120,3
143,377231,5110,3
143,377231,5130,3
141,455039,8110,3
141,455039,8130,3
141,455039,8120,4
129,517056,9120,3
129,517056,9110,3
129,517056,9130,3
142,351086,6130,4
142,351086,6110,3
142,351086,6120,3
142,374157,6130,4
142,374157,6110,3
142,374157,6120,3
142,431063,6130,4
142,431063,6110,3
142,431063,6120,3
148,364114,2110,3
148,364114,2120,3
148,364114,2130,2
147,320200,3120,4
147,320200,3130,2
147,320200,3110,3
142,368170,6130,4
142,368170,6110,3
142,368170,6120,3
141,444041,8110,3
141,444041,8130,3
141,444041,8120,4
142,340106,6130,4
142,340106,6110,3
142,340106,6120,3
148,363059,2110,3
148,363059,2120,3
148,363059,2130,2
148,326077,2110,3
148,326077,2120,3
148,326077,2130,2
143,349228,5120,3
143,349228,5110,3
143,349228,5130,3
142,386110,6130,4
142,386110,6110,3
142,386110,6120,3
142,487090,6130,4
142,487090,6110,3
142,487090,6120,3
143,344222,5120,3
143,344222,5110,3
143,344222,5130,3
148,353082,2110,3
148,353082,2120,3
148,353082,2130,2
134,406196,7130,4
134,406196,7110,3
134,406196,7120,3
146,297197,1120,4
146,297197,1110,3
146,297197,1130,2
142,362128,6130,4
142,362128,6110,3
142,362128,6120,3
143,311217,5120,3
143,311217,5110,3
143,311217,5130,3
142,382086,6130,4
142,382086,6110,3
142,382086,6120,3
142,419040,6130,4
142,419040,6110,3
142,419040,6120,3
142,391054,6130,4
142,391054,6110,3
142,391054,6120,3
129,499071,9120,3
129,499071,9110,3
129,499071,9130,3
142,432060,6130,4
142,432060,6110,3
142,432060,6120,3
142,381119,6130,4
142,381119,6110,3
142,381119,6120,3
142,328125,6130,4
142,328125,6110,3
142,328125,6120,3
147,322200,3120,4
147,322200,3130,2
147,322200,3110,3
143,475111,5120,3
143,475111,5110,3
143,475111,5130,3
191,376224,4120,4
191,376224,4110,4
141,461016,8110,3
141,461016,8130,3
141,461016,8120,4
148,357079,2110,3
148,357079,2120,3
148,357079,2130,2
146,299202,1120,4
146,299202,1110,3
146,299202,1130,2
142,423037,6130,4
142,423037,6110,3
142,423037,6120,3
147,306195,3120,4
147,306195,3130,2
147,306195,3110,3
143,379233,5120,3
143,379233,5110,3
143,379233,5130,3
146,289193,1120,4
146,289193,1110,3
146,289193,1130,2
142,369108,6130,4
142,369108,6110,3
142,369108,6120,3
142,332112,6130,4
142,332112,6110,3
142,332112,6120,3
142,392165,6130,4
142,392165,6110,3
142,392165,6120,3
147,330205,3120,4
147,330205,3130,2
147,330205,3110,3
148,341142,2110,3
148,341142,2120,3
148,341142,2130,2
143,373206,5120,3
143,373206,5110,3
143,373206,5130,3
143,380236,5120,3
143,380236,5110,3
143,380236,5130,3
143,479112,5120,3
143,479112,5110,3
143,479112,5130,3
141,449037,8110,3
141,449037,8130,3
141,449037,8120,4
148,345116,2110,3
148,345116,2120,3
148,345116,2130,2
134,421183,7130,4
134,421183,7110,3
134,421183,7120,3
134,433169,7130,4
134,433169,7110,3
134,433169,7120,3
147,303183,3120,4
147,303183,3130,2
147,303183,3110,3
148,365186,2110,3
148,365186,2120,3
148,365186,2130,2
142,478075,6130,4
142,478075,6110,3
142,478075,6120,3
142,374104,6130,4
142,374104,6110,3
142,374104,6120,3
142,411030,6130,4
142,411030,6110,3
142,411030,6120,3
142,377174,6130,4
142,377174,6110,3
142,377174,6120,3
134,434149,7130,4
134,434149,7110,3
134,434149,7120,3
142,397031,6130,4
142,397031,6110,3
142,397031,6120,3
143,383202,5120,3
143,383202,5110,3
143,383202,5130,3
146,293222,1120,4
146,293222,1110,3
146,293222,1130,2
142,468084,6130,4
142,468084,6110,3
142,468084,6120,3
142,373148,6130,4
142,373148,6110,3
142,373148,6120,3
143,454099,5120,3
143,454099,5110,3
143,454099,5130,3
148,373081,2110,3
148,373081,2120,3
148,373081,2130,2
141,481048,8110,3
141,481048,8130,3
141,481048,8120,4
141,453058,8110,3
141,453058,8130,3
141,453058,8120,4
191,386229,4120,4
191,386229,4110,4
191,339195,4120,4
191,339195,4110,4
143,358233,5120,3
143,358233,5110,3
143,358233,5130,3
146,305203,1120,4
146,305203,1110,3
146,305203,1130,2
142,480103,6130,4
142,480103,6110,3
142,480103,6120,3
142,376056,6130,4
142,376056,6110,3
142,376056,6120,3
148,362119,2110,3
148,362119,2120,3
148,362119,2130,2
191,304132,4120,4
191,304132,4110,4
141,442030,8110,3
141,442030,8130,3
141,442030,8120,4
143,359219,5120,3
143,359219,5110,3
143,359219,5130,3
141,428029,8110,3
141,428029,8130,3
141,428029,8120,4
148,361070,2110,3
148,361070,2120,3
148,361070,2130,2
142,324094,6130,4
142,324094,6110,3
142,324094,6120,3
142,384155,6130,4
142,384155,6110,3
142,384155,6120,3
148,333152,2110,3
148,333152,2120,3
148,333152,2130,2
148,339141,2110,3
148,339141,2120,3
148,339141,2130,2
129,485045,9120,3
129,485045,9110,3
129,485045,9130,3
148,367073,2110,3
148,367073,2120,3
148,367073,2130,2
142,337110,6130,4
142,337110,6110,3
142,337110,6120,3
134,413177,7130,4
134,413177,7110,3
134,413177,7120,3
191,346212,4120,4
191,346212,4110,4
129,498059,9120,3
129,498059,9110,3
129,498059,9130,3
142,380059,6130,4
142,380059,6110,3
142,380059,6120,3
142,417039,6130,4
142,417039,6110,3
142,417039,6120,3
148,313118,2110,3
148,313118,2120,3
148,313118,2130,2
143,375240,5120,3
143,375240,5110,3
143,375240,5130,3
147,308191,3120,4
147,308191,3130,2
147,308191,3110,3
141,446005,8110,3
141,446005,8130,3
141,446005,8120,4
143,393159,5120,3
143,393159,5110,3
143,393159,5130,3
148,379098,2110,3
148,379098,2120,3
148,379098,2130,2
142,342106,6130,4
142,342106,6110,3
142,342106,6120,3
148,365075,2110,3
148,365075,2120,3
148,365075,2130,2
142,388134,6130,4
142,388134,6110,3
142,388134,6120,3
142,380182,6130,4
142,380182,6110,3
142,380182,6120,3
141,459027,8110,3
141,459027,8130,3
141,459027,8120,4
134,422109,7130,4
134,422109,7110,3
134,422109,7120,3
148,355090,2110,3
148,355090,2120,3
148,355090,2130,2
142,378153,6130,4
142,378153,6110,3
142,378153,6120,3
148,350195,2110,3
148,350195,2120,3
148,350195,2130,2
147,305190,3120,4
147,305190,3130,2
147,305190,3110,3
134,449178,7130,4
134,449178,7110,3
134,449178,7120,3
142,472077,6130,4
142,472077,6110,3
142,472077,6120,3
142,435067,6130,4
142,435067,6110,3
142,435067,6120,3
142,368046,6130,4
142,368046,6110,3
142,368046,6120,3
148,354113,2110,3
148,354113,2120,3
148,354113,2130,2
148,317123,2110,3
148,317123,2120,3
148,317123,2130,2
143,340204,5120,3
143,340204,5110,3
143,340204,5130,3
142,372149,6130,4
142,372149,6110,3
142,372149,6120,3
191,344182,4120,4
191,344182,4110,4
143,397148,5120,3
143,397148,5110,3
143,397148,5130,3
142,383127,6130,4
142,383127,6110,3
142,383127,6120,3
148,330073,2110,3
148,330073,2120,3
148,330073,2130,2
148,353184,2110,3
148,353184,2120,3
148,353184,2130,2
141,463036,8110,3
141,463036,8130,3
141,463036,8120,4
143,410080,5120,3
143,410080,5110,3
143,410080,5130,3
142,396035,6130,4
142,396035,6110,3
142,396035,6120,3
142,382140,6130,4
142,382140,6110,3
142,382140,6120,3
143,315213,5120,3
143,315213,5110,3
143,315213,5130,3
146,301202,1120,4
146,301202,1110,3
146,301202,1130,2
143,338206,5120,3
143,338206,5110,3
143,338206,5130,3
141,476064,8110,3
141,476064,8130,3
141,476064,8120,4
142,372017,6130,4
142,372017,6110,3
142,372017,6120,3
148,358100,2110,3
148,358100,2120,3
148,358100,2130,2
143,395234,5120,3
143,395234,5110,3
143,395234,5130,3
148,339152,2110,3
148,339152,2120,3
148,339152,2130,2
143,376195,5120,3
143,376195,5110,3
143,376195,5130,3
142,438063,6130,4
142,438063,6110,3
142,438063,6120,3
142,385161,6130,4
142,385161,6110,3
142,385161,6120,3
148,334124,2110,3
148,334124,2120,3
148,334124,2130,2
142,357165,6130,4
142,357165,6110,3
142,357165,6120,3
143,377194,5120,3
143,377194,5110,3
143,377194,5130,3
134,428144,7130,4
134,428144,7110,3
134,428144,7120,3
141,451049,8110,3
141,451049,8130,3
141,451049,8120,4
142,347096,6130,4
142,347096,6110,3
142,347096,6120,3
191,334178,4120,4
191,334178,4110,4
142,370131,6130,4
142,370131,6110,3
142,370131,6120,3
143,314208,5120,3
143,314208,5110,3
143,314208,5130,3
142,464083,6130,4
142,464083,6110,3
142,464083,6120,3
142,346091,6130,4
142,346091,6110,3
142,346091,6120,3
143,332218,5120,3
143,332218,5110,3
143,332218,5130,3
141,440011,8110,3
141,440011,8130,3
141,440011,8120,4
142,426034,6130,4
142,426034,6110,3
142,426034,6120,3
134,389190,7130,4
134,389190,7110,3
134,389190,7120,3
148,375069,2110,3
148,375069,2120,3
148,375069,2130,2
148,345146,2110,3
148,345146,2120,3
148,345146,2130,2
143,361219,5120,3
143,361219,5110,3
143,361219,5130,3
141,483060,8110,3
141,483060,8130,3
141,483060,8120,4
143,416099,5120,3
143,416099,5110,3
143,416099,5130,3
142,455066,6130,4
142,455066,6110,3
142,455066,6120,3
142,374182,6130,4
142,374182,6110,3
142,374182,6120,3
141,431026,8110,3
141,431026,8130,3
141,431026,8120,4
142,364015,6130,4
142,364015,6110,3
142,364015,6120,3
148,350078,2110,3
