row,col,lat,lon,cellID
302,198,52.34338472,8.690561917,302198
505,058,50.49682055,6.729328976,505058
306,140,52.30214681,7.840469068,306140
329,117,52.09169991,7.510287895,329117
439,025,51.07949566,6.229850587,439025
386,135,51.58248999,7.7867331,386135
372,044,51.68730894,6.467727628,372044
409,094,51.36823699,7.20355029,409094
358,075,51.82187472,6.909926489,358075
328,138,52.10415997,7.816417195,328138
300,208,52.36165352,8.837245462,300208
376,150,51.67440341,8.001155157,376150
452,043,50.9685425,6.492793207,452043
438,066,51.10087762,6.814094541,438066
385,118,51.58868485,7.541232697,385118
371,157,51.72015908,8.101457329,371157
408,145,51.38616493,7.935606966,408145
357,146,51.84465474,7.939339747,357146
509,055,50.46005469,6.688831087,509055
465,049,50.85357769,6.584197117,465049
414,122,51.32877806,7.606895557,414122
437,187,51.12940409,8.541586198,437187
384,057,51.58343271,6.661124135,384057
333,122,52.05665707,7.584364216,333122
319,187,52.19006116,8.530757108,319187
376,068,51.65834688,6.816275921,376068
441,041,51.06671985,6.458948432,441041
390,146,51.548073,7.946251114,390146
360,055,51.79840187,6.621011701,360055
346,118,51.93913163,7.529891587,346118
332,133,52.06746045,7.744461734,332133
470,031,50.80310638,6.331380997,470031
440,094,51.08969642,7.214365975,440094
426,081,51.21249675,7.02353233,426081
389,107,51.55066332,7.383832202,389107
375,150,51.68339093,8.000957386,375150
412,156,51.35154074,8.094330398,412156
345,167,51.95486082,8.242255273,345167
294,216,52.41568368,8.954638827,294216
416,054,51.29515366,6.632786734,416054
455,111,50.95835089,7.461413501,455111
388,036,51.54108865,6.360505707,388036
321,079,52.15525145,6.952803814,321079
307,140,52.29316071,7.840703762,307140
445,038,51.02985908,6.418187818,445038
364,058,51.76334843,6.666322819,364058
350,125,51.90441484,7.632753701,350125
368,190,51.74980604,8.57877903,368190
368,140,51.74498155,7.854789977,368140
407,095,51.38642623,7.217206387,407095
364,144,51.78148012,7.911836691,364144
363,131,51.78857226,7.723230772,363131
349,172,51.91935505,8.315536445,349172
448,131,51.0246683,7.744332149,448131
420,041,51.25531656,6.448559263,420041
339,091,51.99646111,7.134817836,339091
297,217,52.38872507,8.96935653,297217
325,084,52.12056523,7.027413757,325084
313,207,52.24478988,8.823030885,313207
433,051,51.14158832,6.597773565,433051
382,238,51.62439886,9.273154814,382238
352,077,51.87628331,6.936453175,352077
338,112,52.00989075,7.440171947,338112
301,124,52.34453759,7.604538842,301124
364,202,51.78625498,8.752362976,364202
344,156,51.96270967,8.082064487,344156
314,104,52.22391485,7.315585227,314104
408,028,51.35886131,6.256105778,408028
343,084,51.95887089,7.034521062,343084
347,142,51.93398551,7.879067652,347142
370,229,51.73249556,9.143518582,370229
356,080,51.84110703,6.981602449,356080
306,207,52.30770537,8.822780123,306207
450,060,50.99145153,6.733760212,450060
399,117,51.46269851,7.530861957,399117
318,127,52.19229597,7.653190382,318127
330,217,52.09212031,8.969560143,330217
341,198,51.99285254,8.692984083,341198
389,208,51.56168456,8.840117092,389208
412,023,51.32124456,6.186601491,412023
398,038,51.45193501,6.394435228,398038
331,065,52.06171171,6.752894431,331065
374,208,51.69651844,8.839642407,374208
411,070,51.34448132,6.859944318,411070
377,162,51.66676252,8.174792973,377162
344,099,51.95332656,7.253001389,344099
316,217,52.21795446,8.969474193,316217
482,049,50.7008786,6.592055656,482049
468,012,50.81458938,6.061037108,468012
454,043,50.95057975,6.493760332,454043
424,106,51.23596424,7.380564213,424106
387,126,51.5720895,7.657174618,387126
306,114,52.29779042,7.459397252,306114
329,211,52.10105342,8.881981836,329211
314,197,52.23549171,8.676673282,314197
430,051,51.16853365,6.596373185,430051
326,128,52.12057618,7.669956282,326128
386,045,51.56189541,6.489129246,386045
335,114,52.03722824,7.46837217,335114
429,026,51.1696259,6.238753139,429026
362,207,51.8043626,8.824760684,362207
348,110,51.91965156,7.414226474,348110
304,204,52.32560687,8.778701092,304204
456,023,50.92616928,6.210517496,456023
442,086,51.06992723,7.100965216,442086
359,167,51.829032,8.244368725,359167
428,101,51.1990092,7.310311565,428101
384,195,51.60622371,8.652290205,384195
339,129,52.00392283,7.687982071,339129
441,135,51.08818209,7.799712845,441135
404,125,51.41915054,7.64728369,404125
359,243,51.83094752,9.346942281,359243
390,056,51.52925544,6.649488244,390056
335,163,52.04434678,8.182433885,335163
323,103,52.14284765,7.304035645,323103
447,014,51.00384715,6.07758923,447014
394,134,51.51044377,7.774241454,394134
366,186,51.76756108,8.520663113,366186
336,121,52.02952447,7.570648174,336121
488,068,50.6522178,6.863280443,488068
460,026,50.89126154,6.255256894,460026
446,093,51.0355652,7.202188278,446093
379,170,51.64954155,8.290707397,379170
416,144,51.3141312,7.922929954,416144
313,188,52.24404507,8.544830214,313188
388,222,51.570775,9.04203424,388222
369,033,51.71071053,6.307218515,369033
422,053,51.24097251,6.621246134,422053
392,104,51.52310372,7.341574679,392104
341,075,51.97457793,6.902825653,341075
327,104,52.10711945,7.319990681,327104
435,059,51.12591479,6.7128948,435059
398,173,51.47901472,8.336544327,398173
354,185,51.87536109,8.504995411,354185
492,079,50.61902509,7.02025482,492079
448,045,51.00507611,6.519326308,448045
397,092,51.47560963,7.170541424,397092
383,183,51.61457147,8.478959596,383183
415,168,51.32577976,8.267017016,415168
316,108,52.20676676,7.374759911,316108
352,227,51.89432323,9.114976944,352227
373,030,51.6737937,6.266025791,373030
348,221,51.9303302,9.027829405,348221
359,031,51.79983003,6.272905563,359031
396,107,51.48776444,7.386057501,396107
329,088,52.08559472,7.087326073,329088
301,214,52.35275416,8.925347006,301214
439,052,51.08798919,6.614829592,439052
386,160,51.58566416,8.147403038,386160
358,172,51.83846362,8.316763743,358172
395,178,51.50636589,8.40817104,395178
480,058,50.72140634,6.718487538,480058
443,174,51.07459344,8.356614622,443174
352,189,51.89356772,8.562908045,352189
376,123,51.67043613,7.610895631,376123
452,048,50.97004832,6.563916056,452048
385,105,51.58620405,7.353708935,385105
371,128,51.71620102,7.681854095,371128
348,151,51.9261716,8.010114817,348151
361,011,51.77479949,5.984532833,361011
414,031,51.3059852,6.302298366,414031
334,166,52.05362954,8.226005203,334166
333,085,52.04894439,7.045150614,333085
451,163,51.00171227,8.200895389,451163
319,134,52.18443397,7.755792984,319134
418,181,51.29983132,8.453850892,418181
441,012,51.05699887,6.0457045,441012
427,033,51.18990464,6.337704433,427033
390,183,51.55165086,8.479678742,390183
413,078,51.3285547,6.975493058,413078
447,179,51.03900676,8.428404377,447179
380,118,51.6336152,7.539791535,380118
403,057,51.41278053,6.66984708,403057
389,118,51.55274031,7.542382938,389118
375,141,51.68221216,7.870835361,375141
308,122,52.28129141,7.577215539,308122
294,189,52.41486542,8.557772392,294189
361,239,51.81312727,9.288796529,361239
379,039,51.62287119,6.399094678,379039
416,043,51.29186041,6.475213952,416043
388,065,51.54974633,6.778219711,388065
321,098,52.15974266,7.230312337,321098
445,001,51.01702345,5.891425156,445001
378,228,51.66060168,9.128837909,378228
350,134,51.90586131,7.763505968,350134
387,152,51.57578123,8.03217257,387152
381,175,51.63197889,8.363204164,381175
361,149,51.80909024,7.98367912,361149
363,166,51.79298644,8.230475298,363166
400,172,51.46095525,8.32241572,400172
383,056,51.59212583,6.646243029,383056
420,054,51.25922635,6.634633487,420054
406,097,51.39584487,7.245582895,406097
325,127,52.12939632,7.655088023,325127
311,188,52.26202051,8.544646186,311188
419,071,51.27287642,6.877607507,419071
338,141,52.01472613,7.862482833,338141
391,149,51.53946572,7.989696587,391149
490,080,50.63723471,7.033628572,490080
367,182,51.75832216,8.46282198,367182
395,047,51.48168251,6.52233905,395047
347,144,51.9342588,7.908144514,347144
385,230,51.59764393,9.157526587,385230
334,131,52.04917408,7.71581572,334131
357,226,51.84939365,9.100348593,357226
394,124,51.50885025,7.630222281,394124
465,065,50.85805916,6.811265512,465065
414,138,51.33128334,7.836426583,414138
437,043,51.10326101,6.485508042,437043
423,072,51.23720147,6.893572615,423072
464,022,50.85399402,6.200622264,464022
427,154,51.21649082,8.06835413,427154
360,071,51.80286492,6.852801234,360071
345,215,51.95728392,8.940554268,345215
303,202,52.33453607,8.749312261,303202
469,062,50.82131908,6.770399653,469062
309,191,52.28015729,8.588423035,309191
425,056,51.21489118,6.665539213,425056
380,146,51.63794791,7.944169267,380146
378,107,51.64950292,7.380318939,378107
364,074,51.76772026,6.897939713,364074
360,148,51.81795126,7.968975492,360148
400,039,51.43429363,6.409824814,400039
309,197,52.28043098,8.676346316,309197
443,008,51.03758866,5.989888945,443008
429,053,51.17809948,6.624484923,429053
362,232,51.8043441,9.187244723,362232
486,057,50.66722932,6.706967051,486057
382,126,51.6170222,7.655848765,382126
356,160,51.8552987,8.142316372,356160
352,061,51.87198048,6.704272813,352061
405,045,51.39126424,6.498486067,405045
301,140,52.34707707,7.839293741,301140
310,122,52.26332101,7.577790892,310122
381,047,51.60741168,6.515496973,381047
418,027,51.2687339,6.247146944,418027
337,201,52.02891141,8.736452943,337201
475,071,50.76978425,6.900464238,475071
461,040,50.88678794,6.454540475,461040
447,021,51.00629824,6.177205217,447021
394,227,51.51679257,9.114023895,394227
417,066,51.28952172,6.805145705,417066
318,219,52.19998226,8.998742013,318219
366,159,51.76531557,8.129535542,366159
403,147,51.4313615,7.963319998,403147
318,184,52.19886627,8.486781824,318184
372,192,51.7139519,8.608053217,372192
370,117,51.7232937,7.522429285,370117
379,129,51.64446999,7.6983847,379129
342,205,51.98408574,8.794945505,342205
369,206,51.74141926,8.81052507,369206
449,029,50.99103583,6.292115208,449029
345,092,51.94278823,7.151591311,345092
354,146,51.87161594,7.938705533,354146
374,064,51.67522214,6.75762177,374064
383,146,51.61098559,7.944794956,383146
365,154,51.77374448,8.056923535,365154
302,140,52.33809105,7.839529054,302140
491,053,50.62118811,6.652669036,491053
373,057,51.68222858,6.656034601,373057
410,053,51.34875294,6.615666661,410053
481,104,50.72334669,7.369974591,481104
467,045,50.83442477,6.528389134,467045
430,163,51.1904792,8.19763483,430163
349,081,51.9042366,6.99330669,349081
386,221,51.58875735,9.02762021,386221
369,240,51.7411819,9.302816791,369240
358,129,51.83318566,7.69295037,358129
395,137,51.50190012,7.817682363,395137
466,030,50.83870246,6.315148667,466030
355,163,51.86459579,8.185696801,355163
362,095,51.79073451,7.201305708,362095
371,167,51.72117653,8.246168017,371167
387,178,51.57827479,8.407237484,387178
355,223,51.86739994,9.056829791,355223
458,159,50.93838581,8.145066575,458159
361,046,51.7867107,6.491156017,361046
414,032,51.30631455,6.316624354,414032
384,115,51.59712487,7.497659157,384115
333,176,52.06348462,8.371668698,333176
471,038,50.79635378,6.431083164,471038
367,113,51.74950832,7.463642101,367113
390,200,51.5524817,8.724796036,390200
413,105,51.33460933,7.362738367,413105
355,237,51.86712618,9.260103088,355237
346,188,51.94744227,8.547838957,346188
399,170,51.46977395,8.293498515,399170
380,083,51.62624225,7.034488424,380083
366,042,51.74056115,6.435785458,366042
426,135,51.22299772,7.796209383,426135
375,168,51.68531609,8.261225345,375168
285,192,52.49590942,8.601137344,285192
393,167,51.52343623,8.249437695,393167
379,026,51.61856446,6.211572607,379026
342,130,51.97712582,7.703321085,342130
365,035,51.74728621,6.334012301,365035
388,110,51.56023669,7.426761367,388110
321,133,52.16630698,7.741681139,321133
473,066,50.78645473,6.828796392,473066
459,051,50.90805577,6.6098202,459051
355,098,51.85428261,7.242323529,355098
378,193,51.66006721,8.622971609,378193
288,185,52.46855516,8.498367467,288185
401,126,51.44627597,7.660868772,401126
350,171,51.91028178,8.301140699,350171
472,053,50.79186136,6.644126826,472053
368,070,51.73074051,6.841743844,368070
364,159,51.78329097,8.12918962,364159
363,189,51.79469566,8.56386458,363189
501,039,50.52721847,6.459841412,501039
317,212,52.20892481,8.896326921,317212
434,032,51.12671923,6.327051676,434032
406,090,51.39429625,7.145045633,406090
297,210,52.3886537,8.866526279,297210
477,079,50.75380047,7.014572828,477079
373,142,51.70032458,7.884851261,373142
359,111,51.8210091,7.432198818,359111
382,212,51.62467198,8.897663889,382212
338,166,52.01767947,8.226625803,338166
391,176,51.54217138,8.378874553,391176
364,209,51.78642488,8.85381744,364209
476,056,50.75678088,6.688416177,476056
372,121,51.70603514,7.580867598,372121
358,060,51.8178084,6.692521897,358060
305,128,52.30927439,7.664307322,305128
300,125,52.35369521,7.618929926,300125
286,184,52.48646643,8.483440976,286184
489,076,50.64525185,6.976728467,489076
452,064,50.97457607,6.791548813,452064
438,023,51.08779519,6.200799002,438023
385,153,51.59387486,8.046220755,385153
371,048,51.69752168,6.525030822,371048
408,038,51.36213484,6.399537292,408038
394,089,51.50188125,7.126274777,394089
327,201,52.11879325,8.73592317,327201
465,100,50.86632244,7.308161966,465100
326,184,52.12696401,8.487608289,326184
451,025,50.97174289,6.236270357,451025
347,088,51.9238937,7.094208955,347088
370,219,51.73258318,8.998755031,370219
306,214,52.30781477,8.92542262,306214
464,043,50.86076492,6.498581122,464043
360,108,51.81143598,7.389022273,360108
330,208,52.09201325,8.838228405,330208
373,243,51.70510736,9.345978875,373243
493,065,50.60651244,6.822962039,493065
336,132,52.03135977,7.730899739,336132
389,134,51.55537901,7.773033838,389134
375,061,51.66540466,6.714734046,375061
412,041,51.32716092,6.444571832,412041
398,108,51.46999029,7.401079252,398108
483,068,50.69713863,6.861239143,483068
469,025,50.81010891,6.245826282,469025
455,026,50.93616017,6.252612717,455026
351,069,51.8831712,6.819921155,351069
429,156,51.19873821,8.097329929,429156
374,238,51.69630934,9.273587523,374238
377,155,51.6660081,8.073617903,377155
431,194,51.18369039,8.64117492,431194
373,185,51.70458188,8.506861404,373185
364,103,51.77448125,7.317882876,364103
387,040,51.5513511,6.417600113,387040
320,197,52.18156413,8.677064508,320197
444,062,51.04589871,6.759630326,444062
340,127,51.99460893,7.659131033,340127
363,054,51.77116514,6.607953093,363054
386,099,51.57597315,7.267510707,386099
487,073,50.66247707,6.933548249,487073
457,014,50.91406404,6.083220555,457014
353,109,51.87452965,7.401291313,353109
362,245,51.80389292,9.375733113,362245
433,102,51.15428584,7.326241961,433102
382,067,51.60418328,6.804438469,382067
359,172,51.82947561,8.316899754,359172
391,037,51.51447289,6.376455896,391037
324,216,52.14604488,8.954913314,324216
462,074,50.88733882,6.937826515,462074
390,118,51.54375413,7.542670125,390118
335,216,52.04717423,8.955012881,335216
357,114,51.83955195,7.47509041,357114
417,165,51.30752528,8.224280339,417165
366,128,51.76113306,7.680545867,366128
359,230,51.8313526,9.158340626,359230
437,091,51.11599023,7.17049928,437091
466,050,50.84488846,6.598848609,466050
393,029,51.49388204,6.262405429,393029
379,228,51.65161278,9.128812424,379228
450,073,50.99489612,6.91881358,450073
436,020,51.10471997,6.156926955,436020
369,031,51.71004406,6.278312266,369031
332,101,52.06156649,7.277948597,332101
341,145,51.9883139,7.921389601,341145
479,103,50.74112113,7.355187776,479103
345,071,51.93759874,6.846372382,345071
354,143,51.87121499,7.895150586,354143
303,186,52.33380481,8.514565369,303186
478,052,50.73767853,6.632677825,478052
372,184,51.71350876,8.492293907,372184
374,101,51.68421509,7.292306177,374101
293,193,52.42405824,8.616488016,293193
491,072,50.62628728,6.920999788,491072
424,031,51.21618947,6.307553277,424031
305,193,52.31620674,8.617420963,305193
373,036,51.67577992,6.352677738,373036
320,080,52.16448658,6.966998275,320080
329,134,52.09457335,7.758294736,329134
481,067,50.7148462,6.84627047,481067
444,177,51.06583187,8.399538893,444177
430,132,51.18659821,7.754241851,430132
453,045,50.96016846,6.521719824,453045
349,076,51.90297572,6.92069647,349076
409,143,51.37691275,7.907092627,409143
358,154,51.83665677,8.055609713,358154
352,164,51.89165848,8.19973551,352164
376,069,51.65861463,6.830718241,376069
362,120,51.79571905,7.563555984,362120
385,039,51.56899267,6.402172353,385039
371,202,51.72333419,8.752706877,371202
348,158,51.92698333,8.111872085,348158
442,035,51.055848,6.373939553,442035
405,157,51.41456857,8.107461543,405157
361,049,51.78763015,6.534596556,361049
376,237,51.67836457,9.259020253,376237
384,104,51.59498606,7.338957417,384104
333,139,52.05937359,7.832183945,333139
471,029,50.79347388,6.303555001,471029
418,139,51.29547444,7.851671243,418139
367,092,51.74514089,7.159671259,367092
337,089,52.0139634,7.10495207,337089
390,237,51.55252012,9.258304907,390237
346,217,51.94830655,8.969657604,346217
498,044,50.55568191,6.528888315,498044
380,072,51.62347623,6.875726893,380072
417,050,51.2849992,6.575957306,417050
366,015,51.73138716,6.045347487,366015
313,129,52.23755458,7.681102806,313129
375,199,51.68727989,8.709517486,375199
308,140,52.28417461,7.840938333,308140
460,071,50.90454607,6.894406146,460071
361,224,51.81346026,9.0712642,361224
446,054,51.02569227,6.646545109,446054
393,138,51.52001895,7.831622766,393138
379,113,51.64168074,7.467289714,379113
342,103,51.97214447,7.310489549,342103
365,062,51.75550248,6.724673223,365062
388,139,51.56509788,7.844891417,388139
459,022,50.89889087,6.197929073,459022
310,187,52.27095079,8.529903468,310187
355,073,51.84830322,6.879670479,355073
378,170,51.65852979,8.290567079,378170
384,235,51.60651384,9.229738628,384235
381,152,51.62970753,8.031025356,381152
435,078,51.13090711,6.984150531,435078
368,091,51.73592925,7.14556638,368091
361,174,51.81166437,8.34617294,361174
340,209,52.00214947,8.853115751,340209
363,208,51.79539465,8.839291944,363208
448,114,51.02181364,7.502078245,448114
434,061,51.13545264,6.741005895,434061
397,135,51.48363194,7.789358661,397135
383,098,51.60271387,7.252056393,383098
330,122,52.08361368,7.583511315,330122
381,196,51.63323205,8.666528521,381196
370,164,51.72987795,8.202595806,370164
463,043,50.86974648,6.498100153,463043
410,165,51.37044534,8.223217544,410165
359,074,51.81263352,6.895849894,359074
382,185,51.62368472,8.507738875,382185
338,195,52.01969523,8.649093553,338195
453,146,50.98182792,7.959122069,453146
367,175,51.75781512,8.361435628,367175
328,196,52.1096191,8.662986302,328196
347,153,51.93539973,8.03899586,347153
489,087,50.64784801,7.13217943,489087
348,142,51.92499873,7.879291552,348142
385,188,51.59689221,8.551328511,385188
371,087,51.70805001,7.088825534,371087
334,073,52.03693138,6.870754153,334073
357,168,51.84710008,8.25857958,357168
323,205,52.15486207,8.79416175,323205
428,133,51.20472472,7.768063869,428133
451,060,50.98246862,6.734197794,451060
347,127,51.93170701,7.661006939,347127
367,241,51.75912098,9.317421688,367241
370,180,51.73122119,8.434191112,370180
464,064,50.86677549,6.796648502,464064
360,113,51.81240674,7.461503785,360113
413,025,51.31295114,6.215804479,413025
332,207,52.07401588,8.823706896,332207
440,024,51.07017757,6.216135038,440024
426,023,51.19554257,6.194269914,426023
389,161,51.55880382,8.162326909,389161
375,088,51.67234865,7.10478799,375088
345,157,51.95383485,8.096793696,345157
380,203,51.64246453,8.767594733,380203
416,112,51.30901153,7.464057024,416112
455,049,50.94339841,6.579542421,455049
517,054,50.38790688,6.678276512,517054
351,096,51.88978222,7.211881629,351096
284,191,52.50484627,8.586327619,284191
307,198,52.29844587,8.690875231,307198
380,153,51.63881352,8.045278253,380153
496,061,50.57849186,6.767767832,496061
364,124,51.7784408,7.622073078,364124
327,136,52.11284955,7.786987066,327136
360,171,51.82040247,8.302532227,360171
387,207,51.57964205,8.825626338,387207
444,027,51.0352705,6.261013215,444027
377,104,51.65788231,7.336658383,377104
340,100,51.98947874,7.266155213,340100
466,044,50.84310502,6.513728207,466044
363,077,51.77747213,6.94096534,363077
326,083,52.11133732,7.013220321,326083
349,146,51.91655099,7.9376463,349146
336,223,52.03818068,9.057046095,336223
457,017,50.91512153,6.125829427,457017
353,064,51.8638405,6.748250955,353064
362,158,51.80115802,8.114346694,362158
311,203,52.26266342,8.764366169,311203
382,036,51.59496563,6.357381826,382036
419,058,51.26935211,6.691445137,419058
356,191,51.85771863,8.592288694,356191
352,119,51.88539854,7.54617207,352119
315,125,52.21891498,7.623115196,315125
391,192,51.54316562,8.609522221,391192
381,101,51.62132056,7.294668721,381101
328,079,52.09237417,6.955684111,328079
337,135,52.0228362,7.774853217,337135
357,093,51.83520804,7.170511806,357093
394,041,51.48880668,6.435539659,394041
417,152,51.30614203,8.037855438,417152
318,210,52.19990742,8.867092433,318210
366,229,51.76845055,9.14363258,366229
299,220,52.37075266,9.013421267,299220
474,074,50.77952638,6.942573825,474074
437,070,51.11091466,6.870754603,437070
370,043,51.70495637,6.452271025,370043
423,055,51.23256892,6.650322812,423055
356,106,51.84697504,7.35872469,356106
319,102,52.17857325,7.288054436,319102
342,180,51.98288994,8.431025548,342180
436,049,51.1140531,6.570632465,436049
369,114,51.73172546,7.478722537,369114
332,066,52.05300728,6.767913772,332066
392,183,51.53367341,8.479883733,392183
449,043,50.99548651,6.491340657,449043
345,106,51.9458084,7.355118728,345106
398,028,51.448651,6.250723145,398028
354,232,51.8762528,9.187543261,354232
336,213,52.0381611,8.911297291,336213
369,141,51.73613469,7.869491815,369141
425,083,51.22196099,7.05176177,425083
374,030,51.66481504,6.266566646,374030
344,093,51.95199948,7.165761203,344093
383,196,51.61525442,8.666660284,383196
365,163,51.77471818,8.187315529,365163
316,131,52.21092073,7.711156368,316131
424,036,51.21781354,6.379046763,424036
373,079,51.68814435,6.973950826,373079
320,117,52.17256621,7.50758769,320117
481,038,50.70654093,6.435997417,481038
444,174,51.06560419,8.356739249,444174
372,202,51.71434546,8.752755904,372202
291,178,52.44111191,8.395725628,291178
480,105,50.73253056,7.383822857,480105
355,184,51.86631087,8.490575362,355184
415,029,51.29634196,6.274179496,415029
348,080,51.91297094,6.978380777,348080
371,241,51.72316638,9.317169843,371241
351,154,51.89956836,8.054291087,351154
419,167,51.28973434,8.253254098,419167
442,012,51.04802098,6.046276167,442012
405,120,51.40931255,7.575699076,405120
428,047,51.18530764,6.538272184,428047
361,084,51.79717141,7.041561848,361084
324,104,52.13407246,7.318976702,324104
384,141,51.60132739,7.87284284,384141
485,059,50.67676576,6.734804856,485059
367,059,51.73669081,6.682177401,367059
404,055,51.40322397,6.641583397,404055
337,124,52.0210609,7.614629155,337124
351,220,51.90336719,9.013281528,351220
295,191,52.40598418,8.587253005,295191
461,147,50.91004538,7.974944224,461147
447,064,51.01949228,6.789414665,447064
380,037,51.61324859,6.370761408,380037
417,021,51.27566009,6.160716586,417021
366,112,51.75830364,7.448857735,366112
313,100,52.23204893,7.256717602,313100
336,067,52.01735602,6.784260151,336067
375,226,51.68759646,9.099990459,375226
331,166,52.08059194,8.225538899,331166
446,027,51.01731127,6.262072196,446027
342,088,51.96881116,7.092303536,342088
365,089,51.76242065,7.115505438,365089
388,144,51.56578546,7.916993849,388144
321,211,52.17295872,8.881791653,321211
436,132,51.13267286,7.75569356,436132
392,034,51.50451931,6.333805583,392034
378,151,51.6565503,8.016000348,378151
350,209,51.91226519,8.85340919,350209
502,060,50.52431821,6.756220207,502060
449,160,51.01939002,8.15783113,449160
368,048,51.72446299,6.523559094,368048
331,132,52.07629028,7.729625846,331132
354,127,51.86880438,7.662876,354127
317,105,52.19717001,7.33122507,317105
340,190,52.0014795,8.576420807,340190
364,166,51.78399853,8.230628236,364166
296,188,52.39683456,8.543259789,296188
448,023,50.99800374,6.206209242,448023
411,157,51.36063913,8.108510173,411157
397,098,51.47692496,7.256870002,397098
383,073,51.59678788,6.891408153,383073
330,071,52.07232889,6.839892981,330071
353,174,51.88356868,8.34513024,353174
463,086,50.88124131,7.108648144,463086
410,078,51.35550605,6.974304864,410078
359,033,51.80049865,6.301869065,359033
396,045,51.4720903,6.494065356,396045
382,130,51.61766916,7.713592279,382130
315,199,52.22658035,8.706011105,315199
338,220,52.02021704,9.013316106,338220
358,106,51.82900514,7.359378099,358106
434,052,51.13289896,6.612515424,434052
328,169,52.10783389,8.268860684,328169
300,183,52.36057821,8.470229401,300183
376,181,51.67735941,8.449321527,376181
438,045,51.09489013,6.51452081,438045
385,087,51.58227479,7.094108356,385087
371,122,51.7151951,7.595052706,371122
334,114,52.04621336,7.468064956,334114
465,018,50.84363919,6.144430241,465018
451,067,50.9843592,6.833818194,451067
414,085,51.32126294,7.076252899,414085
384,024,51.57298459,6.185505409,384024
370,145,51.7276902,7.927604243,370145
319,216,52.19098554,8.954867867,319216
441,074,51.07600503,6.929448155,441074
427,107,51.20920329,7.395816122,427107
346,073,51.92914473,6.875861166,346073
399,193,51.47130107,8.624529635,399193
332,164,52.07140926,8.19652572,332164
330,171,52.09003617,8.298335734,330171
373,236,51.70536191,9.244706675,373236
470,062,50.81233568,6.770827565,470062
426,048,51.20357046,6.551610975,426048
375,119,51.67872416,7.552801134,375119
322,097,52.15053876,7.216064118,322097
345,128,51.94984363,7.675013932,345128
402,088,51.42977567,7.114844449,402088
388,027,51.53809975,6.230914714,388027
429,165,51.1996607,8.226093361,429165
374,164,51.6939261,8.203227793,374164
377,140,51.66409809,7.856830557,377140
445,071,51.03930424,6.88830132,445071
378,026,51.62754277,6.211021792,378026
