soil_type,iniSOC
light,1.44
light,1.02
light,1.572
light,1.308
light,1.428
light,0.864
light,1.572
light,2.346
light,1.14
light,4.62
light,1.428
light,1.14
light,1.56
light,1.428
light,1.56
light,1.56
light,1.212
light,1.428
light,1.14
light,1.44
light,1.44
light,1.56
light,1.38
light,1.26
light,1.572
light,1.38
light,1.56
light,1.44
light,1.044
light,1.56
light,1.44
light,1.44
light,1.14
light,1.38
light,1.14
light,1.44
light,1.14
light,8.4
light,1.56
light,1.572
light,1.44
light,1.56
light,1.428
light,1.44
light,1.38
light,1.02
light,1.44
light,1.02
light,1.428
light,1.44
light,1.212
light,1.38
light,1.02
light,1.212
light,1.428
light,1.212
light,1.428
light,1.044
light,1.02
light,1.44
light,1.44
light,1.47
light,1.38
light,1.14
light,1.428
light,1.38
light,1.44
light,1.56
light,1.212
light,1.44
light,1.38
light,1.572
light,1.44
light,4.62
light,1.56
light,1.02
light,1.38
light,1.188
light,1.56
light,1.14
light,1.11
light,1.428
light,1.572
light,1.44
light,1.56
light,1.38
light,1.428
light,1.296
light,1.02
light,1.428
light,1.044
light,1.428
light,8.4
light,1.38
light,1.14
light,1.44
light,1.56
light,1.38
light,1.428
light,1.3259999999999998
light,1.44
light,1.428
light,1.212
light,1.428
light,1.44
light,1.44
light,4.62
light,1.44
light,4.62
light,1.212
light,1.3259999999999998
light,1.212
light,1.212
light,1.38
light,1.14
light,1.02
light,1.428
light,1.44
light,1.11
light,1.14
light,1.044
light,1.14
light,1.44
light,1.44
light,1.428
light,1.02
light,1.56
light,1.428
light,1.02
light,1.188
light,1.212
light,1.56
light,1.38
light,1.38
light,1.56
light,1.02
light,1.308
light,1.212
light,1.02
light,1.428
light,1.44
light,4.62
light,4.62
light,4.62
light,1.56
light,1.02
light,1.14
light,1.11
light,4.62
light,1.428
light,1.428
light,1.02
light,1.02
light,1.428
light,1.02
light,1.428
light,1.44
light,1.44
light,4.62
light,1.26
light,0.864
light,1.428
light,1.296
light,1.428
light,1.56
light,1.38
light,1.212
light,1.44
light,1.56
light,1.44
light,1.56
light,1.428
light,1.428
light,1.44
light,2.346
light,1.044
light,1.212
light,1.56
light,1.428
light,1.308
light,1.14
light,1.56
light,1.47
light,1.308
light,1.572
light,1.56
light,1.26
light,1.56
light,1.26
light,1.56
light,1.02
light,1.044
light,1.212
light,1.02
light,1.38
light,1.428
light,1.44
light,1.572
light,1.56
light,1.212
light,1.74
light,4.62
light,4.62
light,1.212
light,4.62
light,1.212
light,1.212
light,1.428
light,1.38
light,1.56
light,1.308
light,1.14
light,1.572
light,1.572
light,1.38
light,1.02
light,1.47
light,1.212
light,1.56
light,1.14
light,1.188
light,1.44
light,1.572
light,1.44
light,1.38
light,1.56
light,1.212
light,1.044
light,1.212
light,1.212
light,1.44
light,1.44
light,1.188
light,1.44
light,1.56
light,1.02
light,4.62
light,1.428
light,1.212
light,1.428
light,1.188
light,0.864
light,1.14
light,1.44
light,1.212
light,1.212
light,4.62
light,1.428
light,1.44
light,1.3259999999999998
light,1.572
light,1.44
light,1.428
light,1.56
light,1.02
light,1.44
light,1.212
light,4.62
light,1.44
light,1.428
light,1.044
light,1.44
light,1.56
light,1.044
light,1.44
light,1.02
light,1.44
light,1.212
light,1.56
light,1.74
light,1.152
light,1.428
light,1.56
light,1.572
light,1.56
light,1.02
light,1.3259999999999998
light,1.428
light,1.02
light,1.44
light,1.44
light,1.56
light,1.44
light,1.56
light,1.44
light,1.38
light,1.572
light,1.38
light,1.14
light,1.11
light,1.56
light,1.44
light,1.308
light,1.3259999999999998
light,1.44
light,1.044
light,4.62
light,1.44
light,1.152
light,4.62
light,1.212
light,1.08
light,1.56
light,1.56
light,1.02
light,4.62
light,1.428
light,1.44
light,1.56
light,1.56
light,1.38
light,1.308
light,1.02
light,1.38
light,1.44
light,4.62
light,1.26
light,1.26
light,1.44
light,1.296
light,1.572
light,1.188
light,1.56
light,1.44
light,1.56
light,1.56
light,1.02
light,1.56
light,1.56
light,1.56
light,1.428
light,1.44
light,1.212
light,1.44
light,1.14
light,1.47
light,1.428
light,1.02
light,1.14
light,1.428
light,1.44
light,1.044
light,1.44
light,4.62
light,1.212
light,1.044
light,1.428
light,4.62
light,1.02
light,1.02
light,1.44
light,1.044
light,1.14
light,0.864
light,1.02
light,1.14
light,1.308
light,1.44
light,1.212
light,4.62
light,1.572
light,1.02
light,1.212
light,0.888
light,1.212
light,1.14
light,1.44
light,4.62
light,1.188
light,1.44
light,1.44
light,1.56
light,1.38
light,1.47
light,1.56
light,1.14
light,1.38
light,2.346
light,1.44
light,1.38
light,1.572
light,1.152
light,1.44
light,1.56
light,1.428
light,1.044
light,1.212
light,4.62
light,1.44
light,1.56
light,1.212
light,1.44
light,4.62
light,1.38
light,1.212
light,1.38
light,1.152
light,1.308
light,1.428
light,1.44
light,1.02
light,1.572
light,1.44
light,1.3259999999999998
light,0.864
light,1.56
light,1.56
light,1.02
light,1.044
light,1.14
light,1.56
light,1.56
light,1.044
light,1.02
light,1.56
light,1.38
light,1.308
light,1.44
light,1.152
light,1.152
light,1.44
light,1.44
light,1.572
light,1.56
light,1.56
light,1.56
light,1.14
light,1.02
light,1.212
light,1.02
light,1.572
light,1.44
light,1.14
light,1.44
light,1.38
light,1.44
light,4.62
light,1.044
light,1.428
light,1.38
light,2.346
light,1.044
light,1.212
light,1.428
light,1.572
light,4.62
light,1.56
light,1.56
light,1.26
light,1.308
light,4.62
light,1.212
light,1.38
light,1.56
light,1.02
light,1.44
light,1.044
light,1.44
light,1.428
light,1.02
light,1.14
light,1.212
light,1.44
light,1.428
light,1.02
light,1.212
light,1.02
light,1.428
light,1.428
light,1.572
light,1.02
light,1.212
light,1.3259999999999998
light,1.44
light,1.308
light,1.56
light,1.572
light,1.56
light,1.14
light,1.56
light,1.56
light,1.188
light,1.572
light,1.44
light,1.38
light,1.11
light,1.44
light,1.428
light,1.296
light,1.044
light,1.212
light,1.212
light,1.38
light,1.044
light,1.38
light,1.56
light,1.44
light,1.14
light,1.56
light,1.02
light,1.044
light,1.38
light,1.38
light,1.44
light,1.572
light,1.02
light,1.56
light,1.296
light,1.044
light,1.572
light,1.56
light,1.38
light,1.02
light,1.14
light,1.44
light,1.56
light,1.56
light,1.44
light,1.02
light,1.572
light,1.428
light,1.56
light,1.14
light,1.56
light,1.26
light,1.56
light,1.11
light,1.14
light,1.56
light,1.02
light,1.44
light,1.56
light,1.212
light,1.56
light,1.044
light,1.38
light,1.38
light,1.428
light,1.212
light,1.308
light,1.11
light,1.02
light,1.308
light,1.56
light,1.56
light,1.572
light,1.56
light,1.02
light,1.212
light,1.44
light,1.02
light,1.26
light,1.44
light,1.14
light,1.212
light,1.428
light,1.188
light,1.38
light,1.56
light,1.44
light,1.572
light,1.14
light,1.02
light,1.044
light,1.26
light,1.56
light,1.38
light,1.212
light,1.56
light,1.44
light,1.38
light,1.14
light,1.44
light,1.56
light,1.428
light,1.44
light,1.47
light,1.572
light,1.152
light,1.428
light,1.11
light,1.56
light,1.212
light,1.212
light,1.572
light,1.44
light,1.212
light,1.44
light,1.44
light,1.428
light,1.56
light,1.212
light,1.14
light,1.38
light,1.428
light,1.38
light,1.44
light,1.26
light,1.308
light,1.14
light,1.38
light,1.38
light,1.428
light,1.428
light,1.428
light,1.44
light,1.56
light,1.572
light,4.62
light,1.44
light,1.428
light,1.56
light,1.44
light,1.56
light,1.44
light,1.3259999999999998
light,1.44
light,1.572
light,1.44
light,1.02
light,1.44
light,1.38
light,1.02
light,1.02
light,1.3259999999999998
light,1.296
light,1.44
light,1.56
light,1.56
light,1.044
light,1.38
light,4.62
light,1.212
light,1.44
light,1.428
light,1.56
light,1.02
light,1.44
light,1.428
light,1.44
light,1.152
light,4.62
light,1.56
light,1.044
light,1.38
light,0.864
light,1.74
light,1.02
light,1.572
light,1.44
light,1.44
light,1.56
light,1.02
light,0.72
light,1.38
light,1.212
light,1.44
light,1.428
light,1.56
light,1.14
light,1.044
light,1.44
light,1.38
light,1.44
light,1.308
light,1.56
light,1.14
light,1.308
light,1.44
light,1.38
light,1.44
light,1.14
light,1.14
light,1.44
light,1.56
light,1.56
light,1.212
light,1.44
light,1.44
light,1.38
light,1.02
light,1.56
light,1.428
light,1.14
light,1.3259999999999998
light,1.428
light,1.56
light,1.428
light,1.308
light,1.56
light,1.56
light,1.044
light,4.62
light,1.44
light,1.56
light,1.38
light,1.38
light,1.44
light,1.38
light,1.56
light,1.02
light,1.44
light,1.56
light,4.62
light,1.56
light,1.56
light,1.14
light,1.56
light,1.44
light,1.56
light,1.44
light,1.44
light,1.02
light,1.308
light,1.44
light,1.02
light,4.62
light,1.56
light,1.14
light,1.02
light,1.02
light,1.44
light,1.44
light,1.38
light,1.02
light,1.14
light,1.14
light,1.212
light,1.56
light,1.56
light,1.56
light,1.14
light,1.428
light,1.212
light,1.152
light,1.14
light,1.212
light,1.428
light,4.62
light,1.38
light,1.56
light,1.56
light,1.3259999999999998
light,1.44
light,1.188
light,1.044
light,1.56
light,1.14
light,1.56
light,1.212
light,1.56
light,1.428
light,1.02
light,1.56
light,1.02
light,4.62
light,1.428
light,1.56
light,1.02
light,1.44
light,1.428
light,1.188
light,1.428
light,1.308
light,1.428
light,1.14
light,1.428
light,1.212
light,1.44
light,1.572
light,1.26
light,1.02
light,4.62
light,1.188
light,1.44
light,2.346
light,1.428
light,1.56
light,1.44
light,1.56
light,1.428
light,1.56
light,1.308
light,1.02
light,1.044
light,1.44
light,1.212
light,1.44
light,1.428
light,1.044
light,1.14
light,4.62
light,1.14
light,1.56
light,1.428
light,1.38
light,1.38
light,1.212
light,1.44
light,1.56
light,4.62
light,1.428
light,4.62
light,1.14
light,1.56
light,0.864
light,1.26
light,1.38
light,1.428
light,1.56
light,1.428
light,1.44
light,1.572
light,1.38
light,1.02
light,1.428
light,1.044
light,1.14
light,4.62
light,1.56
light,1.56
light,1.44
light,1.212
light,1.56
light,1.212
light,1.38
light,1.428
light,1.02
light,1.02
light,1.56
light,1.11
light,1.02
light,1.212
light,1.14
light,1.38
light,1.212
light,1.428
light,1.212
light,1.56
light,1.44
light,1.56
light,1.26
light,1.26
light,1.212
light,1.428
light,1.044
light,1.44
light,1.44
light,1.38
light,1.56
light,1.212
light,1.02
light,1.044
light,1.044
light,1.212
light,1.14
light,1.56
light,1.44
light,1.044
light,1.14
light,1.44
light,1.38
light,1.38
light,1.02
light,1.44
light,1.02
light,1.212
light,1.296
light,1.14
light,1.02
light,1.428
light,1.14
light,1.428
light,1.56
light,1.56
light,1.02
light,4.62
light,1.212
light,1.02
light,1.02
light,1.44
light,1.428
light,1.44
light,1.428
light,1.56
light,1.428
light,1.14
light,1.044
light,1.02
light,1.296
light,1.02
light,1.56
light,1.38
light,1.428
light,1.428
light,1.212
light,1.56
light,1.044
light,2.346
light,1.44
light,1.56
light,1.38
light,1.56
light,1.44
light,1.56
light,0.864
light,1.44
light,1.44
light,1.44
light,1.44
light,4.62
light,1.26
light,1.44
light,1.02
light,1.044
light,1.428
light,1.02
light,1.44
light,4.62
light,1.44
light,1.428
light,1.212
light,1.428
light,1.56
light,1.428
light,1.044
light,1.44
light,1.428
light,1.428
light,1.44
light,1.212
light,1.56
light,1.38
light,1.44
light,1.26
light,1.572
light,1.02
light,1.02
light,1.38
light,1.38
light,0.864
light,1.44
light,1.38
light,1.56
light,1.296
light,1.02
light,4.62
light,1.308
light,1.38
light,1.212
light,1.02
light,1.26
light,1.428
light,1.212
light,1.02
light,1.44
light,2.346
light,1.14
light,1.02
light,1.3259999999999998
light,4.62
light,1.428
light,1.02
light,1.212
light,1.44
light,1.74
light,1.44
light,1.428
light,1.56
light,1.02
light,1.572
light,1.044
light,1.38
light,1.56
light,1.212
light,1.56
light,1.44
light,1.44
light,1.212
light,1.44
light,4.62
light,1.44
light,1.56
light,1.02
light,1.56
light,1.428
light,1.212
light,1.14
light,1.44
light,1.44
light,1.38
light,1.212
light,1.44
light,1.572
light,1.38
light,1.308
light,1.56
light,1.188
light,1.14
light,1.44
light,1.296
light,1.56
light,1.56
light,1.56
light,1.212
light,1.308
light,1.308
light,1.044
light,1.56
light,1.428
light,1.428
light,4.62
light,1.572
light,1.02
light,1.44
light,1.428
light,1.572
light,1.212
light,1.56
light,1.56
light,1.428
light,1.428
light,1.14
light,1.56
light,1.38
light,4.62
light,1.044
light,1.044
light,1.572
light,1.212
light,1.26
light,4.62
light,1.428
light,1.428
light,1.02
light,1.56
light,1.572
light,1.02
light,1.212
light,1.572
light,1.44
light,1.74
light,1.56
light,1.11
light,1.428
light,1.56
light,1.212
light,1.14
light,1.572
light,1.56
light,1.212
light,1.044
light,1.38
light,1.296
light,1.44
light,1.044
light,1.188
light,0.864
light,1.38
light,1.56
light,1.212
light,1.44
light,1.38
light,1.212
light,4.62
light,1.38
light,1.56
light,1.02
light,1.044
light,4.62
light,1.14
light,1.428
light,1.44
light,1.212
light,1.38
light,1.3259999999999998
light,1.08
light,1.38
light,1.212
light,1.56
light,1.02
light,1.38
light,1.38
light,1.212
light,1.44
light,1.428
light,1.572
light,2.346
light,1.428
light,1.56
light,1.044
light,1.428
light,1.428
light,1.14
light,1.044
light,1.428
light,1.44
light,1.572
light,1.44
light,1.56
light,4.62
light,1.572
light,1.44
light,1.02
light,1.3259999999999998
light,1.44
light,4.62
light,1.11
light,1.44
light,1.56
light,1.38
light,1.56
light,1.428
light,1.56
light,1.56
light,1.428
light,1.428
light,1.44
light,1.44
light,1.212
light,4.62
light,1.44
light,1.428
light,1.212
light,1.02
light,1.3259999999999998
light,1.212
light,1.38
light,1.212
light,1.428
light,1.44
light,1.308
light,1.02
light,4.62
light,4.62
light,1.428
light,1.44
light,1.212
light,1.428
light,4.62
light,1.428
light,1.44
light,1.02
light,1.428
light,1.56
light,1.02
light,1.428
light,1.56
light,1.308
light,1.572
light,1.26
light,1.212
light,1.428
light,1.56
light,1.212
light,1.212
light,1.38
light,1.44
light,1.02
light,1.572
light,1.44
light,1.428
light,1.44
light,1.56
light,1.11
light,1.74
light,1.56
light,1.56
light,1.56
light,1.56
light,4.62
light,1.56
light,1.212
light,1.56
light,4.62
light,1.38
light,1.572
light,1.44
light,1.188
light,1.044
light,1.308
light,1.428
light,1.56
light,1.56
light,4.62
light,1.02
light,1.02
light,4.62
light,1.02
light,1.572
light,1.428
light,1.14
light,1.56
light,1.02
light,1.14
light,1.44
light,1.44
light,1.212
light,1.38
light,1.428
light,1.428
light,1.56
light,1.3259999999999998
light,1.3259999999999998
light,1.44
light,1.44
light,1.44
light,1.38
light,1.44
light,1.38
light,1.044
light,1.56
light,1.572
light,1.212
light,4.62
light,1.56
light,1.428
light,1.044
light,1.02
light,1.44
light,1.44
light,1.38
light,1.56
light,1.428
light,1.56
light,1.56
light,1.296
light,1.44
light,1.56
light,1.188
light,1.11
light,1.38
light,1.02
light,1.56
light,1.044
light,1.212
light,4.62
light,1.44
light,1.38
light,1.14
light,1.3259999999999998
light,1.02
light,1.212
light,1.56
light,1.56
light,1.56
light,1.56
light,1.02
light,1.56
light,1.02
light,1.02
light,1.02
light,1.02
light,1.02
light,1.56
light,1.56
light,1.428
light,1.38
light,1.428
light,1.428
light,1.044
light,1.44
light,1.14
light,1.38
light,1.428
light,1.188
light,1.44
light,1.44
light,1.11
light,1.212
light,1.428
light,1.428
light,1.26
light,1.38
light,1.26
light,1.56
light,1.26
light,1.44
light,1.212
light,1.428
light,1.212
light,4.62
light,1.56
light,1.44
light,1.38
light,1.428
light,1.428
light,1.308
light,1.296
light,1.14
light,4.62
light,1.44
light,1.02
light,1.26
light,1.38
light,1.14
light,1.44
light,1.428
light,1.14
light,1.56
light,1.56
light,1.44
light,1.44
light,1.38
light,1.02
light,1.428
light,1.56
light,1.428
light,1.11
light,1.212
light,1.3259999999999998
light,1.44
light,1.56
light,1.56
light,1.02
light,1.212
light,1.14
light,1.02
light,1.428
light,1.44
light,1.02
light,1.212
light,1.56
light,1.26
light,1.56
light,1.56
light,1.56
light,1.14
light,1.38
light,1.14
light,1.02
light,1.44
light,1.212
light,1.428
light,1.14
light,1.296
light,1.02
light,1.14
light,1.56
light,1.02
light,1.428
light,0.864
light,1.38
light,1.44
light,1.212
light,1.572
light,1.188
light,1.14
light,1.44
light,1.44
light,1.212
light,1.56
light,1.44
light,1.14
light,1.56
light,1.44
light,1.44
light,1.572
light,1.38
light,1.56
light,1.44
light,1.44
light,1.56
light,4.62
light,1.38
light,1.02
light,1.02
light,1.14
light,1.44
light,1.572
light,1.428
light,1.308
light,4.62
light,1.428
light,1.44
light,1.44
light,1.56
light,1.38
light,1.56
light,1.44
light,4.62
light,1.56
light,1.14
light,1.14
light,1.188
light,1.56
light,1.44
light,1.428
light,1.02
light,1.26
light,1.56
light,1.572
light,1.56
light,1.44
light,1.44
light,1.044
light,1.428
light,1.44
light,1.56
light,1.428
light,1.56
light,1.44
light,1.572
light,1.14
light,1.44
light,1.44
light,1.56
light,1.44
light,1.56
light,1.56
light,4.62
light,1.56
light,1.38
light,1.44
light,4.62
light,4.62
light,1.02
light,1.14
light,1.56
light,1.296
light,1.44
light,1.14
light,1.44
light,1.26
light,1.308
light,1.38
light,1.572
light,4.62
light,1.428
light,1.44
light,1.56
light,1.02
light,1.3259999999999998
light,1.212
light,1.02
light,1.428
light,1.212
light,1.44
light,1.56
light,1.572
light,0.864
light,1.44
light,1.188
light,1.38
light,2.346
light,1.44
light,1.44
light,1.56
light,1.56
light,1.044
light,1.38
light,1.212
light,1.02
light,1.56
light,1.56
light,1.44
light,1.44
light,1.428
light,1.38
light,1.44
light,1.02
light,1.14
light,1.212
light,1.56
light,1.44
light,1.44
light,1.308
light,1.38
light,1.56
light,1.38
light,1.044
light,1.38
light,4.62
light,1.44
light,1.044
light,1.38
light,1.56
light,1.428
light,1.428
light,1.428
light,1.44
light,1.44
light,4.62
light,1.02
light,1.56
light,1.428
light,1.3259999999999998
light,1.212
light,1.74
light,1.02
light,1.572
light,1.44
light,1.56
light,1.56
light,1.44
light,1.44
light,1.428
light,1.188
light,1.44
light,1.02
light,1.44
light,1.044
light,1.02
light,1.044
light,1.44
light,1.56
light,1.572
light,1.428
light,1.56
light,1.428
light,1.38
light,1.38
light,1.428
light,4.62
light,1.3259999999999998
light,1.428
light,1.572
light,1.56
light,1.044
light,1.56
light,1.3259999999999998
light,1.26
light,1.38
light,1.56
light,0.864
light,1.3259999999999998
light,1.428
light,1.44
light,1.02
light,1.44
light,1.14
light,1.296
light,1.56
light,1.212
light,1.56
light,1.56
light,1.02
light,1.26
light,1.428
light,1.44
light,1.212
light,1.02
light,1.38
light,1.44
light,1.44
light,1.56
light,1.428
light,1.308
light,1.44
light,1.56
light,0.888
light,1.14
light,1.14
light,1.3259999999999998
light,1.02
light,1.56
light,1.56
light,4.62
light,1.428
light,1.572
light,1.572
light,1.44
light,1.56
light,4.62
light,1.428
light,1.428
light,1.44
light,1.44
light,1.38
light,1.044
light,1.38
light,1.56
light,1.11
light,1.38
light,1.572
light,1.44
light,1.572
light,1.212
light,1.572
light,1.02
light,1.44
light,1.38
light,1.11
light,1.212
light,1.044
light,1.212
light,1.044
light,1.428
light,1.56
light,1.38
light,8.4
light,1.428
light,1.56
light,4.62
light,1.44
light,1.38
light,1.44
light,1.572
light,1.02
light,1.56
light,1.56
light,1.56
light,1.02
light,1.44
light,1.02
light,1.212
light,1.188
light,1.428
light,1.44
light,1.572
light,1.308
light,1.44
light,1.428
light,4.62
light,1.26
light,1.44
light,1.44
light,1.428
light,1.308
light,1.02
light,1.308
light,1.02
light,1.56
light,1.56
light,1.296
light,4.62
light,1.44
light,1.308
light,1.572
light,1.572
light,1.02
light,1.572
light,1.44
light,4.62
light,1.56
light,1.02
light,1.14
light,1.56
light,1.428
light,4.62
light,1.56
light,1.428
light,1.44
light,1.14
light,1.14
light,1.572
light,1.44
light,1.02
light,1.38
light,1.14
light,1.14
light,1.14
light,1.428
light,1.44
light,1.296
light,4.62
light,1.56
light,1.44
light,1.44
light,1.44
light,1.56
light,1.02
light,1.38
light,1.428
light,4.62
light,1.56
light,1.428
light,1.56
light,1.56
light,4.62
light,1.428
light,1.212
light,1.56
light,1.74
light,1.44
light,1.02
light,1.308
light,1.56
light,1.212
light,1.572
light,1.56
light,1.14
light,1.38
light,1.38
light,1.56
light,1.44
light,1.044
light,1.212
light,1.56
light,1.44
light,1.26
light,1.44
light,1.44
light,1.44
light,1.44
light,1.38
light,4.62
light,1.14
light,1.428
light,1.38
light,1.428
light,1.14
light,1.212
light,1.02
light,1.38
light,1.212
light,1.44
light,1.212
light,1.428
light,1.296
light,1.02
light,1.428
light,1.02
light,1.44
light,1.56
light,1.212
light,1.296
light,1.572
light,1.428
light,1.44
light,1.38
light,1.56
light,1.44
light,1.296
light,1.44
light,1.572
light,0.864
light,1.14
light,1.14
light,1.38
light,1.14
light,1.44
light,1.44
light,1.38
light,1.38
light,1.428
light,1.44
light,1.572
light,1.56
light,1.38
light,1.14
light,1.044
light,1.38
light,1.56
light,1.044
light,1.44
light,1.74
light,1.44
light,1.56
light,1.428
light,1.308
light,1.44
light,1.56
light,1.38
light,1.56
light,1.44
light,1.428
light,1.44
light,1.44
light,1.56
light,1.044
light,1.11
light,1.296
light,1.02
light,1.572
light,1.38
light,1.44
light,1.56
light,1.56
light,1.38
light,1.572
light,1.56
light,1.38
light,1.212
light,1.212
light,1.56
light,1.428
light,4.62
light,1.38
light,1.38
light,1.02
light,1.044
light,1.02
light,4.62
light,1.38
light,1.56
light,0.864
light,1.56
light,1.44
light,1.572
light,1.56
light,1.212
light,1.572
light,1.296
light,1.44
light,1.428
light,0.864
light,1.44
light,1.428
light,1.212
light,1.56
light,1.14
light,1.428
light,1.56
light,1.44
light,1.14
light,1.38
light,1.44
light,1.56
light,1.428
light,1.044
light,1.14
light,1.38
light,1.044
light,0.864
light,1.428
light,1.38
light,1.56
light,0.84
light,1.02
light,1.02
light,1.47
light,1.044
light,1.14
light,1.14
light,4.62
light,1.428
light,1.14
light,1.572
light,1.212
light,1.14
light,1.212
light,1.47
light,1.56
light,1.56
light,4.62
light,1.44
light,1.44
light,1.044
light,4.62
light,1.44
light,1.56
light,1.02
light,1.14
light,1.572
light,1.02
light,4.62
light,1.56
light,1.56
light,1.044
light,1.428
light,1.212
light,1.572
light,1.044
light,1.38
light,1.212
light,1.02
light,1.56
light,1.44
light,1.56
light,1.44
light,1.428
light,1.44
light,1.14
light,1.56
light,1.02
light,4.62
light,1.38
light,1.56
light,0.864
light,1.44
light,1.38
light,1.44
light,1.56
light,1.308
light,1.044
light,1.14
light,1.38
light,1.572
light,1.14
light,1.44
light,1.428
light,1.14
light,1.44
light,1.044
light,1.38
light,1.38
light,1.44
light,1.212
light,1.02
light,1.44
light,1.212
light,1.44
light,1.428
light,1.56
light,1.38
light,1.02
light,1.14
light,1.56
light,1.56
light,1.11
light,1.14
light,1.26
light,1.56
light,1.44
light,1.56
light,1.14
light,1.38
light,1.38
light,1.044
light,1.38
light,1.44
light,1.56
light,1.38
light,1.14
light,1.044
light,4.62
light,1.56
light,1.572
light,1.212
light,1.44
light,1.02
light,1.38
light,1.56
light,2.346
light,1.02
light,1.56
light,1.56
light,1.44
light,1.38
light,1.38
light,1.212
light,1.428
light,1.044
light,1.38
light,1.44
light,1.38
light,1.14
light,1.02
light,1.38
light,1.428
light,1.044
light,1.38
light,1.14
light,1.428
light,1.44
light,1.56
light,1.296
light,1.572
light,1.44
light,1.38
light,1.56
light,1.44
light,1.38
light,1.44
light,1.02
light,1.14
light,1.428
light,1.56
light,1.44
light,1.38
light,1.44
light,1.02
light,1.38
light,1.44
light,1.56
light,1.044
light,1.212
light,1.02
light,0.84
light,1.02
light,1.47
light,1.212
light,1.212
light,1.428
light,1.428
light,1.212
light,1.44
light,1.56
light,1.02
light,1.74
light,1.38
light,4.62
light,1.14
light,1.56
light,1.44
light,1.44
light,1.188
light,1.02
light,1.11
light,1.44
light,1.56
light,1.572
light,1.56
light,1.044
light,1.44
light,1.296
light,1.38
light,1.3259999999999998
light,1.02
light,1.14
light,1.152
light,1.44
light,8.4
light,1.428
light,1.38
light,1.14
light,1.3259999999999998
light,1.428
light,1.044
light,1.428
light,1.572
light,1.38
light,1.44
light,1.38
light,1.44
light,1.38
light,1.56
light,1.11
light,1.56
light,1.428
light,1.44
light,1.044
light,1.56
light,1.572
light,1.428
light,1.11
light,1.212
light,1.44
light,1.14
light,1.428
light,1.02
light,1.44
light,1.14
light,1.212
light,1.02
light,1.44
light,1.56
light,1.38
light,1.428
light,1.212
light,1.38
light,1.56
light,1.308
light,1.308
light,1.44
light,1.572
light,1.428
light,1.44
light,1.428
light,1.56
light,1.56
light,1.572
light,1.11
light,4.62
light,1.188
light,1.56
light,1.572
light,1.3259999999999998
light,1.44
light,1.44
light,1.56
light,1.044
light,1.56
light,1.56
light,1.3259999999999998
light,4.62
light,1.044
light,1.428
light,1.56
light,1.44
light,1.44
light,1.212
light,1.38
light,1.02
light,1.44
light,1.56
light,4.62
light,0.864
light,1.428
light,4.62
light,1.44
light,2.346
light,1.38
light,1.044
light,1.212
light,1.56
light,1.428
light,1.572
light,1.26
light,1.56
light,1.308
light,1.572
light,1.56
light,1.02
light,1.44
light,1.44
light,1.212
light,1.14
light,1.44
light,1.02
light,1.44
light,1.308
light,1.44
light,1.572
light,1.02
light,4.62
light,1.428
light,1.56
light,1.428
light,1.56
light,1.14
light,1.572
light,1.38
light,4.62
light,1.3259999999999998
light,1.44
light,1.572
light,1.38
light,1.44
light,1.38
light,1.38
light,1.56
light,1.572
light,1.044
light,1.38
light,1.572
light,1.572
light,0.72
light,1.3259999999999998
light,4.62
light,1.44
light,1.428
light,1.572
light,1.02
light,1.212
light,1.02
light,1.44
light,1.56
light,1.02
light,1.428
light,1.044
light,1.38
light,1.56
light,1.212
light,8.4
light,1.56
light,1.44
light,1.56
light,1.02
light,1.14
light,1.56
light,4.62
light,1.26
light,1.14
light,4.62
light,0.864
light,1.428
light,1.14
light,1.212
light,1.02
light,1.428
light,1.44
light,1.428
light,1.56
light,1.212
light,1.14
light,1.38
light,1.212
light,1.44
light,1.02
light,1.044
light,1.044
light,1.44
light,1.56
light,1.56
light,1.38
light,1.11
light,1.02
light,1.212
light,1.56
light,1.212
light,1.212
light,1.02
light,1.308
light,1.428
light,1.56
light,1.428
light,1.56
light,1.212
light,1.02
light,1.44
light,1.38
light,1.44
light,1.56
light,1.44
light,1.02
light,1.44
light,1.44
light,1.044
light,1.02
light,1.44
light,1.428
light,1.428
light,1.572
light,1.44
light,1.38
light,1.14
light,1.14
light,1.56
light,1.308
light,1.44
light,1.044
light,1.38
light,1.56
light,4.62
light,1.38
light,1.02
light,1.11
light,1.02
light,1.152
light,1.56
light,1.3259999999999998
light,1.56
light,1.56
light,1.44
light,1.14
light,1.44
light,1.44
light,1.428
light,1.212
light,1.38
light,1.56
light,1.308
light,1.38
light,1.02
light,1.428
light,1.44
light,1.308
light,1.26
light,1.044
light,1.296
light,4.62
light,1.56
light,1.428
light,1.02
light,1.044
light,1.02
light,1.02
light,1.44
light,1.212
light,1.14
light,1.44
light,1.572
light,1.428
light,1.14
light,1.212
light,1.428
light,1.02
light,1.44
light,1.296
light,1.44
light,1.044
light,1.44
light,1.14
light,4.62
light,2.346
light,1.044
light,1.38
light,1.44
light,1.38
light,1.428
light,1.56
light,4.62
light,1.38
light,1.02
light,1.044
light,1.38
light,1.38
light,1.14
light,1.56
light,1.14
light,1.44
light,1.38
light,1.44
light,1.044
light,1.428
light,1.428
light,1.38
light,1.02
light,1.428
light,1.428
light,1.44
light,1.212
light,1.74
light,1.02
light,1.044
light,1.428
light,1.044
light,1.572
light,1.44
light,1.44
light,1.56
light,1.44
