WW,WW
WW,WTr
WW,PO
SM,WW
SM,WTr
WW,GM
WTr,SB
GM,WRa
WTr,WB
SM,GM
WW,SBee
GM,WB
WRa,WB
WW,WRa
WTr,WW
GM,SM
SM,WB
GM,WTr
WW,SM
WB,SM
GM,WW
WRa,SB
SBee,WW
WTr,GM
SB,WW
WTr,SM
WB,WW
WRa,WW
WRa,WTr
WB,WTr
SBee,WB
PO,WW
