sim_id,bkr,cell,rot,expected perms,actual perms
id22,129,502040,9130,3,2
id22,129,502064,9130,3,2
id22,129,500042,9130,3,2
id22,129,500048,9120,3,2
id22,129,500048,9130,3,2
id22,129,500071,9130,3,2
id22,129,498048,9120,3,2
id22,129,496048,9130,3,2
id22,129,496050,9120,3,2
id22,129,494050,9120,3,2
id22,129,490055,9120,3,2
id22,129,488055,9120,3,2
id22,129,486040,9120,3,2
id22,129,486040,9110,3,2
id22,129,486040,9130,3,2
id22,129,484032,9120,3,2
id22,129,484049,9120,3,2
id22,129,484049,9130,3,2
id22,129,519055,9120,3,2
id22,129,517055,9120,3,2
id22,129,517059,9120,3,2
id22,129,517059,9110,3,2
id22,129,515054,9120,3,2
id22,129,515054,9110,3,2
id22,129,513038,9120,3,2
id22,129,513050,9110,3,2
id22,129,509043,9120,3,2
id22,129,503049,9120,3,2
id22,129,503049,9110,3,2
id22,129,503053,9120,3,2
id22,129,501048,9130,3,2
id22,129,499052,9110,3,2
id22,129,499056,9120,3,2
id22,129,499056,9110,3,2
id22,129,499070,9130,3,2
id22,129,497056,9130,3,2
id22,129,495050,9120,3,2
id22,129,491054,9130,3,2
id22,129,491057,9120,3,2
id22,129,491057,9110,3,2
id22,129,491057,9130,3,2
id22,129,489046,9110,3,2
id22,129,487040,9120,3,2
id22,129,485044,9120,3,2
id22,129,485044,9110,3,2
id22,129,485044,9130,3,2
id22,129,483035,9110,3,2
id22,134,404144,7120,3,2
id22,134,426118,7120,3,2
id22,134,385192,7130,4,3
id22,134,426155,7120,3,2
id22,134,418146,7120,3,2
id22,134,418165,7120,3,2
id22,134,430143,7120,3,2
id22,134,389205,7110,3,2
id22,134,410122,7130,4,3
id22,134,451103,7130,4,3
id22,134,410168,7130,4,3
id22,134,410168,7110,3,2
id22,134,451142,7130,4,3
id22,134,451142,7120,3,2
id22,134,415172,7110,3,2
id22,134,415174,7130,4,3
id22,134,415174,7120,3,2
id22,134,443137,7120,3,2
id22,134,402186,7130,4,3
id22,134,400175,7130,4,3
id22,134,400192,7110,3,2
id22,134,400192,7120,3,2
id22,134,394177,7110,3,2
id22,134,435149,7130,4,3
id22,134,435149,7120,3,2
id22,134,441172,7130,4,3
id22,134,426159,7110,3,2
id22,134,397176,7130,4,3
id22,134,427166,7130,4,3
id22,134,427170,7120,3,2
id22,134,427174,7110,3,2
id22,134,427174,7120,3,2
id22,134,427198,7130,4,3
id22,134,419112,7130,4,3
id22,134,419139,7110,3,2
id22,134,419172,7130,4,3
id22,134,411141,7110,3,2
id22,134,411141,7120,3,2
id22,134,411164,7120,3,2
id22,134,452135,7130,4,3
id22,134,452141,7110,3,2
id22,134,452153,7130,4,3
id22,134,403129,7120,3,2
id22,134,403131,7130,4,3
id22,134,403131,7110,3,2
id22,134,403143,7130,4,3
id22,134,403206,7110,3,2
id22,134,392190,7130,4,3
id22,134,433156,7130,4,3
id22,134,387187,7130,4,3
id22,134,387199,7130,4,3
id22,134,387199,7120,3,2
id22,134,428166,7120,3,2
id22,134,420171,7130,4,3
id22,134,420180,7130,4,3
id22,134,461155,7110,3,2
id22,134,461177,7130,4,3
id22,134,403189,7120,3,2
id22,134,412151,7110,3,2
id22,134,412161,7130,4,3
id22,134,412165,7110,3,2
id22,134,412165,7120,3,2
id22,134,453174,7120,3,2
id22,134,388201,7110,3,2
id22,134,388201,7120,3,2
