like1,parPartSOM_Fast_to_SOM_Slow_soil,parSOM_FastDecCoeffStandard_soil,parPartSMB_Fast_to_SOM_Fast_soil,parPartSMB_Slow_to_SOM_Fast_soil,parAOM_SlowDecCoeffStandard_fert,parSOM_SlowDecCoeffStandard_soil,parAOM_SlowUtilizationEfficiency_,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,simulation_85,simulation_86,simulation_87,simulation_88,simulation_89,simulation_90,simulation_91,simulation_92,simulation_93,simulation_94,chain
-2.7852,0.08197,0.0014,0.69727,0.98291,0.0020008,4.2915e-06,0.74023,0.56152,0.55811,0.56006,0.55664,0.55322,0.55078,0.5498,0.55469,0.55762,0.55029,0.54834,0.55029,0.55176,0.55615,0.56055,0.55176,0.54834,0.54834,0.54736,0.56787,0.56738,0.57568,0.57178,0.56201,0.55566,0.55225,0.56543,0.56836,0.56738,0.5625,0.5708,0.58057,0.60742,0.6416,0.59619,0.58203,0.59375,0.58203,0.60742,0.61279,0.63037,0.62793,0.63477,0.62158,0.62598,0.63965,0.64307,0.62891,0.62207,0.62598,0.63477,0.6665,0.6582,0.67188,0.64844,0.66553,0.6333,0.60352,0.62891,0.65918,0.6582,0.67334,0.65088,0.66357,0.68604,0.69824,0.66309,0.65674,0.65234,0.66113,0.7002,0.66504,0.72656,0.70557,0.71582,0.64063,0.61768,0.6123,0.62842,0.62061,0.60889,0.60107,0.59717,0.61279,0.62256,0.61963,0.60889,0.61914,0.62793,0.65283,0.65918,0.64258,0.62549,0.64355,0.6377,2.0
-2.1367,0.33496,1.4007e-05,1.0,0.48022,0.0020008,0.00043011,0.12097,0.55957,0.55371,0.5542,0.54932,0.54736,0.5459,0.54492,0.54736,0.54346,0.53955,0.53711,0.53857,0.53662,0.53955,0.53857,0.53076,0.52588,0.5249,0.521,0.56104,0.5498,0.5542,0.54785,0.54443,0.54297,0.54199,0.55322,0.54541,0.54688,0.53955,0.54785,0.54932,0.56396,0.55957,0.54883,0.5415,0.55273,0.54346,0.59717,0.58838,0.60156,0.59814,0.6123,0.60547,0.61426,0.62695,0.61963,0.61084,0.60059,0.60693,0.60938,0.63281,0.61328,0.63623,0.62549,0.6416,0.60693,0.59326,0.60547,0.63135,0.62939,0.65234,0.63672,0.65479,0.67725,0.67969,0.65186,0.64258,0.64258,0.64697,0.6792,0.63525,0.70898,0.69873,0.71484,0.64209,0.60498,0.59033,0.60205,0.59229,0.58838,0.58643,0.58643,0.60107,0.59961,0.6001,0.58545,0.59717,0.59912,0.61523,0.61084,0.60156,0.59375,0.60986,0.60059,0.0
-7.9805,0.08197,1.4007e-05,0.60303,1.0,2.0027e-05,4.2915e-06,0.6084,0.56494,0.56641,0.57031,0.56982,0.56885,0.56836,0.56885,0.57422,0.57617,0.57275,0.57178,0.57471,0.57666,0.58252,0.58838,0.58447,0.58496,0.58936,0.59131,0.57178,0.57373,0.58691,0.58838,0.58447,0.5835,0.58398,0.59961,0.60254,0.60645,0.60352,0.61475,0.62646,0.65527,0.69287,0.66748,0.66992,0.69482,0.69482,0.61133,0.625,0.65186,0.66064,0.68018,0.67871,0.69336,0.71533,0.7251,0.72412,0.72266,0.73389,0.74951,0.78906,0.7915,0.84668,0.85205,0.896,0.88379,0.6084,0.64795,0.69287,0.70996,0.74365,0.73779,0.7666,0.80371,0.8291,0.81738,0.8208,0.8291,0.84961,0.90283,0.88428,1.0078,1.0303,1.0869,1.041,0.62158,0.62451,0.64844,0.6499,0.64697,0.64746,0.6499,0.66992,0.68213,0.68848,0.68115,0.69678,0.70996,0.73975,0.75488,0.76904,0.77148,0.80908,0.81982,1.0
-11.063,0.08197,1.4007e-05,0.68408,0.97607,2.0027e-05,0.00043011,0.84717,0.56641,0.56934,0.57324,0.57373,0.57275,0.57227,0.57275,0.5791,0.58496,0.58008,0.57764,0.58057,0.5835,0.59033,0.6001,0.59521,0.59814,0.60498,0.61182,0.57373,0.58398,0.6001,0.60498,0.6001,0.59863,0.59912,0.61621,0.625,0.62891,0.62842,0.64014,0.65674,0.69336,0.74023,0.75,0.77979,0.82422,0.85986,0.61621,0.63965,0.6709,0.68408,0.70215,0.7002,0.71533,0.73877,0.75439,0.75439,0.75635,0.76855,0.78955,0.83545,0.84717,0.91162,0.91992,0.97314,0.97021,0.61328,0.66211,0.71191,0.7334,0.76709,0.76074,0.78955,0.82861,0.86035,0.84912,0.85645,0.86572,0.8916,0.95166,0.94287,1.0771,1.1064,1.1719,1.1367,0.62646,0.63818,0.6665,0.67236,0.66846,0.66797,0.67041,0.69189,0.70996,0.71729,0.7124,0.729,0.74756,0.78516,0.81543,0.82959,0.84277,0.88135,0.8999,2.0
-inf,0.17041,0.0014,0.91895,0.54834,0.0018749,0.00043011,0.12097,0.41382,0.27734,0.22693,0.17664,0.15308,0.13379,0.1192,0.11407,0.10022,0.086609,0.079224,0.077026,0.071594,0.072205,0.066772,0.053802,0.04776,0.046234,0.043304,0.40796,0.27295,0.22534,0.17517,0.15125,0.13208,0.11768,0.11896,0.10211,0.094299,0.081787,0.086304,0.082581,0.09259,-57.0,-57.0,-57.0,-57.0,-57.0,0.43286,0.2998,0.25659,0.2085,0.20093,0.17578,0.16968,0.17041,0.15332,0.13232,0.11584,0.11676,0.11273,0.12988,-57.0,-57.0,-57.0,-57.0,-57.0,0.43408,0.32422,0.2937,0.24768,0.24841,0.21375,0.2157,0.22571,0.21692,0.17505,0.15833,0.15137,0.14783,0.17236,-57.0,-57.0,-57.0,-57.0,-57.0,0.44141,0.29785,0.25195,0.19702,0.17163,0.15137,0.13672,0.14001,0.12939,0.11914,0.098755,0.10577,0.10162,0.11237,-57.0,-57.0,-57.0,-57.0,-57.0,0.0
-23760.0,0.095032,0.0014,0.50928,0.95703,0.0020008,0.00043011,0.48071,0.41064,0.28198,0.23389,0.18445,0.15833,0.13721,0.12152,0.11774,0.10699,0.092224,0.084656,0.082275,0.078613,0.081299,0.077515,0.062927,0.056366,0.055145,0.052063,0.40527,0.27832,0.23401,0.18555,0.15857,0.13708,0.12128,0.12354,0.11218,0.10315,0.092285,0.096619,0.097168,0.11249,0.10907,0.086853,0.071472,0.083069,-57.0,0.43115,0.30688,0.26733,0.22119,0.21021,0.18225,0.17444,0.17627,0.16504,0.14258,0.12878,0.12915,0.12915,0.15198,0.13257,0.14001,0.11707,0.12891,-57.0,0.43237,0.33081,0.30396,0.25952,0.25659,0.21936,0.21973,0.23059,0.22729,0.18396,0.17017,0.1626,0.16309,0.19299,0.14709,0.20105,0.17737,0.18323,-57.0,0.43921,0.30396,0.26172,0.20837,0.17969,0.15698,0.14087,0.14514,0.14026,0.12866,0.11072,0.11731,0.11707,0.13257,0.12878,0.10663,0.089661,0.10309,-49.875,1.0
-432.25,0.1355,0.0014,0.74316,1.0,0.0020008,0.00043011,0.49634,0.42505,0.30493,0.25806,0.20825,0.18066,0.15771,0.14038,0.13562,0.12439,0.10754,0.098999,0.095642,0.091187,0.093506,0.092346,0.072083,0.064087,0.061646,0.057892,0.41992,0.30151,0.2583,0.20984,0.1814,0.15796,0.14038,0.14124,0.12988,0.11902,0.1076,0.1109,0.11108,0.12659,0.1272,0.099731,0.082642,0.093384,-14.188,0.44678,0.33179,0.2937,0.24768,0.23547,0.20593,0.19653,0.19714,0.18616,0.16174,0.14771,0.14697,0.14636,0.16919,0.15076,0.15686,0.1322,0.14343,0.10608,0.44751,0.35571,0.33081,0.28687,0.28345,0.24475,0.24365,0.25366,0.25098,0.20593,0.19189,0.18335,0.18311,0.21301,0.16772,0.22095,0.19629,0.20154,0.12085,0.45508,0.3291,0.28809,0.23474,0.20447,0.17969,0.16174,0.16467,0.15979,0.14636,0.12817,0.13354,0.13281,0.14832,0.14551,0.12146,0.10278,0.11536,0.10516,2.0
-5.2813,0.28345,1.4007e-05,0.80957,0.646,2.0027e-05,0.00019825,0.38452,0.5625,0.55957,0.56152,0.55859,0.55664,0.55518,0.55469,0.55859,0.55713,0.55371,0.55176,0.55322,0.55371,0.55762,0.55762,0.55371,0.55078,0.55225,0.55078,0.56689,0.56152,0.56982,0.56689,0.56299,0.56104,0.56055,0.57373,0.57129,0.57324,0.56787,0.57764,0.5835,0.604,0.60596,0.60254,0.59766,0.6167,0.6123,0.60449,0.60938,0.63037,0.63477,0.65332,0.65088,0.66504,0.68457,0.68896,0.68555,0.68115,0.69092,0.70117,0.73438,0.72656,0.77051,0.77051,0.80469,0.78223,0.60156,0.6333,0.67285,0.68506,0.71875,0.7124,0.74023,0.77588,0.79639,0.78271,0.7832,0.79053,0.80615,0.85303,0.82422,0.93799,0.95313,1.001,0.94482,0.61426,0.60938,0.62793,0.62451,0.62109,0.62012,0.62207,0.63965,0.64648,0.65088,0.64014,0.6543,0.66211,0.68555,0.69189,0.69434,0.69141,0.71875,0.72021,0.0
-3.8789,0.08197,0.0014,0.69971,1.0,2.0027e-05,4.2915e-06,0.54004,0.56006,0.55518,0.55664,0.55273,0.5498,0.54736,0.54688,0.55078,0.55078,0.54639,0.54443,0.5459,0.54688,0.55176,0.5542,0.54639,0.54297,0.54346,0.54199,0.56543,0.55908,0.56641,0.56104,0.55322,0.54834,0.5459,0.55859,0.55762,0.55762,0.55176,0.56055,0.56738,0.58984,0.60742,0.5752,0.56104,0.5752,0.56445,0.60352,0.60645,0.625,0.625,0.63916,0.63232,0.64307,0.66113,0.66602,0.65918,0.65381,0.66113,0.66992,0.70264,0.69336,0.72021,0.70703,0.73193,0.70215,0.60107,0.63037,0.66699,0.67432,0.70264,0.69141,0.71533,0.74805,0.76855,0.74951,0.74854,0.75244,0.76611,0.81104,0.7793,0.87354,0.87451,0.90918,0.84229,0.61377,0.60645,0.62256,0.61572,0.60791,0.60352,0.60254,0.61914,0.62695,0.62842,0.61768,0.62988,0.63721,0.66016,0.66504,0.65332,0.63965,0.65967,0.6543,1.0
-6.8633,0.08197,1.4007e-05,0.53662,1.0,0.0020008,0.00043011,0.81055,0.56592,0.56787,0.57178,0.57129,0.57031,0.56982,0.57031,0.57617,0.58057,0.57471,0.57324,0.57617,0.5791,0.58447,0.58984,0.58643,0.5874,0.59082,0.59375,0.57275,0.58008,0.59473,0.59814,0.59326,0.59131,0.5918,0.60889,0.61475,0.61865,0.61719,0.62842,0.64355,0.67773,0.72168,0.71484,0.73682,0.77344,0.79883,0.61377,0.62939,0.65625,0.66455,0.67773,0.67139,0.68164,0.7002,0.70898,0.70313,0.70117,0.71094,0.72754,0.76807,0.77344,0.82275,0.82178,0.86279,0.85303,0.60986,0.64551,0.68555,0.69629,0.71875,0.7041,0.72363,0.75244,0.771,0.74707,0.74658,0.74951,0.76758,0.81787,0.79883,0.90039,0.90771,0.94775,0.8999,0.62354,0.62891,0.65381,0.65527,0.6499,0.64844,0.64941,0.66943,0.68311,0.68652,0.67969,0.69434,0.70996,0.74365,0.76465,0.77588,0.78223,0.81787,0.83008,2.0
-2.6758,1.0,0.0014,1.0,0.15405,0.0020008,4.2915e-06,0.12097,0.56104,0.55811,0.56006,0.55762,0.55713,0.55664,0.55713,0.56055,0.55859,0.55615,0.55518,0.55713,0.55713,0.56104,0.56152,0.55811,0.55664,0.55859,0.55762,0.5625,0.55371,0.56006,0.55566,0.55371,0.55322,0.55371,0.56641,0.55957,0.56299,0.55615,0.56592,0.56885,0.58447,0.58154,0.57471,0.56982,0.58447,0.57813,0.59863,0.59229,0.60742,0.60596,0.62158,0.61621,0.62646,0.64014,0.63477,0.62744,0.61768,0.62549,0.62939,0.6543,0.63623,0.66309,0.65527,0.6748,0.64355,0.59473,0.60938,0.63721,0.63721,0.66113,0.64697,0.6665,0.69043,0.69434,0.66846,0.65967,0.66064,0.66699,0.70068,0.6582,0.73584,0.729,0.74854,0.6792,0.60693,0.59473,0.6084,0.60059,0.59766,0.59766,0.59912,0.61475,0.61475,0.61719,0.60303,0.61621,0.61963,0.63721,0.63428,0.62891,0.62402,0.64355,0.63721,0.0
-3.7363,0.08197,1.4007e-05,0.55469,1.0,0.00094366,4.2915e-06,0.38501,0.56299,0.56152,0.56445,0.5625,0.56104,0.56055,0.56104,0.56494,0.56396,0.56104,0.56006,0.56201,0.5625,0.56738,0.56787,0.56543,0.56445,0.56738,0.56689,0.56787,0.56299,0.57227,0.5708,0.56787,0.56641,0.56689,0.58057,0.57813,0.58154,0.57666,0.58643,0.59326,0.61377,0.61621,0.61572,0.6123,0.63281,0.62988,0.60449,0.60742,0.62695,0.62891,0.64502,0.63965,0.65039,0.66602,0.66504,0.65723,0.6499,0.65723,0.66455,0.69482,0.68408,0.71924,0.71338,0.73975,0.71289,0.60107,0.62598,0.65967,0.66406,0.68945,0.67529,0.69531,0.72119,0.73047,0.70361,0.69629,0.69629,0.7041,0.74316,0.70654,0.79395,0.79004,0.81494,0.74658,0.61377,0.6084,0.62549,0.62109,0.61768,0.6167,0.61768,0.63428,0.63916,0.64209,0.63037,0.64355,0.65039,0.67285,0.67773,0.67871,0.67578,0.70215,0.70215,1.0
-3.668,0.08197,0.0014,0.92969,0.86865,2.0027e-05,4.2915e-06,0.4375,0.55908,0.55371,0.55469,0.55029,0.54736,0.54541,0.54492,0.54883,0.54785,0.54395,0.54199,0.54346,0.54395,0.54834,0.54834,0.54346,0.54004,0.54053,0.53857,0.56396,0.55566,0.56152,0.55566,0.54883,0.54443,0.54248,0.55518,0.55322,0.55322,0.54736,0.55566,0.56152,0.58154,0.58496,0.56592,0.55322,0.56641,0.55664,0.60107,0.60254,0.62012,0.61963,0.63428,0.62842,0.63965,0.65723,0.66162,0.65479,0.64893,0.65625,0.66455,0.69531,0.68408,0.71143,0.69971,0.72412,0.69287,0.59863,0.62646,0.66211,0.66943,0.69873,0.68799,0.71289,0.74561,0.76514,0.74609,0.74463,0.74902,0.76123,0.80518,0.77197,0.8667,0.86816,0.90234,0.83447,0.61133,0.60254,0.61768,0.60986,0.60352,0.59912,0.59863,0.61523,0.62207,0.62402,0.6123,0.62451,0.63135,0.65283,0.65674,0.64453,0.63184,0.65088,0.64551,2.0
-3.5352,0.3501,0.0014,1.0,0.20691,2.0027e-05,4.2915e-06,0.12097,0.55957,0.55518,0.55664,0.55322,0.55225,0.55127,0.55127,0.55469,0.55225,0.54932,0.54785,0.5498,0.54932,0.55273,0.55273,0.54736,0.54492,0.54541,0.54346,0.56104,0.55029,0.55518,0.54932,0.54639,0.54492,0.54492,0.55713,0.5498,0.55225,0.54492,0.55371,0.55566,0.57031,0.56543,0.55371,0.5459,0.55762,0.54834,0.59863,0.59375,0.60986,0.60938,0.62891,0.62695,0.64111,0.65869,0.65723,0.65332,0.64502,0.6543,0.65869,0.68506,0.6665,0.69824,0.69287,0.7168,0.68311,0.5957,0.61865,0.65283,0.66016,0.69385,0.6875,0.71533,0.74854,0.7627,0.74707,0.74365,0.74951,0.75879,0.79834,0.7583,0.8584,0.86475,0.90088,0.83154,0.60693,0.59521,0.60889,0.60107,0.59863,0.59863,0.60059,0.61719,0.61816,0.62256,0.60938,0.62256,0.62598,0.64355,0.63965,0.63184,0.62402,0.64258,0.63477,0.0
-31440.0,0.08197,0.0014,0.84082,1.0,2.0027e-05,0.00043011,0.2041,0.4021,0.26782,0.21863,0.16931,0.14551,0.12622,0.11188,0.10754,0.095154,0.082153,0.075256,0.073425,0.068848,0.070313,0.065674,0.054382,0.048889,0.047913,0.045349,0.39673,0.26367,0.21765,0.16882,0.14453,0.12524,0.11102,0.11304,0.098389,0.091187,0.07959,0.084534,0.082458,0.094482,-57.0,-57.0,-57.0,-57.0,-57.0,0.42285,0.29663,0.2583,0.21533,0.21301,0.19238,0.19165,0.19849,0.18921,0.17468,0.16248,0.16663,0.16724,0.19019,0.16956,0.19299,0.18237,0.203,0.16785,0.42554,0.3291,0.30957,0.27515,0.28784,0.26294,0.27588,0.29785,0.30444,0.27783,0.26978,0.27075,0.27588,0.31177,0.26904,0.35962,0.35986,0.39136,0.31982,0.43115,0.29346,0.25098,0.19983,0.17566,0.15674,0.1438,0.14929,0.14294,0.13721,0.11932,0.12817,0.12744,0.14185,0.13599,0.12024,0.10797,0.12402,0.11499,1.0
-7.3516,0.08197,1.4007e-05,0.57178,0.99609,0.0020008,4.2915e-06,0.7998,0.56641,0.56934,0.57324,0.57373,0.57275,0.57275,0.57373,0.58008,0.58496,0.57959,0.57861,0.58203,0.58447,0.59033,0.59668,0.59424,0.59619,0.60059,0.60449,0.57324,0.58154,0.59717,0.60107,0.59619,0.59521,0.59619,0.61328,0.62012,0.62402,0.62305,0.63477,0.6499,0.68457,0.72949,0.72217,0.74316,0.78076,0.80469,0.61475,0.63135,0.65869,0.66797,0.68164,0.67578,0.68652,0.70557,0.71533,0.70996,0.70898,0.71875,0.73584,0.77686,0.78369,0.83447,0.83545,0.87793,0.86914,0.61035,0.64746,0.68799,0.69971,0.72314,0.70898,0.72949,0.75879,0.77832,0.75488,0.75488,0.7583,0.77734,0.82813,0.81055,0.91406,0.92334,0.96533,0.91895,0.62402,0.63037,0.65625,0.65869,0.65381,0.65234,0.6543,0.67432,0.68896,0.69336,0.68652,0.70166,0.71777,0.75195,0.77393,0.78711,0.79395,0.83105,0.84521,2.0
-39264.0,0.43652,0.0014,1.0,0.49072,0.0020008,0.00043011,0.12122,0.45532,0.33618,0.28589,0.23193,0.20459,0.18091,0.16187,0.15356,0.13562,0.11731,0.10706,0.1026,0.094482,0.093445,0.084473,0.066223,0.057434,0.053772,0.049347,0.44995,0.33105,0.28394,0.22998,0.20227,0.17871,0.15991,0.15723,0.13684,0.12439,0.10931,0.11151,0.10492,0.11243,-28.453,-28.469,-28.469,-28.469,-57.0,0.47656,0.35986,0.31689,0.26514,0.25366,0.22424,0.21375,0.21069,0.19006,0.16443,0.14563,0.14429,0.13745,0.15198,-21.297,-21.297,-21.313,-21.313,-57.0,0.47632,0.38257,0.35303,0.30322,0.30029,0.26172,0.25977,0.26611,0.25415,0.20801,0.18933,0.1803,0.17419,0.19617,-7.0039,-6.957,-6.9805,-6.9766,-57.0,0.48535,0.35889,0.31348,0.25464,0.22522,0.20044,0.1814,0.18042,0.16614,0.151,0.1283,0.13281,0.12573,0.13379,-21.297,-21.313,-21.328,-21.313,-57.0,0.0
-3.1758,0.08197,0.0014,0.53125,0.95801,2.0027e-05,4.2915e-06,0.31104,0.55762,0.55029,0.55029,0.5459,0.54346,0.54199,0.5415,0.54492,0.54248,0.53906,0.5376,0.53906,0.53906,0.54297,0.54248,0.53711,0.53369,0.53418,0.53174,0.56006,0.54785,0.55273,0.5459,0.54102,0.53809,0.53662,0.54883,0.54346,0.54443,0.5376,0.54639,0.54932,0.56592,0.5625,0.54883,0.53809,0.54932,0.53906,0.59717,0.59229,0.6084,0.60645,0.62354,0.61865,0.63086,0.64844,0.64844,0.64258,0.63525,0.64355,0.64941,0.67773,0.66162,0.68945,0.67969,0.70264,0.66846,0.59424,0.61621,0.6499,0.65576,0.68652,0.67725,0.70264,0.73486,0.75049,0.73242,0.729,0.73389,0.74463,0.78516,0.74756,0.84229,0.84424,0.87695,0.80762,0.60596,0.59326,0.60645,0.59814,0.59326,0.59082,0.59131,0.60742,0.61084,0.61377,0.60059,0.61328,0.61816,0.63721,0.63623,0.625,0.61426,0.63184,0.62354,1.0
-7.8828,0.08197,1.4007e-05,0.6709,1.0,0.0020008,0.00043011,0.81006,0.56592,0.56885,0.57275,0.57324,0.57178,0.57178,0.57227,0.57813,0.5835,0.57813,0.57666,0.57959,0.58252,0.58838,0.59521,0.59131,0.59277,0.59717,0.60059,0.57324,0.58252,0.59814,0.60254,0.59766,0.59619,0.59668,0.61426,0.62158,0.62549,0.62451,0.63623,0.65234,0.68799,0.73389,0.73682,0.76416,0.80664,0.8374,0.61475,0.6333,0.66162,0.67139,0.68555,0.67969,0.69043,0.70996,0.7207,0.71582,0.71533,0.72559,0.74365,0.78564,0.79443,0.84766,0.84961,0.89355,0.88721,0.61084,0.6499,0.69189,0.70508,0.729,0.71533,0.73633,0.7666,0.7876,0.76514,0.76611,0.77002,0.79004,0.84229,0.82715,0.93506,0.94629,0.99121,0.94727,0.62451,0.63232,0.65869,0.66211,0.65723,0.65576,0.65723,0.67725,0.69287,0.69727,0.69092,0.70605,0.72314,0.7583,0.78418,0.79639,0.80566,0.84277,0.85791,2.0
-2.0469,0.22241,0.0014,1.0,0.37988,0.0020008,4.2915e-06,0.12097,0.55908,0.55371,0.55469,0.55078,0.5498,0.54883,0.54883,0.55176,0.54932,0.54639,0.54492,0.54688,0.54639,0.5498,0.5498,0.54443,0.54102,0.5415,0.53906,0.56055,0.54834,0.55322,0.54688,0.54346,0.54199,0.54199,0.5542,0.54688,0.54883,0.5415,0.55029,0.55225,0.56689,0.56152,0.54883,0.54053,0.55176,0.54199,0.59619,0.58643,0.59863,0.59424,0.60742,0.60059,0.60889,0.62109,0.61377,0.60352,0.59229,0.59863,0.6001,0.62256,0.60107,0.61816,0.604,0.6167,0.5791,0.59229,0.60303,0.62744,0.62354,0.64453,0.62793,0.64404,0.66553,0.66602,0.63574,0.62451,0.62256,0.625,0.65479,0.60791,0.67236,0.65576,0.66455,0.58545,0.60449,0.58887,0.59961,0.58936,0.58496,0.58301,0.5835,0.59814,0.59717,0.59766,0.58252,0.59473,0.59619,0.61182,0.60596,0.59326,0.5835,0.59766,0.58643,0.0
-inf,0.22913,0.0014,0.47412,1.0,0.0020008,0.00043011,0.12097,0.43652,0.3147,0.26611,0.21472,0.18945,0.16772,0.15051,0.14331,0.12622,0.10956,0.10016,0.096436,0.088989,0.088379,0.079834,0.062744,0.054474,0.051239,0.046875,0.43091,0.30957,0.26416,0.21252,0.18701,0.16553,0.14856,0.14709,0.1272,0.11646,0.10193,0.10492,0.098755,0.10657,-49.875,-49.875,-49.875,-49.875,-57.0,0.45679,0.33716,0.2959,0.24634,0.23645,0.20874,0.19958,0.19739,0.17688,0.15283,0.1344,0.13391,0.12756,0.14246,-57.0,-57.0,-57.0,-57.0,-57.0,0.45703,0.35962,0.33081,0.28271,0.28052,0.24341,0.24231,0.24902,0.23657,0.19177,0.17322,0.16492,0.15955,0.18188,-49.844,-49.844,-51.156,-57.0,-57.0,0.46533,0.33594,0.29224,0.23572,0.2085,0.18579,0.16846,0.16882,0.15491,0.14136,0.11896,0.12433,0.11768,0.1261,-49.844,-49.875,-49.875,-49.875,-57.0,1.0
-8.8984,0.14868,1.4007e-05,0.82813,0.79639,0.0020008,4.2915e-06,0.82373,0.56689,0.5708,0.5752,0.57617,0.5752,0.57568,0.57666,0.58301,0.58936,0.58496,0.58301,0.58643,0.58984,0.59619,0.60449,0.60107,0.60352,0.60889,0.61328,0.57422,0.58545,0.60156,0.60693,0.60205,0.60107,0.60205,0.61963,0.62891,0.63281,0.63232,0.64404,0.66113,0.69775,0.74512,0.75439,0.78369,0.82813,0.86279,0.61621,0.63721,0.6665,0.67773,0.69189,0.68652,0.69873,0.71924,0.73193,0.72803,0.72852,0.73926,0.75879,0.80273,0.81299,0.86816,0.87109,0.91895,0.91406,0.6123,0.65527,0.69873,0.71387,0.73877,0.72607,0.74854,0.78076,0.80469,0.78369,0.78662,0.7915,0.81348,0.86816,0.85498,0.96729,0.98242,1.0322,0.99121,0.62598,0.63623,0.66309,0.66797,0.66309,0.66162,0.66357,0.68457,0.70215,0.70703,0.70166,0.71729,0.73535,0.77197,0.80127,0.81348,0.82568,0.86279,0.87988,2.0
-4.6797,0.085388,1.4007e-05,1.0,0.63623,2.0027e-05,4.2915e-06,0.20569,0.56104,0.55811,0.55957,0.55664,0.55518,0.5542,0.5542,0.55713,0.55518,0.55176,0.55029,0.55176,0.55127,0.55518,0.55518,0.55078,0.54834,0.54932,0.54785,0.56348,0.55615,0.56299,0.55908,0.55615,0.55518,0.55469,0.56738,0.56201,0.56494,0.55859,0.56787,0.57129,0.58838,0.58789,0.58252,0.57764,0.59277,0.5874,0.60156,0.60205,0.62158,0.62402,0.64453,0.64307,0.65771,0.67676,0.67773,0.67529,0.66943,0.67969,0.68701,0.71729,0.70508,0.74609,0.74609,0.77686,0.75098,0.59863,0.62695,0.66504,0.67578,0.71094,0.70605,0.73486,0.77002,0.78809,0.7749,0.77393,0.78174,0.79541,0.83936,0.80664,0.91846,0.93311,0.97803,0.91895,0.60986,0.60303,0.61963,0.61475,0.61279,0.61279,0.61475,0.63184,0.63574,0.64111,0.62891,0.64307,0.64893,0.66943,0.67139,0.67139,0.66748,0.69189,0.68994,0.0
-26864.0,0.21252,0.0014,0.40479,1.0,0.0020008,0.00043011,0.27856,0.43652,0.31665,0.2688,0.21777,0.19153,0.16907,0.15149,0.1449,0.12927,0.1123,0.10284,0.09906,0.092163,0.092407,0.083923,0.067322,0.058838,0.055725,0.051239,0.43115,0.31201,0.26782,0.21692,0.19019,0.16772,0.15027,0.14929,0.13196,0.12067,0.10693,0.1098,0.10529,0.11517,0.10547,0.082031,0.067505,0.074768,-57.0,0.45728,0.34033,0.30054,0.25171,0.24072,0.21191,0.20215,0.20068,0.18286,0.1582,0.14099,0.14014,0.13562,0.15295,0.12708,0.1322,0.11041,0.11926,-57.0,0.45752,0.36304,0.33545,0.28809,0.28491,0.24683,0.24524,0.25269,0.2428,0.19739,0.18005,0.17151,0.16785,0.1925,0.1405,0.19165,-4.1211,-28.422,-57.0,0.46582,0.33887,0.29639,0.2406,0.21204,0.18835,0.17053,0.17151,0.16016,0.14612,0.12476,0.13,0.12512,0.13562,0.12512,0.10065,0.084412,0.095032,-57.0,1.0
-24.188,0.08197,0.0014,0.63867,0.94092,0.0020008,0.00043011,0.64502,0.41064,0.28418,0.23669,0.18799,0.16016,0.13794,0.12177,0.1189,0.11139,0.09436,0.086975,0.084656,0.081909,0.084778,0.094666,0.068237,0.061249,0.059662,0.056763,0.40503,0.28076,0.23743,0.19019,0.16138,0.13855,0.12213,0.12512,0.11731,0.10773,0.098022,0.10236,0.10577,0.12573,0.14807,0.10303,0.08551,0.096741,0.083984,0.43213,0.31128,0.27295,0.22791,0.21545,0.18628,0.17786,0.18054,0.17334,0.15002,0.13794,0.13794,0.14026,0.16602,0.15112,0.15759,0.13196,0.14514,0.10938,0.43262,0.33545,0.3103,0.26733,0.26343,0.2251,0.2251,0.23706,0.23804,0.19397,0.18188,0.17395,0.17627,0.20911,0.16724,0.22083,0.19604,0.20239,0.12317,0.4397,0.30762,0.26636,0.21423,0.18359,0.15942,0.14258,0.14758,0.14648,0.1344,0.1181,0.12433,0.12683,0.14514,0.14551,0.12244,0.10321,0.11774,0.10852,2.0
