like1,parPartSOM_Fast_to_SOM_Slow_soil,parSOM_FastDecCoeffStandard_soil,parPartSMB_Fast_to_SOM_Fast_soil,parPartSMB_Slow_to_SOM_Fast_soil,parAOM_SlowDecCoeffStandard_fert,parSOM_SlowDecCoeffStandard_soil,parAOM_SlowUtilizationEfficiency_,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,simulation_85,simulation_86,simulation_87,simulation_88,simulation_89,simulation_90,simulation_91,simulation_92,simulation_93,simulation_94,chain
-1.3525,0.31885,0.00016832,0.375,0.70166,0.00026298,3.7313e-05,0.43921,0.55273,0.53271,0.5249,0.51025,0.50146,0.49268,0.4856,0.48511,0.47729,0.46533,0.45874,0.4563,0.45166,0.45313,0.44434,0.42358,0.40991,0.40063,0.38867,0.55518,0.53125,0.5293,0.51367,0.50244,0.49292,0.4856,0.49292,0.4834,0.47729,0.46655,0.47119,0.46997,0.48267,0.47534,0.45142,0.43286,0.43701,0.41943,0.59082,0.57422,0.58252,0.57129,0.58008,0.56787,0.57227,0.58252,0.57617,0.55957,0.54688,0.54834,0.54736,0.56934,0.5459,0.55566,0.53271,0.54102,0.49512,0.58789,0.59717,0.62109,0.61523,0.63672,0.61768,0.63281,0.65576,0.66211,0.62891,0.61768,0.6123,0.61279,0.64355,0.59375,0.65771,0.6377,0.64551,0.55518,0.60059,0.5752,0.58057,0.56201,0.55029,0.54102,0.53418,0.54443,0.54248,0.53613,0.51855,0.52588,0.5249,0.53857,0.53174,0.50684,0.48608,0.49365,0.47656,1.0
-2.1699,0.42261,0.00012708,0.51367,0.58496,0.00014555,2.8074e-05,0.54297,0.55811,0.5459,0.54297,0.5332,0.52637,0.52051,0.51611,0.51758,0.51367,0.50391,0.49902,0.49805,0.49585,0.49902,0.50049,0.47852,0.46851,0.46265,0.4541,0.5625,0.54785,0.55127,0.5415,0.53174,0.52441,0.51953,0.52979,0.5249,0.521,0.5127,0.51904,0.52295,0.54102,0.54785,0.51953,0.50488,0.51563,0.50146,0.59961,0.59375,0.6084,0.604,0.61572,0.60693,0.61475,0.62891,0.62891,0.6167,0.60791,0.6123,0.61621,0.64404,0.62842,0.64941,0.63281,0.65039,0.61279,0.59717,0.61719,0.64893,0.65088,0.67578,0.66162,0.68164,0.70996,0.72363,0.69727,0.69092,0.68994,0.69727,0.73535,0.69531,0.77539,0.76611,0.78662,0.70703,0.60986,0.59424,0.60596,0.59424,0.58447,0.57813,0.57422,0.58789,0.59131,0.58789,0.57373,0.5835,0.58691,0.60547,0.60547,0.58984,0.57373,0.58887,0.57861,2.0
-1.4639,0.32275,0.00011188,0.70752,0.60986,0.00030375,3.8266e-05,0.38818,0.5542,0.5376,0.53174,0.51855,0.51074,0.50293,0.49658,0.49634,0.48926,0.47852,0.47217,0.47021,0.46582,0.46729,0.45947,0.44043,0.42749,0.41846,0.40723,0.55713,0.53711,0.53711,0.52393,0.51318,0.50488,0.49854,0.50635,0.4978,0.49268,0.48267,0.48779,0.4873,0.50049,0.49487,0.47412,0.45703,0.46191,0.44629,0.59326,0.58154,0.5918,0.5835,0.59375,0.58252,0.58789,0.59912,0.59424,0.5791,0.56738,0.56934,0.56982,0.59277,0.57178,0.58594,0.56543,0.57568,0.53271,0.59033,0.60449,0.63086,0.62793,0.65088,0.6333,0.65039,0.67432,0.68213,0.65088,0.64111,0.63672,0.63818,0.6709,0.62402,0.69336,0.67676,0.68799,0.60107,0.60254,0.58203,0.58936,0.57373,0.56299,0.55469,0.54883,0.56006,0.55908,0.5542,0.5376,0.54541,0.54492,0.56006,0.55518,0.53369,0.51514,0.52441,0.50977,0.0
-2.0,0.24841,0.00013268,0.75635,0.76172,0.00016201,2.2709e-05,0.42407,0.55615,0.54248,0.53809,0.52783,0.52051,0.51416,0.50928,0.50977,0.50439,0.49512,0.48999,0.48877,0.48584,0.48828,0.48291,0.46777,0.45776,0.45166,0.44336,0.55957,0.54395,0.5459,0.53516,0.52588,0.51904,0.51318,0.52246,0.51611,0.5127,0.50391,0.51025,0.51221,0.52832,0.52588,0.50977,0.49536,0.50439,0.49146,0.59619,0.58984,0.60352,0.59863,0.61084,0.60205,0.60938,0.62256,0.62158,0.60938,0.6001,0.604,0.60742,0.63428,0.61816,0.64063,0.62451,0.64063,0.60303,0.59326,0.61328,0.64404,0.646,0.67188,0.65771,0.67773,0.70508,0.71777,0.69189,0.68506,0.68408,0.69043,0.72754,0.68701,0.76807,0.75928,0.77881,0.69873,0.60596,0.58984,0.60059,0.58838,0.5791,0.57227,0.56787,0.58057,0.58252,0.57959,0.56494,0.57471,0.57715,0.59473,0.59424,0.57959,0.56445,0.57813,0.56787,1.0
-1.4434,0.17346,0.00016749,0.74707,0.81152,0.00026488,3.1829e-05,0.22424,0.54785,0.52295,0.5127,0.49512,0.48486,0.4751,0.4668,0.4646,0.45435,0.44165,0.43408,0.43115,0.42456,0.42432,0.41479,0.39233,0.37769,0.36694,0.35449,0.54785,0.51953,0.51367,0.49487,0.4834,0.47339,0.46484,0.46997,0.45728,0.45044,0.43823,0.44214,0.43823,0.44775,0.43799,0.41187,0.39331,0.39355,0.37573,0.5835,0.56104,0.56543,0.55127,0.56055,0.54785,0.55176,0.56006,0.55029,0.53369,0.51904,0.52002,0.5166,0.53467,0.5083,0.5166,0.49365,0.49902,0.45117,0.58154,0.58496,0.60547,0.59717,0.61914,0.60059,0.61572,0.63672,0.64014,0.60742,0.59473,0.58887,0.58691,0.61475,0.56201,0.62549,0.60498,0.61084,0.51855,0.59277,0.56201,0.56299,0.54199,0.53027,0.52002,0.5127,0.52051,0.51514,0.5083,0.48926,0.49609,0.49219,0.50293,0.49243,0.46582,0.44482,0.44946,0.43066,2.0
-1.3906,0.21606,0.00016582,0.57324,0.84326,0.00016427,4.2379e-05,0.4248,0.5498,0.52637,0.5166,0.5,0.48901,0.47876,0.47021,0.46851,0.45972,0.44653,0.43872,0.43555,0.42993,0.43091,0.42139,0.39868,0.38354,0.3728,0.36011,0.55225,0.52588,0.52246,0.50488,0.49219,0.4812,0.47217,0.47803,0.46826,0.46069,0.44946,0.45313,0.45142,0.46387,0.45703,0.43262,0.41309,0.41577,0.39844,0.5874,0.57031,0.57715,0.56543,0.57373,0.56055,0.56396,0.57373,0.56836,0.55176,0.53906,0.54053,0.54004,0.5625,0.54102,0.55322,0.53076,0.54004,0.49561,0.58496,0.59424,0.61816,0.61279,0.63428,0.61572,0.63135,0.65479,0.66309,0.63184,0.62207,0.61816,0.62012,0.65283,0.60645,0.67627,0.65967,0.67188,0.58447,0.59717,0.57031,0.57422,0.55469,0.54199,0.53125,0.52295,0.53223,0.53027,0.52295,0.50537,0.51221,0.51074,0.5249,0.51904,0.49463,0.47339,0.48047,0.46436,0.0
-1.5215,0.36206,0.00015175,0.59424,0.60254,0.00019681,2.9922e-05,0.34033,0.5542,0.53809,0.53223,0.52002,0.5127,0.50586,0.50049,0.5,0.49316,0.4834,0.47754,0.47607,0.47168,0.47339,0.46606,0.44873,0.43701,0.4292,0.41895,0.55664,0.53613,0.53564,0.52246,0.51318,0.50537,0.49976,0.50781,0.49878,0.49438,0.48462,0.48999,0.48901,0.50195,0.49536,0.47461,0.4585,0.46313,0.448,0.59277,0.57959,0.58984,0.58154,0.59326,0.5835,0.59033,0.60205,0.59717,0.5835,0.57178,0.57471,0.57471,0.59766,0.57568,0.59033,0.5708,0.58203,0.53809,0.58984,0.60352,0.62988,0.62793,0.65234,0.63672,0.65527,0.68066,0.68896,0.66016,0.65088,0.64795,0.65039,0.68262,0.63525,0.70703,0.69189,0.70459,0.61816,0.60156,0.58057,0.58789,0.57227,0.56299,0.55566,0.55078,0.56201,0.56104,0.55713,0.54053,0.54883,0.54883,0.56299,0.55713,0.53613,0.51807,0.52734,0.51221,1.0
-1.5615,0.29272,0.00014305,0.47144,0.65625,0.00017822,5.9187e-05,0.30029,0.54834,0.52197,0.51074,0.49219,0.4812,0.47046,0.46118,0.4585,0.44775,0.43359,0.42505,0.42139,0.41382,0.41333,0.40161,0.37549,0.35815,0.34497,0.32959,0.54883,0.51855,0.51221,0.49219,0.47925,0.46826,0.45898,0.46362,0.45044,0.44189,0.4292,0.43237,0.42749,0.43628,0.42456,0.39453,0.3728,0.37085,0.35034,0.58398,0.56055,0.56396,0.54883,0.55664,0.54346,0.54639,0.55469,0.54492,0.52734,0.5127,0.51318,0.50928,0.52686,0.49927,0.50439,0.479,0.48315,0.43335,0.58203,0.58447,0.60449,0.5957,0.6167,0.59717,0.6123,0.63379,0.63818,0.60498,0.59229,0.58691,0.58545,0.61377,0.56055,0.62256,0.60107,0.60693,0.51416,0.59326,0.56152,0.56201,0.53906,0.52637,0.51514,0.50684,0.51465,0.50928,0.50049,0.48096,0.48706,0.48267,0.49268,0.48071,0.44995,0.42603,0.42847,0.40723,2.0
-1.4053,0.43066,0.00017548,0.49414,0.76221,0.0001992,5.0485e-05,0.44336,0.55273,0.5332,0.52588,0.51123,0.50195,0.49316,0.48584,0.48511,0.47729,0.46533,0.45825,0.45581,0.45093,0.45215,0.4436,0.42236,0.40796,0.39795,0.3855,0.55566,0.53271,0.53125,0.51611,0.50488,0.49512,0.48755,0.49463,0.48584,0.47925,0.46875,0.47339,0.47241,0.4856,0.47925,0.45605,0.43726,0.44141,0.42407,0.59131,0.57715,0.58594,0.57617,0.58545,0.57373,0.57813,0.58887,0.58398,0.56836,0.55615,0.55811,0.55811,0.58105,0.55957,0.57227,0.55029,0.56006,0.51563,0.58887,0.60059,0.62598,0.62207,0.64453,0.62646,0.64307,0.66699,0.67529,0.64404,0.63428,0.63037,0.63232,0.66504,0.61816,0.6875,0.67041,0.68164,0.59375,0.60107,0.57715,0.5835,0.56592,0.5542,0.54492,0.53857,0.54883,0.54736,0.5415,0.52441,0.53174,0.53125,0.54541,0.54004,0.5166,0.49658,0.50439,0.48853,0.0
-1.4326,0.25098,0.00021136,0.7417,0.5376,0.00015724,4.226e-05,0.42773,0.54834,0.52197,0.51074,0.49219,0.48022,0.46899,0.45972,0.45776,0.44873,0.43481,0.42676,0.42334,0.41772,0.41846,0.40918,0.38574,0.37061,0.36011,0.34766,0.55029,0.52148,0.51611,0.49658,0.48242,0.47021,0.46045,0.46582,0.45581,0.44727,0.43604,0.43921,0.43726,0.44946,0.44238,0.41626,0.39575,0.39844,0.38062,0.58545,0.56543,0.57031,0.55664,0.56348,0.54932,0.55225,0.56152,0.55615,0.53857,0.52637,0.52734,0.52686,0.54883,0.52734,0.5376,0.51416,0.52344,0.479,0.5835,0.58984,0.61182,0.60498,0.62549,0.60645,0.62158,0.64502,0.65381,0.62207,0.61279,0.6084,0.61035,0.64307,0.59668,0.66553,0.64893,0.66113,0.57373,0.5957,0.56543,0.56738,0.5459,0.53125,0.51953,0.51074,0.51953,0.51758,0.50928,0.49146,0.49805,0.49658,0.51025,0.50391,0.47778,0.45557,0.46265,0.44604,1.0
-1.3643,0.22278,0.00011694,0.64258,0.84424,0.00033665,3.2783e-05,0.30054,0.55273,0.53418,0.52734,0.51416,0.50586,0.49805,0.49146,0.49048,0.48267,0.47168,0.46533,0.46313,0.45776,0.45874,0.45044,0.43091,0.41797,0.40845,0.39673,0.5542,0.53223,0.53076,0.5166,0.50684,0.49829,0.4917,0.49878,0.48853,0.4834,0.4729,0.47778,0.47607,0.48804,0.48071,0.45874,0.44165,0.44458,0.42847,0.59033,0.5752,0.58398,0.57422,0.58447,0.57324,0.57861,0.58838,0.58154,0.56592,0.55273,0.55469,0.55322,0.57373,0.55078,0.56299,0.5415,0.5498,0.50488,0.5874,0.59814,0.62256,0.61768,0.64063,0.62256,0.63867,0.66113,0.66602,0.63379,0.62207,0.61719,0.6167,0.64648,0.59668,0.66309,0.64453,0.65234,0.56299,0.59912,0.57617,0.58203,0.56494,0.55469,0.54639,0.54053,0.55029,0.54785,0.54248,0.5249,0.53271,0.53125,0.54395,0.53711,0.51416,0.49536,0.50293,0.48682,2.0
-2.1836,0.39551,0.00016558,0.80322,0.52881,0.00017679,2.5928e-05,0.48364,0.55762,0.54492,0.5415,0.53174,0.5249,0.51855,0.51416,0.51563,0.51123,0.50195,0.49683,0.49609,0.49365,0.49683,0.49414,0.47754,0.46802,0.46265,0.45483,0.56152,0.54736,0.55029,0.54053,0.53076,0.52393,0.51855,0.52832,0.52344,0.52002,0.51172,0.51807,0.52148,0.53955,0.54297,0.521,0.50635,0.51709,0.50391,0.59814,0.59375,0.6084,0.60449,0.61621,0.60693,0.61475,0.62891,0.62891,0.6167,0.6084,0.6123,0.6167,0.64453,0.62988,0.65186,0.63574,0.65332,0.6167,0.5957,0.61719,0.64893,0.65186,0.67725,0.6626,0.68311,0.71094,0.7251,0.69873,0.69287,0.69189,0.69922,0.7373,0.69775,0.7793,0.77051,0.79102,0.71191,0.60889,0.59375,0.60547,0.59375,0.58447,0.57764,0.57373,0.58691,0.59033,0.5874,0.57324,0.58301,0.58643,0.60547,0.60645,0.59131,0.57617,0.59131,0.58203,0.0
-1.3945,0.23853,0.00017905,0.69971,0.71631,0.00024581,4.518e-05,0.41797,0.54932,0.52441,0.51416,0.49609,0.48462,0.47388,0.46484,0.46289,0.45386,0.44019,0.43213,0.42896,0.42285,0.42358,0.41406,0.39087,0.37549,0.3645,0.35132,0.55127,0.52393,0.51953,0.50146,0.48779,0.47632,0.4668,0.47217,0.46216,0.4541,0.44263,0.44604,0.44409,0.4563,0.44946,0.42407,0.40405,0.40649,0.38892,0.58643,0.56787,0.57373,0.56055,0.56787,0.55371,0.55664,0.56543,0.55908,0.54102,0.52832,0.52881,0.52734,0.54932,0.52734,0.53662,0.51318,0.521,0.47559,0.58398,0.5918,0.61377,0.60693,0.62744,0.60693,0.62158,0.64355,0.65088,0.61719,0.60645,0.60059,0.60107,0.63232,0.58447,0.65039,0.63086,0.63965,0.55029,0.59619,0.56787,0.5708,0.55029,0.53613,0.5249,0.51611,0.52441,0.52246,0.51416,0.49634,0.50244,0.50098,0.51416,0.50781,0.48218,0.46021,0.46655,0.44995,1.0
-1.5313,0.23523,0.00012064,0.63916,0.63965,0.00022423,2.7835e-05,0.42627,0.55469,0.5376,0.53174,0.51904,0.51074,0.50342,0.49683,0.49683,0.49023,0.47949,0.47339,0.47144,0.46729,0.46924,0.46216,0.4436,0.43115,0.4231,0.4126,0.55762,0.53809,0.5376,0.52441,0.51416,0.50537,0.49902,0.50684,0.49927,0.4939,0.48438,0.4895,0.48975,0.50391,0.49878,0.47827,0.46143,0.46753,0.45215,0.59375,0.58252,0.59326,0.58545,0.5957,0.58447,0.59033,0.60205,0.59863,0.58398,0.57275,0.5752,0.57617,0.6001,0.58057,0.5957,0.57568,0.58789,0.54541,0.59082,0.60596,0.6333,0.63135,0.6543,0.6377,0.65527,0.68018,0.68994,0.65967,0.65088,0.64746,0.65039,0.68408,0.63916,0.71094,0.6958,0.70898,0.62354,0.60352,0.58301,0.59082,0.5752,0.56445,0.55615,0.55078,0.56201,0.56201,0.55713,0.54102,0.54883,0.54932,0.56494,0.56152,0.54053,0.52246,0.53271,0.51904,2.0
-1.5117,0.26904,0.00014555,0.39917,0.78662,0.00025678,4.8041e-05,0.25269,0.54883,0.52441,0.51416,0.49658,0.48657,0.47681,0.46851,0.46606,0.45557,0.44263,0.43481,0.4314,0.42432,0.42383,0.41309,0.38867,0.37231,0.36011,0.3457,0.54883,0.52002,0.51416,0.49536,0.48364,0.47363,0.46533,0.47046,0.45703,0.44971,0.43726,0.44092,0.43628,0.44507,0.43335,0.40454,0.38428,0.38306,0.36304,0.58447,0.56104,0.56494,0.55029,0.55908,0.54639,0.54932,0.55762,0.54688,0.5293,0.51416,0.51465,0.51025,0.52734,0.49854,0.50342,0.47852,0.48145,0.43115,0.58203,0.58447,0.604,0.59473,0.61572,0.59619,0.61084,0.63135,0.6333,0.59912,0.58545,0.5791,0.57617,0.60254,0.54736,0.60645,0.58301,0.58594,0.49121,0.59326,0.56201,0.56348,0.5415,0.5293,0.51953,0.51172,0.52002,0.51367,0.50586,0.48633,0.49292,0.48828,0.4978,0.48535,0.45557,0.43262,0.4353,0.41406,0.0
-1.4805,0.21899,0.00018907,0.63867,0.5498,0.00015104,4.375e-05,0.46289,0.54834,0.52051,0.50879,0.48901,0.47656,0.4646,0.45483,0.45288,0.44336,0.42847,0.41992,0.41626,0.4104,0.41089,0.40186,0.37622,0.36011,0.34863,0.33545,0.55029,0.52002,0.51416,0.49365,0.47876,0.46606,0.45557,0.46069,0.45044,0.44116,0.42944,0.43237,0.43018,0.44214,0.43457,0.40674,0.38525,0.38745,0.36865,0.58545,0.56396,0.56787,0.55322,0.55908,0.54443,0.54688,0.55566,0.55029,0.53174,0.51904,0.51953,0.51855,0.54053,0.51807,0.52686,0.50293,0.51172,0.46631,0.58301,0.58789,0.60938,0.60156,0.62109,0.60107,0.61572,0.63867,0.64746,0.61475,0.60498,0.6001,0.60205,0.63428,0.58691,0.65479,0.63721,0.64893,0.56104,0.59521,0.56396,0.56494,0.54248,0.52734,0.51465,0.50537,0.51367,0.51123,0.50244,0.48438,0.49023,0.48853,0.50146,0.49512,0.46729,0.44434,0.45044,0.43335,1.0
-2.2773,0.34497,0.00015724,0.41455,0.63281,0.00013995,2.3663e-05,0.66602,0.55859,0.5459,0.54297,0.5332,0.52637,0.52002,0.51563,0.51758,0.51465,0.50391,0.49878,0.49829,0.49634,0.49976,0.51123,0.48096,0.47119,0.46582,0.45801,0.56348,0.55029,0.5542,0.54443,0.53369,0.52588,0.52051,0.53125,0.52783,0.52393,0.51611,0.52246,0.52734,0.54834,0.57275,0.5293,0.51465,0.52539,0.51074,0.60156,0.59668,0.6123,0.60791,0.61865,0.60889,0.61621,0.63086,0.63232,0.61914,0.61133,0.61523,0.62109,0.6499,0.63672,0.65771,0.64014,0.65918,0.62305,0.59863,0.61963,0.65186,0.6543,0.67822,0.6626,0.68213,0.71094,0.72607,0.69873,0.69336,0.69238,0.70068,0.74023,0.70215,0.78174,0.77197,0.79346,0.71533,0.61182,0.59668,0.60938,0.59766,0.5874,0.57959,0.57568,0.58984,0.59424,0.59082,0.57764,0.58691,0.5918,0.61182,0.61328,0.59863,0.58252,0.59863,0.58936,2.0
-1.4014,0.18115,0.00010788,0.55322,0.71338,0.00018239,4.4882e-05,0.32739,0.55078,0.52832,0.51904,0.50293,0.49292,0.48315,0.4751,0.47314,0.46387,0.45093,0.44312,0.44019,0.43359,0.43359,0.42334,0.39966,0.38379,0.37207,0.35791,0.55176,0.52588,0.52197,0.50439,0.49292,0.48291,0.47461,0.48022,0.46875,0.46143,0.44971,0.45361,0.4502,0.46069,0.45117,0.42456,0.40454,0.40479,0.38599,0.58789,0.56885,0.5752,0.56299,0.57227,0.55957,0.56396,0.57324,0.56592,0.54932,0.53613,0.5376,0.53516,0.55518,0.52979,0.53906,0.51611,0.52246,0.47534,0.58545,0.59277,0.61572,0.60986,0.63184,0.61377,0.63037,0.65332,0.65918,0.62744,0.6167,0.6123,0.6123,0.64258,0.59229,0.65869,0.63965,0.64893,0.55859,0.59668,0.56934,0.57275,0.55322,0.54102,0.53125,0.52393,0.5332,0.5293,0.52246,0.50391,0.51074,0.50781,0.51953,0.51025,0.4834,0.46167,0.46631,0.44751,0.0
-1.3896,0.31689,0.00015843,0.6084,0.38599,0.00019574,3.8981e-05,0.49658,0.55273,0.53174,0.52295,0.50732,0.49707,0.48755,0.47949,0.479,0.47144,0.45825,0.45093,0.44824,0.4436,0.44507,0.43921,0.41406,0.39941,0.3894,0.3772,0.55566,0.53174,0.52881,0.51221,0.49902,0.48853,0.48022,0.48706,0.47876,0.47095,0.46045,0.46436,0.46411,0.47778,0.47192,0.44482,0.42456,0.4292,0.41113,0.59131,0.57568,0.5835,0.57178,0.57959,0.56641,0.5708,0.58154,0.57715,0.56006,0.54834,0.5498,0.5498,0.57275,0.55176,0.56152,0.53809,0.54785,0.50391,0.58887,0.59912,0.62402,0.61865,0.63965,0.62109,0.63721,0.66162,0.6709,0.63867,0.62939,0.625,0.62744,0.66064,0.61377,0.68115,0.66309,0.6748,0.5874,0.60156,0.57617,0.58057,0.56201,0.54834,0.53809,0.53076,0.54053,0.54004,0.53271,0.51611,0.52295,0.52246,0.53662,0.53125,0.50537,0.4834,0.49146,0.4751,1.0
-1.7607,0.25488,0.0002625,0.46997,0.80127,0.0002594,5.5194e-05,0.40918,0.54443,0.5127,0.49902,0.47778,0.4646,0.45215,0.44165,0.43896,0.42822,0.41309,0.40454,0.40039,0.39355,0.3938,0.38257,0.35742,0.34082,0.32886,0.31494,0.54541,0.51074,0.50293,0.48047,0.46533,0.45239,0.44165,0.4458,0.43359,0.42407,0.41162,0.41431,0.41064,0.42114,0.41162,0.3833,0.36157,0.36206,0.34277,0.58008,0.55322,0.5542,0.53711,0.54199,0.52588,0.52686,0.53369,0.5249,0.50488,0.49048,0.48999,0.48657,0.50586,0.48047,0.48511,0.45874,0.46338,0.41504,0.57764,0.57666,0.59424,0.58203,0.6001,0.57764,0.58936,0.60938,0.61279,0.57666,0.56348,0.55664,0.55469,0.58301,0.53125,0.59033,0.56641,0.5708,0.47803,0.58984,0.55322,0.55176,0.52686,0.51123,0.4978,0.48779,0.49463,0.48999,0.47998,0.46069,0.46606,0.46265,0.47388,0.4646,0.43457,0.41064,0.41479,0.39526,2.0
-1.7559,0.37158,0.00016201,0.76807,0.56982,0.00023961,3.8087e-05,0.5791,0.55566,0.53955,0.53418,0.52197,0.5127,0.50439,0.4978,0.49878,0.49414,0.48169,0.47534,0.47363,0.47046,0.47314,0.48071,0.44873,0.43652,0.42847,0.41846,0.56006,0.54395,0.54492,0.5332,0.521,0.51123,0.50439,0.5127,0.5083,0.50244,0.49365,0.49878,0.50195,0.521,0.53564,0.49902,0.48193,0.49072,0.47559,0.59717,0.59033,0.60303,0.59668,0.60547,0.59375,0.59912,0.61182,0.61182,0.59668,0.5874,0.58984,0.59326,0.62061,0.60645,0.62451,0.60449,0.62012,0.58203,0.59473,0.61377,0.64307,0.64307,0.66553,0.64795,0.66553,0.69141,0.70459,0.6748,0.66797,0.66455,0.67041,0.70752,0.66797,0.74365,0.73047,0.74756,0.6665,0.60791,0.59033,0.59961,0.58594,0.57373,0.56445,0.55811,0.56982,0.57324,0.56787,0.55322,0.56104,0.56445,0.58301,0.58398,0.56592,0.54785,0.56055,0.55029,0.0
-2.0938,0.25073,5.275e-05,0.47363,0.96436,0.00015533,4.4882e-05,0.3374,0.55713,0.54639,0.54346,0.53467,0.5293,0.52441,0.52051,0.52148,0.51611,0.5083,0.50391,0.50342,0.5,0.50195,0.49658,0.48267,0.4729,0.4668,0.45801,0.56006,0.54541,0.54785,0.53857,0.53174,0.52637,0.52246,0.53223,0.5249,0.52246,0.51416,0.52051,0.52148,0.53613,0.53174,0.5166,0.50391,0.51123,0.49902,0.59668,0.58984,0.604,0.6001,0.61426,0.60693,0.61621,0.62988,0.62646,0.61621,0.60596,0.61084,0.61328,0.63818,0.61963,0.6416,0.62695,0.64258,0.60303,0.59375,0.61328,0.64404,0.646,0.67334,0.66064,0.68164,0.70898,0.71973,0.69434,0.68701,0.68652,0.69141,0.72656,0.68311,0.76367,0.75439,0.77295,0.69189,0.60596,0.59033,0.60205,0.59033,0.5835,0.5791,0.57617,0.58936,0.58984,0.58887,0.57324,0.58398,0.58545,0.60205,0.59863,0.58447,0.57031,0.58398,0.57227,1.0
-1.5977,0.21826,0.00011861,0.31567,0.42236,0.00027466,5.7101e-05,0.53906,0.55029,0.52393,0.5127,0.49341,0.48096,0.46924,0.45947,0.45776,0.448,0.43213,0.42334,0.41919,0.41284,0.41333,0.40747,0.37329,0.35474,0.34131,0.32568,0.55322,0.52246,0.51709,0.49634,0.48096,0.46826,0.45801,0.46338,0.45239,0.44214,0.42993,0.43262,0.42969,0.44092,0.43091,0.39722,0.37305,0.37402,0.35181,0.58789,0.56494,0.56836,0.55225,0.55664,0.54102,0.54199,0.55029,0.54248,0.52148,0.50684,0.50586,0.50293,0.52246,0.49561,0.49561,0.4668,0.47095,0.42114,0.58545,0.58789,0.60742,0.59619,0.61328,0.59033,0.60303,0.62354,0.62793,0.58984,0.57715,0.56934,0.56738,0.5957,0.54248,0.59717,0.5708,0.57373,0.47949,0.59863,0.56543,0.56641,0.54248,0.52686,0.51367,0.50439,0.51221,0.50879,0.49805,0.479,0.48389,0.48071,0.49194,0.48145,0.44727,0.4209,0.42432,0.40308,2.0
-1.8818,0.31909,0.00012362,0.71143,0.44702,0.0001936,3.1829e-05,0.60596,0.55664,0.54199,0.53711,0.5249,0.5166,0.50879,0.50244,0.50391,0.49951,0.48706,0.4812,0.47949,0.47656,0.47949,0.48901,0.45581,0.4436,0.43604,0.42627,0.56104,0.5459,0.54785,0.53613,0.52393,0.51465,0.50781,0.51709,0.5127,0.50684,0.49854,0.50391,0.50732,0.52686,0.54443,0.50391,0.48682,0.49609,0.48071,0.59863,0.59229,0.60547,0.59961,0.60889,0.59766,0.60352,0.6167,0.61719,0.60254,0.59375,0.59668,0.60107,0.62842,0.61426,0.63184,0.61279,0.62939,0.59131,0.59619,0.61572,0.646,0.64648,0.66943,0.65283,0.6709,0.69824,0.7124,0.68311,0.67725,0.6748,0.68115,0.71973,0.68018,0.75684,0.74512,0.76416,0.68408,0.60938,0.59229,0.60254,0.58887,0.57715,0.56787,0.5625,0.57471,0.57861,0.57373,0.55908,0.56738,0.57129,0.58984,0.59033,0.57227,0.5542,0.56787,0.55713,0.0
-1.375,0.29883,0.00016153,0.55127,0.85742,0.00023246,4.7266e-05,0.44922,0.55176,0.53076,0.52295,0.50781,0.4978,0.48828,0.48047,0.47949,0.47168,0.45898,0.4519,0.44897,0.44409,0.44531,0.43701,0.41504,0.40063,0.39038,0.37793,0.55469,0.53125,0.5293,0.51367,0.50195,0.4917,0.4834,0.48999,0.4812,0.47437,0.46387,0.46826,0.46729,0.48071,0.4751,0.45215,0.43335,0.4375,0.42041,0.58984,0.57568,0.58447,0.57422,0.58252,0.56982,0.57422,0.58398,0.5791,0.5625,0.55029,0.55225,0.55176,0.57471,0.5542,0.56689,0.54443,0.55371,0.51025,0.5874,0.59912,0.62402,0.61963,0.64111,0.62207,0.6377,0.66113,0.66895,0.63672,0.62695,0.62207,0.62402,0.65625,0.60986,0.67822,0.66064,0.6709,0.5835,0.6001,0.57568,0.58154,0.56348,0.55127,0.5415,0.53418,0.54395,0.54248,0.53613,0.51904,0.52588,0.52539,0.54004,0.53516,0.51221,0.4917,0.49976,0.48438,1.0
