like1,parPartSOM_Fast_to_SOM_Slow_soil,parSOM_FastDecCoeffStandard_soil,parPartSMB_Fast_to_SOM_Fast_soil,parPartSMB_Slow_to_SOM_Fast_soil,parAOM_SlowDecCoeffStandard_fert,parSOM_SlowDecCoeffStandard_soil,parAOM_SlowUtilizationEfficiency_,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,simulation_85,simulation_86,simulation_87,simulation_88,simulation_89,simulation_90,simulation_91,simulation_92,simulation_93,simulation_94,chain
-1.6602,0.14758,0.00010228,0.33838,0.57471,0.00019908,5.9426e-05,0.32617,0.54834,0.52197,0.51074,0.49146,0.47998,0.46899,0.45972,0.45679,0.44556,0.43091,0.42236,0.41846,0.41064,0.40967,0.39722,0.36963,0.35132,0.33716,0.32104,0.54932,0.51807,0.51172,0.49072,0.47754,0.46606,0.45654,0.46118,0.44751,0.43848,0.42529,0.42822,0.42285,0.43115,0.41821,0.38623,0.36328,0.3606,0.33887,0.58447,0.55957,0.5625,0.54639,0.55371,0.53955,0.54199,0.5498,0.53955,0.52051,0.50537,0.50488,0.50049,0.51758,0.48804,0.48999,0.46289,0.46533,0.41382,0.58203,0.58301,0.60254,0.5918,0.61182,0.5918,0.60596,0.62646,0.62939,0.59473,0.58105,0.57471,0.57227,0.59912,0.54395,0.60156,0.57764,0.58105,0.48584,0.59375,0.56055,0.56055,0.53711,0.52344,0.51221,0.50342,0.51074,0.50488,0.49561,0.47534,0.48096,0.47607,0.48535,0.47192,0.43872,0.41333,0.41455,0.3916,2.0
-1.707,0.29468,8.3447e-05,0.33862,0.59277,0.00022674,2.3663e-05,0.43921,0.55713,0.54443,0.54053,0.53076,0.52441,0.51855,0.51416,0.51514,0.50977,0.50049,0.49561,0.49463,0.4917,0.4939,0.48755,0.47168,0.46094,0.45435,0.44507,0.56055,0.54297,0.54492,0.53369,0.5249,0.51855,0.51416,0.52344,0.51611,0.51221,0.50342,0.50928,0.51025,0.5249,0.51904,0.49951,0.48413,0.49194,0.47681,0.59668,0.58691,0.59912,0.59277,0.60449,0.59521,0.60254,0.61572,0.61133,0.59814,0.5874,0.59033,0.5918,0.61572,0.59473,0.60938,0.59033,0.60254,0.56006,0.59375,0.60938,0.63818,0.63672,0.66113,0.64502,0.66406,0.68945,0.69824,0.66895,0.65918,0.65625,0.65918,0.69238,0.64551,0.71533,0.69971,0.7124,0.62598,0.60645,0.58789,0.59766,0.5835,0.57471,0.56836,0.56445,0.57764,0.57764,0.57422,0.55859,0.56738,0.56836,0.58447,0.5791,0.55908,0.54248,0.55371,0.53955,0.0
-1.4756,0.2854,0.00015759,0.65088,0.55273,0.00026846,5.4419e-05,0.40234,0.54932,0.52344,0.51221,0.4939,0.48218,0.47095,0.46143,0.45923,0.44946,0.43506,0.42676,0.42285,0.4165,0.4165,0.40576,0.38062,0.36377,0.35156,0.33716,0.55078,0.52197,0.5166,0.49731,0.4834,0.47144,0.46167,0.4668,0.45581,0.44678,0.43506,0.43799,0.43481,0.44556,0.43677,0.40869,0.38721,0.38794,0.3689,0.58594,0.56494,0.56934,0.55518,0.56152,0.54688,0.54932,0.55762,0.55029,0.53125,0.51709,0.51758,0.51465,0.53467,0.51025,0.51611,0.49072,0.49634,0.44897,0.5835,0.58887,0.60938,0.60107,0.62012,0.59961,0.61328,0.63477,0.64014,0.60498,0.59326,0.58643,0.58594,0.61523,0.56445,0.62598,0.60449,0.61084,0.51904,0.5957,0.56543,0.56689,0.54492,0.53076,0.51904,0.50977,0.51758,0.51465,0.50537,0.48657,0.49243,0.4895,0.50146,0.49292,0.46362,0.44019,0.44458,0.42578,1.0
-1.4238,0.27734,0.00013149,0.67871,0.47437,0.0003016,2.7001e-05,0.37109,0.5542,0.53662,0.53076,0.51758,0.50977,0.50195,0.49585,0.49561,0.48877,0.47803,0.47217,0.47021,0.46582,0.46753,0.45972,0.44165,0.42944,0.42139,0.41089,0.55664,0.53564,0.53467,0.521,0.51074,0.50244,0.49585,0.50391,0.49512,0.48975,0.47998,0.48486,0.48413,0.49731,0.49072,0.46924,0.45239,0.45703,0.44165,0.59229,0.5791,0.58838,0.57959,0.58936,0.57861,0.58398,0.59521,0.58984,0.57471,0.5625,0.56445,0.56445,0.58643,0.56445,0.57715,0.55615,0.56641,0.52246,0.58984,0.60205,0.62793,0.62402,0.64648,0.62939,0.646,0.66992,0.67725,0.64551,0.63525,0.63086,0.63184,0.66357,0.61523,0.68262,0.66504,0.67529,0.5874,0.60205,0.57959,0.58643,0.56982,0.55908,0.55127,0.54541,0.55664,0.55518,0.55029,0.5332,0.5415,0.54102,0.55518,0.54932,0.52686,0.50781,0.51709,0.50195,2.0
-1.4209,0.30273,8.2731e-05,0.5874,0.4397,0.0002085,5.2333e-05,0.38867,0.55371,0.53564,0.52881,0.51465,0.50586,0.4978,0.49097,0.49023,0.48242,0.47046,0.46362,0.46118,0.45605,0.45703,0.44775,0.42603,0.41138,0.40063,0.38745,0.55664,0.53418,0.53271,0.51758,0.50684,0.49756,0.49048,0.4978,0.48828,0.48193,0.47119,0.47559,0.47388,0.48584,0.47754,0.45288,0.43359,0.43628,0.41821,0.59229,0.57764,0.58643,0.57666,0.58643,0.5752,0.58057,0.59131,0.58594,0.57031,0.55762,0.55957,0.55908,0.58057,0.55713,0.56738,0.54541,0.5542,0.5083,0.58984,0.60107,0.62695,0.62256,0.64551,0.62842,0.64551,0.66992,0.67773,0.64697,0.63672,0.63281,0.63428,0.66602,0.61719,0.68457,0.66699,0.67773,0.58887,0.60156,0.57861,0.58447,0.56689,0.55566,0.54688,0.54102,0.55127,0.5498,0.54346,0.52637,0.53369,0.53223,0.5459,0.53857,0.5127,0.49194,0.49878,0.48145,0.0
-1.5186,0.21448,0.00012457,0.37427,0.52441,0.00019121,5.1737e-05,0.44849,0.5498,0.52393,0.5127,0.49438,0.48242,0.47144,0.46191,0.45996,0.44995,0.43506,0.42651,0.42285,0.41626,0.41626,0.40479,0.37817,0.3606,0.34766,0.33252,0.55176,0.52197,0.5166,0.49634,0.48218,0.47046,0.46069,0.46606,0.45435,0.44507,0.43286,0.43579,0.43213,0.44238,0.43188,0.40161,0.37891,0.37915,0.35815,0.58691,0.56445,0.56885,0.55371,0.56006,0.54541,0.54785,0.55664,0.54883,0.52979,0.51563,0.51563,0.5127,0.53223,0.50635,0.51025,0.48364,0.48877,0.4397,0.58447,0.58789,0.60889,0.59961,0.61865,0.59814,0.6123,0.63428,0.63965,0.60498,0.59326,0.5874,0.58643,0.61621,0.56396,0.62451,0.60205,0.6084,0.51611,0.59668,0.56494,0.56641,0.54395,0.5293,0.51758,0.50879,0.51709,0.51318,0.50342,0.48462,0.49048,0.48706,0.49854,0.48804,0.45654,0.43188,0.43555,0.41504,1.0
-1.4814,0.32983,0.0001688,0.52832,0.91016,0.00027466,5.4538e-05,0.2312,0.54834,0.52441,0.51416,0.49683,0.48682,0.47729,0.46899,0.46655,0.45605,0.44336,0.43555,0.43237,0.42529,0.4248,0.41431,0.39014,0.37402,0.36182,0.34766,0.54883,0.52002,0.51465,0.49609,0.48486,0.47485,0.46655,0.47168,0.4585,0.45142,0.43896,0.44287,0.43823,0.44727,0.43628,0.40845,0.38843,0.38745,0.36792,0.58398,0.56152,0.56592,0.55176,0.56104,0.54834,0.55176,0.55957,0.54932,0.53174,0.51709,0.51758,0.51318,0.53076,0.50244,0.50879,0.48438,0.48779,0.43823,0.58154,0.58496,0.60498,0.59668,0.61768,0.59863,0.61328,0.63379,0.63623,0.60205,0.58838,0.58252,0.57959,0.60645,0.55176,0.6123,0.58936,0.59326,0.49902,0.59277,0.5625,0.56396,0.54248,0.53076,0.521,0.51367,0.52148,0.51563,0.5083,0.48853,0.49512,0.49072,0.50049,0.48877,0.46021,0.43799,0.44092,0.42017,2.0
-1.4072,0.33618,0.0001502,0.51855,0.49536,0.00021243,4.226e-05,0.55957,0.55371,0.53369,0.52588,0.51123,0.50098,0.49146,0.48364,0.48364,0.47681,0.46338,0.4563,0.45361,0.44922,0.45117,0.4541,0.42065,0.40601,0.396,0.38379,0.55713,0.53467,0.5332,0.51758,0.50439,0.4939,0.48584,0.49316,0.4856,0.47803,0.46802,0.47217,0.4729,0.48804,0.48999,0.45605,0.43604,0.44165,0.42334,0.59326,0.5791,0.58838,0.57764,0.58545,0.57227,0.57617,0.5874,0.58398,0.56689,0.55518,0.55664,0.55762,0.58154,0.56152,0.57178,0.54834,0.55908,0.51563,0.59131,0.60254,0.62842,0.62354,0.64404,0.625,0.64111,0.66553,0.67529,0.64258,0.6333,0.62891,0.63184,0.66553,0.61963,0.68701,0.66895,0.68066,0.59375,0.604,0.57959,0.58545,0.56787,0.5542,0.54395,0.53662,0.54688,0.54736,0.54004,0.52344,0.53027,0.53076,0.5459,0.5415,0.5166,0.49512,0.50391,0.48853,0.0
-1.7275,0.36719,0.00014734,0.77002,0.48682,0.00019968,2.4974e-05,0.34033,0.55566,0.5415,0.53662,0.52588,0.51953,0.51318,0.5083,0.50879,0.50293,0.49365,0.48853,0.4873,0.48389,0.4856,0.47974,0.46436,0.4541,0.44751,0.43872,0.55811,0.54004,0.54102,0.5293,0.52051,0.51367,0.5083,0.51758,0.50977,0.50586,0.49658,0.50244,0.50293,0.5166,0.51123,0.49316,0.47827,0.48462,0.47119,0.59473,0.58447,0.59619,0.58984,0.60205,0.59326,0.60059,0.61377,0.60986,0.59766,0.58691,0.59033,0.5918,0.61572,0.5957,0.61328,0.5957,0.60938,0.56787,0.5918,0.6084,0.63672,0.63672,0.6626,0.64795,0.66748,0.69385,0.7041,0.67676,0.66797,0.66602,0.66992,0.7041,0.65869,0.73438,0.72168,0.7373,0.65283,0.60352,0.58545,0.59424,0.58008,0.57129,0.56494,0.56104,0.57324,0.57324,0.57031,0.5542,0.56348,0.56445,0.58008,0.57617,0.55762,0.54102,0.55273,0.53955,1.0
-1.4102,0.22388,9.2089e-05,0.55908,0.74072,0.00032282,4.3035e-05,0.41968,0.5542,0.53662,0.53027,0.51709,0.5083,0.50049,0.49365,0.49341,0.48608,0.47461,0.46802,0.46582,0.46118,0.46265,0.45435,0.43408,0.42041,0.41064,0.39868,0.55713,0.53662,0.53613,0.52246,0.51172,0.50293,0.49609,0.50342,0.49512,0.48926,0.47925,0.48389,0.4834,0.49683,0.49072,0.46899,0.45142,0.45605,0.43945,0.59277,0.58057,0.59033,0.58154,0.59131,0.57959,0.58447,0.59473,0.58936,0.57373,0.56152,0.56299,0.56299,0.58545,0.56445,0.57715,0.55518,0.56494,0.52148,0.59033,0.60303,0.62891,0.625,0.64697,0.62842,0.64453,0.66748,0.6748,0.64209,0.63135,0.62598,0.62744,0.65918,0.61133,0.67871,0.66016,0.66992,0.58252,0.60254,0.58105,0.58789,0.57178,0.56055,0.55176,0.5459,0.55615,0.55518,0.54932,0.53271,0.54004,0.53955,0.5542,0.54932,0.52686,0.50732,0.51611,0.50098,2.0
-1.5,0.48267,0.00013351,0.6333,0.47583,0.00018525,3.9876e-05,0.33594,0.5542,0.5376,0.53174,0.51904,0.51123,0.50391,0.49805,0.4978,0.49048,0.47998,0.47388,0.47192,0.46704,0.46826,0.46021,0.44116,0.42822,0.41919,0.40747,0.55615,0.53564,0.53467,0.521,0.51123,0.50342,0.49731,0.50537,0.49561,0.49072,0.48047,0.4856,0.48413,0.49658,0.48877,0.46631,0.44897,0.45239,0.43604,0.59229,0.5791,0.58887,0.58008,0.5918,0.58154,0.58789,0.59961,0.59473,0.58057,0.56885,0.57129,0.57129,0.59326,0.5708,0.58398,0.56396,0.57422,0.52979,0.58984,0.60303,0.62939,0.62695,0.65137,0.63574,0.6543,0.67969,0.68799,0.65918,0.6499,0.64697,0.64941,0.68164,0.63379,0.70508,0.68994,0.70264,0.61523,0.60156,0.58008,0.58691,0.5708,0.56104,0.55322,0.54834,0.55957,0.55811,0.55371,0.53662,0.54492,0.54395,0.55811,0.55127,0.52832,0.50928,0.51758,0.50146,0.0
-1.6934,0.20398,0.00013101,0.61768,0.67578,0.00025511,1.8835e-05,0.44556,0.55566,0.54102,0.53662,0.52539,0.51807,0.51172,0.50635,0.50684,0.50146,0.4917,0.48633,0.48511,0.48193,0.48462,0.479,0.46289,0.45239,0.44629,0.4375,0.55957,0.54199,0.54346,0.53174,0.52197,0.51465,0.50879,0.51807,0.51123,0.50684,0.49829,0.50391,0.50537,0.52148,0.51807,0.49951,0.48438,0.49292,0.479,0.5957,0.58691,0.59912,0.59277,0.60352,0.59375,0.6001,0.6123,0.60986,0.5957,0.58545,0.58838,0.59033,0.61572,0.59766,0.61475,0.59619,0.60986,0.56934,0.59277,0.60986,0.63867,0.6377,0.66162,0.64502,0.66309,0.68848,0.69873,0.66895,0.66064,0.65723,0.66113,0.69531,0.65137,0.72461,0.71045,0.72461,0.64014,0.60547,0.5874,0.59668,0.58301,0.57275,0.56543,0.56055,0.57275,0.57422,0.57031,0.55469,0.56348,0.56543,0.58203,0.57959,0.56201,0.54541,0.55762,0.5459,1.0
-1.4697,0.44653,0.00013852,0.81738,0.75781,0.00026035,4.4048e-05,0.27979,0.55322,0.53662,0.53076,0.51807,0.51025,0.50293,0.49707,0.49634,0.48877,0.47827,0.47217,0.47046,0.46533,0.46631,0.4585,0.4397,0.427,0.41797,0.40649,0.55469,0.53516,0.53418,0.521,0.51172,0.50391,0.49756,0.50488,0.49536,0.49072,0.48047,0.48584,0.48438,0.49658,0.48999,0.46899,0.45288,0.45605,0.44067,0.59131,0.57861,0.58838,0.58008,0.5918,0.58203,0.58789,0.59912,0.59326,0.5791,0.56689,0.56982,0.56934,0.59082,0.56885,0.5835,0.56445,0.57422,0.53027,0.58887,0.60205,0.62842,0.62646,0.65088,0.63477,0.65283,0.67725,0.68457,0.65479,0.64453,0.64111,0.64209,0.67383,0.62598,0.69727,0.68164,0.69336,0.60596,0.6001,0.5791,0.58643,0.5708,0.56104,0.55371,0.54883,0.55908,0.55713,0.55322,0.53613,0.54443,0.54346,0.55713,0.55078,0.52979,0.51172,0.52051,0.50537,2.0
-1.5547,0.12537,0.00016141,0.71387,0.51758,0.00010681,4.0233e-05,0.54932,0.54736,0.51807,0.50488,0.48413,0.46973,0.4563,0.44507,0.44287,0.43384,0.41675,0.40771,0.40332,0.39697,0.39771,0.40137,0.36108,0.34375,0.3313,0.31763,0.55029,0.51953,0.5127,0.49121,0.47412,0.45972,0.448,0.45215,0.44287,0.43188,0.42017,0.42236,0.42114,0.43457,0.43433,0.39795,0.375,0.37793,0.35864,0.58545,0.56396,0.56787,0.55225,0.55664,0.54053,0.54199,0.55078,0.54688,0.52734,0.51514,0.51563,0.51563,0.53906,0.51953,0.52881,0.50488,0.51514,0.47241,0.5835,0.58887,0.61035,0.60205,0.62109,0.6001,0.61426,0.6377,0.64844,0.61572,0.60742,0.60352,0.60693,0.6416,0.59814,0.66943,0.65479,0.66992,0.58643,0.59619,0.56396,0.56445,0.54102,0.52393,0.50977,0.49902,0.50684,0.50537,0.49512,0.47754,0.48291,0.48169,0.49585,0.49121,0.46338,0.43945,0.44629,0.43042,0.0
-1.5479,0.25806,7.9215e-05,0.56934,0.40918,0.00019693,2.7597e-05,0.35205,0.55518,0.54004,0.53467,0.52295,0.51611,0.50928,0.50391,0.50391,0.49707,0.48706,0.48145,0.47974,0.47534,0.47705,0.46924,0.45117,0.43896,0.43066,0.41968,0.55762,0.53809,0.5376,0.5249,0.51563,0.5083,0.50244,0.51074,0.50195,0.49731,0.4873,0.49268,0.4917,0.50439,0.49683,0.47485,0.45825,0.46265,0.44653,0.59375,0.58154,0.5918,0.58398,0.59521,0.58545,0.59277,0.60449,0.59961,0.58594,0.57422,0.57715,0.57715,0.59961,0.57666,0.59033,0.57031,0.58105,0.53662,0.59131,0.60498,0.63184,0.62988,0.6543,0.63916,0.65771,0.68311,0.69189,0.6626,0.65332,0.65039,0.65283,0.68506,0.63721,0.70752,0.69238,0.70508,0.61768,0.60303,0.58252,0.58984,0.57471,0.56494,0.55811,0.55371,0.56494,0.56396,0.56006,0.54297,0.55176,0.55127,0.56543,0.55859,0.53613,0.51758,0.52686,0.51074,1.0
-1.4014,0.19324,9.6798e-05,0.62744,0.50098,0.00019312,4.6968e-05,0.45483,0.55273,0.53174,0.52344,0.50781,0.49756,0.48779,0.47974,0.47876,0.47046,0.45728,0.44971,0.44653,0.44116,0.44214,0.43335,0.40918,0.39355,0.38208,0.36865,0.55566,0.53174,0.5293,0.5127,0.5,0.4895,0.4812,0.48779,0.47852,0.47095,0.45996,0.46362,0.4624,0.4751,0.46777,0.44165,0.42139,0.42456,0.40601,0.59131,0.57617,0.58398,0.57275,0.58105,0.56836,0.57227,0.58301,0.57813,0.56104,0.54883,0.55029,0.5498,0.57227,0.55029,0.56055,0.53711,0.54639,0.50146,0.58887,0.59961,0.62451,0.61963,0.6416,0.62305,0.63916,0.66309,0.67188,0.64014,0.63037,0.62646,0.62842,0.66064,0.61377,0.68164,0.66455,0.67578,0.58789,0.60156,0.57617,0.58154,0.56299,0.5498,0.53955,0.53223,0.54199,0.54053,0.5332,0.51611,0.52246,0.52148,0.53564,0.5293,0.50293,0.4812,0.48828,0.47144,2.0
-1.3994,0.29639,0.000157,0.74072,0.54932,0.00025177,4.1604e-05,0.27661,0.5498,0.52686,0.51709,0.50049,0.49072,0.4812,0.47314,0.47119,0.46167,0.44922,0.44165,0.43872,0.43237,0.43237,0.42261,0.40015,0.38501,0.37402,0.36108,0.55029,0.52393,0.51904,0.50146,0.48975,0.47974,0.47168,0.47729,0.46558,0.4585,0.44678,0.45068,0.44727,0.45752,0.448,0.42163,0.40234,0.40283,0.38477,0.58643,0.56641,0.57129,0.55859,0.56787,0.55518,0.55908,0.56836,0.56006,0.54346,0.5293,0.53027,0.52734,0.54688,0.521,0.5293,0.50635,0.51221,0.4646,0.58398,0.58984,0.61182,0.60498,0.62695,0.6084,0.62402,0.646,0.65088,0.61816,0.60645,0.60107,0.6001,0.62891,0.57715,0.6416,0.62109,0.62842,0.53662,0.59521,0.56689,0.56934,0.54932,0.53711,0.52734,0.52002,0.52881,0.52441,0.51758,0.49878,0.50586,0.50244,0.51367,0.50439,0.47729,0.45581,0.46069,0.44189,0.0
-1.8535,0.47534,0.00013888,0.62598,0.60352,0.00017905,4.1306e-05,0.5332,0.55664,0.54199,0.5376,0.52588,0.51807,0.51074,0.50488,0.50586,0.50049,0.4895,0.48364,0.48193,0.47876,0.48145,0.48267,0.45703,0.44507,0.43726,0.427,0.56055,0.54443,0.54639,0.53467,0.52393,0.51563,0.50928,0.51855,0.5127,0.50781,0.49902,0.50439,0.50684,0.52441,0.53027,0.50098,0.48462,0.49341,0.47827,0.59717,0.59033,0.60352,0.59766,0.6084,0.59766,0.604,0.61719,0.6167,0.60254,0.59326,0.59668,0.59961,0.62646,0.61035,0.62891,0.61084,0.62598,0.5874,0.59521,0.61377,0.64355,0.64453,0.66846,0.65234,0.6709,0.69775,0.71094,0.68262,0.67578,0.67334,0.67969,0.7168,0.67529,0.75293,0.74121,0.75977,0.67822,0.60791,0.59033,0.60059,0.5874,0.57666,0.56836,0.56348,0.57568,0.57861,0.57373,0.55908,0.56787,0.57031,0.58789,0.5874,0.56982,0.55225,0.56494,0.55371,1.0
-1.3975,0.22595,0.00012469,0.61133,0.66357,0.00020623,4.6134e-05,0.35327,0.55029,0.52783,0.51807,0.50146,0.49121,0.4812,0.4729,0.47095,0.46167,0.44849,0.44067,0.4375,0.43115,0.4314,0.42114,0.39771,0.38184,0.37012,0.35645,0.55225,0.52588,0.52148,0.50391,0.49194,0.48145,0.4729,0.47852,0.46753,0.45996,0.44824,0.4519,0.44897,0.45996,0.45093,0.42456,0.40454,0.40527,0.38696,0.5874,0.56885,0.5752,0.5625,0.57129,0.55859,0.56201,0.57178,0.56445,0.54736,0.53418,0.53516,0.5332,0.55322,0.52881,0.5376,0.51465,0.52148,0.47437,0.58496,0.59277,0.61572,0.60938,0.63086,0.6123,0.62793,0.65088,0.65674,0.62451,0.61328,0.60889,0.60889,0.63916,0.58936,0.65479,0.63574,0.64453,0.5542,0.59717,0.56934,0.57275,0.55273,0.54004,0.52979,0.52246,0.53125,0.52783,0.52051,0.50195,0.50879,0.50635,0.51807,0.50977,0.48291,0.46094,0.46606,0.44775,2.0
-1.5059,0.4082,0.00019014,0.68408,0.51416,0.00021732,6.5207e-05,0.39746,0.54883,0.52246,0.51074,0.49194,0.47998,0.46851,0.45874,0.45654,0.44653,0.43164,0.4231,0.41919,0.4126,0.4126,0.40137,0.37549,0.35815,0.34546,0.33057,0.55029,0.521,0.51514,0.49536,0.4812,0.46899,0.45898,0.46387,0.45264,0.44336,0.43115,0.43408,0.43066,0.44116,0.43188,0.40332,0.38135,0.38135,0.36182,0.58545,0.56396,0.56836,0.55371,0.56006,0.5459,0.54785,0.55664,0.54932,0.53027,0.5166,0.5166,0.51416,0.53418,0.50977,0.51563,0.49048,0.49634,0.44849,0.58301,0.58789,0.60889,0.60059,0.62061,0.6001,0.61426,0.63623,0.64258,0.6084,0.59717,0.59131,0.59082,0.62061,0.5708,0.63379,0.61279,0.62061,0.5293,0.59521,0.56445,0.56592,0.54346,0.52881,0.51709,0.50781,0.51563,0.51221,0.50293,0.48438,0.48999,0.48682,0.49878,0.48999,0.46021,0.43628,0.44043,0.42139,0.0
-1.3691,0.34424,0.0001266,0.44189,0.85059,0.00027466,4.5419e-05,0.34912,0.55273,0.53418,0.52734,0.51367,0.50537,0.49731,0.49048,0.48975,0.48169,0.47046,0.46387,0.46167,0.4563,0.45728,0.44824,0.42798,0.41406,0.40405,0.3916,0.55469,0.53223,0.53076,0.51611,0.50586,0.49756,0.49072,0.4978,0.48779,0.48218,0.47144,0.47632,0.47437,0.48633,0.47827,0.45532,0.4375,0.44019,0.4231,0.59082,0.5752,0.58398,0.57373,0.58398,0.57275,0.57764,0.58789,0.58105,0.56494,0.55225,0.55371,0.55225,0.57324,0.5498,0.56055,0.53857,0.54639,0.5,0.58789,0.59814,0.62256,0.61768,0.64014,0.62207,0.63818,0.66113,0.6665,0.63428,0.62256,0.61768,0.61768,0.64746,0.59766,0.6626,0.64307,0.65088,0.56055,0.59961,0.57617,0.58203,0.56445,0.5542,0.54541,0.53955,0.5498,0.54688,0.5415,0.52393,0.53125,0.52979,0.54297,0.53516,0.51123,0.49146,0.49829,0.4812,1.0
-1.4346,0.19104,0.00020921,0.78174,0.69531,0.00017428,4.375e-05,0.5166,0.54785,0.52051,0.50879,0.48926,0.47607,0.46387,0.45361,0.45166,0.44336,0.42798,0.41968,0.41577,0.4104,0.41162,0.41089,0.37891,0.36328,0.35229,0.33984,0.55029,0.52197,0.5166,0.49756,0.48169,0.46826,0.45752,0.4624,0.45386,0.44458,0.43335,0.43652,0.43604,0.45044,0.45068,0.41943,0.39819,0.40234,0.38477,0.58594,0.56689,0.57227,0.55908,0.56445,0.54883,0.55078,0.55957,0.55615,0.5376,0.52588,0.52637,0.52637,0.55029,0.53223,0.54346,0.52002,0.52979,0.4873,0.5835,0.59131,0.61377,0.60742,0.62646,0.60596,0.62012,0.64307,0.65332,0.62061,0.61182,0.60693,0.60986,0.64404,0.6001,0.67041,0.65381,0.6665,0.58057,0.59619,0.56689,0.56885,0.54736,0.53174,0.51855,0.50879,0.5166,0.51611,0.50684,0.48999,0.49585,0.49536,0.51025,0.50732,0.48242,0.45996,0.46777,0.45288,2.0
-1.3789,0.23767,0.00012529,0.5459,0.43652,0.00024009,4.0233e-05,0.46558,0.55225,0.5293,0.52051,0.50391,0.49316,0.48315,0.47485,0.47363,0.46509,0.45166,0.44385,0.44067,0.4353,0.43628,0.42725,0.40259,0.38696,0.37573,0.36255,0.55469,0.52881,0.52539,0.50781,0.49438,0.4834,0.47485,0.4812,0.47144,0.46338,0.45215,0.45581,0.4541,0.46631,0.45825,0.43091,0.41016,0.41284,0.3938,0.58984,0.57227,0.57861,0.56592,0.57324,0.55957,0.56299,0.57275,0.56689,0.54883,0.53613,0.53662,0.53516,0.55664,0.5332,0.54053,0.51563,0.52344,0.47681,0.5874,0.59521,0.61865,0.61182,0.63184,0.61182,0.62695,0.6499,0.65674,0.62305,0.6123,0.60645,0.60693,0.63818,0.58887,0.65186,0.63135,0.63965,0.54932,0.6001,0.57275,0.57617,0.55615,0.54248,0.53174,0.52393,0.5332,0.53125,0.52295,0.50537,0.51172,0.50977,0.52295,0.51563,0.48755,0.4646,0.47095,0.45313,0.0
-1.6797,0.33521,0.00010747,0.50586,0.45142,8.0585e-05,4.0054e-05,0.53516,0.55518,0.53809,0.53174,0.51855,0.50977,0.50146,0.49463,0.49487,0.48853,0.47632,0.46973,0.46753,0.46362,0.46558,0.4646,0.43677,0.42285,0.41333,0.40161,0.55908,0.53906,0.53857,0.5249,0.5127,0.50342,0.49609,0.50439,0.49707,0.49048,0.48071,0.48535,0.48633,0.50146,0.50098,0.4707,0.4519,0.45801,0.44043,0.59521,0.58398,0.59473,0.58643,0.59619,0.58496,0.59131,0.604,0.60254,0.58789,0.57813,0.58154,0.58398,0.60938,0.59082,0.60645,0.5874,0.60205,0.56152,0.59326,0.60791,0.63623,0.63525,0.65869,0.64307,0.66211,0.68945,0.70264,0.67529,0.66895,0.66797,0.6748,0.71191,0.66992,0.74854,0.73926,0.76074,0.68066,0.60596,0.58398,0.59229,0.57617,0.56445,0.55566,0.5498,0.56152,0.56299,0.55713,0.5415,0.5498,0.55078,0.56738,0.56348,0.5415,0.52197,0.53271,0.51855,1.0
-1.5518,0.28955,0.00018013,0.59473,0.62744,0.0001477,2.8372e-05,0.427,0.55371,0.53613,0.52979,0.5166,0.50781,0.50049,0.4939,0.49414,0.4873,0.47656,0.47046,0.46875,0.46484,0.4668,0.45972,0.44189,0.43018,0.42261,0.4126,0.55664,0.53564,0.53516,0.521,0.51025,0.50195,0.49512,0.50293,0.49512,0.48975,0.48022,0.48535,0.48535,0.49951,0.49414,0.47339,0.45654,0.46265,0.44727,0.59277,0.58008,0.59033,0.58203,0.59229,0.58203,0.58789,0.6001,0.59668,0.58252,0.57178,0.5752,0.57617,0.60059,0.58105,0.59717,0.57813,0.59082,0.54883,0.58984,0.604,0.63135,0.62939,0.65332,0.63721,0.65576,0.68164,0.69238,0.66406,0.65576,0.65381,0.65771,0.69287,0.64844,0.72314,0.71045,0.72607,0.64209,0.60254,0.58057,0.58789,0.57178,0.56104,0.55273,0.54736,0.55859,0.55859,0.5542,0.53809,0.54639,0.54736,0.56299,0.55908,0.53857,0.52002,0.53076,0.51709,2.0
