sim_id,morris_index,AOM_FastUtilizationEfficiency-soil-organic,AOM_SlowUtilizationEfficiency-soil-organic,CN_Ratio_SMB-soil-organic,LimitClayEffect-soil-organic,PartSMB_Fast_to_SOM_Fast-soil-organic,PartSMB_Slow_to_SOM_Fast-soil-organic,PartSOM_Fast_to_SOM_Slow-soil-organic,PartSOM_to_SMB_Fast-soil-organic,PartSOM_to_SMB_Slow-soil-organic,SMB_FastDeathRateStandard-soil-organic,SMB_FastMaintRateStandard-soil-organic,SMB_SlowDeathRateStandard-soil-organic,SMB_SlowMaintRateStandard-soil-organic,SOM_FastDecCoeffStandard-soil-organic,SOM_FastUtilizationEfficiency-soil-organic,SOM_SlowDecCoeffStandard-soil-organic,SOM_SlowUtilizationEfficiency-soil-organic,AOM_FastDecCoeffStandard-residue,AOM_SlowDecCoeffStandard-residue,CN_Ratio_AOM_Slow-residue,PartAOM_Slow_to_SMB_Fast-residue,PartAOM_to_AOM_Fast-residue,AOM_FastDecCoeffStandard-org-fert,AOM_SlowDecCoeffStandard-org-fert,CN_Ratio_AOM_Fast-org-fert,CN_Ratio_AOM_Slow-org-fert,PartAOM_to_AOM_Fast-org-fert
15_76_373_6130,mu_star,0.011898763508273867,0.089423875538797284,0.001936735349890322,0.0028514386416353585,0.055007645040996672,0.065654884925516854,0.055421575857855107,0.00010383276137549228,0.0020193253694844103,0.027777362800688415,0.02631864232604534,0.026811229223069711,0.029464245371480638,0.044542145845636524,0.010918465518582733,0.116056542199601,0.0051797472014759429,0.00058231178591168216,0.0034630262934623669,0.00015974017751019254,0.018294947854746176,0.030900380719156833,0.00022930888842523044,0.028045949357503114,0.00020550894510086294,9.6575446483328678e-05,0.0038903586438364113
15_76_373_6130,sigma,0.0055879028257605334,0.017600318365844986,0.0041909845140607098,0.0059138904086951721,0.019079482730562397,0.029124314756461149,0.017121674003061416,0.00018741051471144902,0.0011944256428936062,0.015024477935372565,0.012958594362353628,0.017458443218177206,0.016128062590565075,0.046662208417388149,0.0080753322692054489,0.048530964294841647,0.0044859036070641562,0.00095088061902895145,0.003937242838188186,0.00040710468102090003,0.021371679324864421,0.013457883548070928,0.00019313344744956713,0.020476776484960383,0.00037520556651689403,0.00018777531490802253,0.0018084302331046072
16_77_373_2110,mu_star,0.010773692072061336,0.079648350185744538,0.01761467922999059,0.0,0.052600969643216804,0.040488829946873375,0.038291902129744981,2.6983130255524058e-05,0.0014428103570988384,0.026478297136104643,0.025490559016183498,0.020542995482339801,0.021181803777968029,0.031759053553621457,0.0064950413803134873,0.092612856023093895,0.0034968690036938604,0.0016251838455746425,0.0071501514849407859,0.0020595558700379443,0.012135207790945689,0.0231492955315966,0.00035056628764236416,0.079799402547198903,0.0016139267855457763,0.00048003778723044869,0.01180884664921141
16_77_373_2110,sigma,0.0077066846304794821,0.018305289674014208,0.028178219386473493,0.0,0.0176343852899432,0.02115474251353161,0.017454501313233724,2.7852127417585564e-05,0.00095167886702366799,0.015416009104767672,0.012680388472542676,0.013035381676497681,0.013104731620430148,0.036310778156424042,0.005774352617540693,0.044260608719872217,0.0035157351689565608,0.0031548351037838404,0.010890094605274458,0.0039951656740224656,0.014657712571090883,0.012486925733298331,0.00052868311628646956,0.050930721846998643,0.0022766896222717135,0.00078115811921662605,0.0048370785280826712
112_77_375_6110,mu_star,0.0097981125381412116,0.083578206030830229,0.001989702047959222,0.017524563688021348,0.053974482413709848,0.060622652288672453,0.052044693909620347,0.00026035358014921313,0.0010832927752654692,0.02714366930291532,0.026064039463096354,0.02069967236056244,0.022077651481890271,0.044898082390794847,0.012206204401218777,0.086788232835051854,0.0052402957740891286,0.00067710582385614943,0.0019889439021702122,0.0004065207950274041,0.015664062423501116,0.025424135809326755,0.00039571245053101494,0.071504116121549013,0.00058481638629891933,0.00033016514675911213,0.010859228940396213
112_77_375_6110,sigma,0.004483086617985188,0.016472398187366795,0.003479981105083128,0.0091616152718585996,0.018927091843671428,0.025296704467199442,0.01490753769794805,0.00038179688667886906,0.00073498171888616848,0.014663050727555823,0.01314933336657125,0.014168461530866651,0.012014830670855315,0.040924531362815285,0.0085314403966066741,0.03530769489191822,0.0031119364398443294,0.00096925037973222576,0.0026358268245221771,0.00063136354698997449,0.017716339246850149,0.011859768738110982,0.00047799663193416532,0.040118473309250828,0.00075645847708559488,0.00044025503232145591,0.0042659503511798258
50_75_372_8110,mu_star,0.011337432713756061,0.091180042035619968,0.0025235881020948714,0.0069202478377765088,0.055558009093684184,0.065861779894087605,0.054225837696231523,0.00015908666988640095,0.001629246770065989,0.027960618290824798,0.026631130176367545,0.025505956320219306,0.027885614132768376,0.04543741809616527,0.011337420544254703,0.10603392851895259,0.0051137620190362153,0.00052371699851500248,0.003361155706326115,0.00038216585121884683,0.018236324861863874,0.030600528819574691,0.00021697317272885915,0.040937903440540095,0.00030888078332513559,0.00031718607915618818,0.0055485407881704935
50_75_372_8110,sigma,0.0052874048558261234,0.018123434607176785,0.0046792016702011576,0.0095336172978990781,0.019247113859438076,0.029091753858131009,0.016334982758956638,0.00026608891397843584,0.0010035551415366296,0.015320832605544874,0.01330495457899613,0.016610460445628333,0.015189623126209783,0.045316509602682513,0.0082728260404503311,0.044614508478204737,0.0041211787365049695,0.00087891639024040725,0.0040854072105197875,0.00079114417054941533,0.02062289524210436,0.013405935674535409,0.00020325975446456178,0.028112009898506134,0.00048023550925051125,0.0006581658185328338,0.002491740326368337
51_77_374_6120,mu_star,0.015136133824742742,0.12212113968596282,0.0025158084558506433,0.021131702097454266,0.073656774660243632,0.08768257351504706,0.056477967255814249,6.5233789856188081e-05,0.00067981876065638478,0.036973817157785929,0.035192072819008831,0.030293077822940405,0.032603195900650132,0.062134188775449066,0.016350855244404928,0.07618643440839068,0.0047456527258675297,0.00057515463798273622,0.0027659879720858299,0.00054234294168896597,0.13866524178261583,0.041826788327031926,0.00023809143207458312,0.057846533357972782,0.0035799833080852675,0.00012038823919452946,0.0079074135533957167
51_77_374_6120,sigma,0.0068534230236357912,0.024214406798863705,0.0044535469478633634,0.015625698290014468,0.024461707862858822,0.036555300828120869,0.016112202194887664,9.908073225342629e-05,0.00060337993085556822,0.01942002402936404,0.016276658053448197,0.019726025566356949,0.017364158025208506,0.04488801379849762,0.010300943235788179,0.035568373933966918,0.0031129739352365187,0.0011513640932388157,0.0038489593904569887,0.0017479038012808087,0.63465624707894985,0.02071481599901848,0.00036829872844019844,0.037037309275848113,0.018577422643709721,0.000194514128521061,0.0058985956818395141
106_75_373_9130,mu_star,0.016864197821875471,0.13998210073471562,0.0031488058963252724,0.013967401591829527,0.08681662466886135,0.096398914965469221,0.062028195426405461,0.00027233646340915304,0.00041683541184691725,0.043387215286687014,0.041524251183564599,0.036692700349351529,0.039597224253916964,0.074803652892597147,0.01850029380018825,0.066592775798196335,0.0045428741234939708,0.0011990710820730468,0.0020831519531457087,0.0005148682497597266,0.028713749643300666,0.046946466756737013,0.0002513746607758357,0.071264563398732078,0.0009353452916338556,0.000752076131641709,0.008096232973476657
106_75_373_9130,sigma,0.0078361264747308368,0.028782798617366327,0.0050223041281292667,0.014223055117163035,0.029413287454670284,0.04207180679961639,0.019455242451987587,0.0013154451251391496,0.0005570350305615097,0.023372451592205867,0.019167006579376103,0.022435197519649532,0.021621827400217116,0.049516474772175627,0.011189156498505522,0.032255150644205241,0.0028881835776771577,0.0022712353297358739,0.0032019264484988695,0.0010488624567517757,0.032821173961360042,0.021113134391173311,0.00022957553341421859,0.049249520012995901,0.0021482298112049441,0.0021109602241524135,0.0040608771433862977
3_77_375_6120,mu_star,0.012647367965433821,0.10359432752084323,0.0015280453691751752,0.016199443051435686,0.063729296638022015,0.073433820711424541,0.052972800714042749,4.280130492260809e-05,0.00096239482253581928,0.031997916693315767,0.03061260585464803,0.025358110634441614,0.028162997417214775,0.050420038831997659,0.013221526716775423,0.085518228725778009,0.0049065342980716227,0.00042108488589000188,0.0029106617713929722,0.00011130842545799257,0.020873840671879369,0.034092067917216327,0.00019939629519922313,0.061536256067432848,0.00014628201012097577,4.836873047754514e-05,0.0091901982257070955
3_77_375_6120,sigma,0.0059060894843376783,0.020171413731274328,0.0031191271331704098,0.012690628904396878,0.022258425035375281,0.031389017516819544,0.014722426616556915,9.2543760575603988e-05,0.00069638641163880487,0.017028134933119526,0.015429330460562871,0.016725189949285721,0.014772763470308037,0.042004760926984519,0.00866466289085298,0.036678817794051931,0.00323146739428142,0.00089615299645752228,0.0032936263679056539,0.00023399389413913092,0.023514792871843066,0.015350548372001732,0.00025567045809823979,0.035472257914765937,0.00025069905022449465,6.8339671099479195e-05,0.0037166852972932846
16_76_373_5110,mu_star,0.013256847783240721,0.10071308575672798,0.14705060531685088,0.0,0.061722077437010713,0.064929658745637192,0.053012030652993022,2.5149017314497295e-05,0.0015517972917709001,0.030851756375177491,0.029021289404238933,0.030629668736845743,0.031059901801402914,0.046867935825899668,0.0093692944385199584,0.10142247442955124,0.0039198256983563025,0.0018172350915151155,0.0032719858707754897,0.00053842754906878736,0.018868880993671636,0.040775385440390263,0.00019647751406949668,0.028714101715908324,0.00029567711783813763,0.00018704929262251536,0.00376346431884145
16_76_373_5110,sigma,0.0064859185680576723,0.047601336972973092,0.78226963029704877,0.0,0.021068686225991215,0.030449528749700472,0.016763470769727076,1.4031371740039933e-05,0.00095917934950822336,0.016644586163448664,0.015008066178171693,0.018692130149714103,0.018253140263078907,0.047477554922432399,0.007425195326940596,0.051402953583234733,0.0036380964337364308,0.004126391652638838,0.0043614771154107251,0.001007495609190713,0.023258002416105192,0.050287967621841866,0.00049201936338951347,0.021654762049860159,0.000410371227195163,0.00043443533614150081,0.0020322569629343231
10_77_376_2130,mu_star,0.0069008777455933758,0.057453589246894005,0.005463943906283567,0.0,0.039380305096024977,0.034580131468967788,0.040937242354076794,3.5280473666290023e-05,0.0022567791636380488,0.019795389939738332,0.019240187615040684,0.016665035124037164,0.018366369123355028,0.026827817418450504,0.0054592409254724033,0.11694941398341369,0.0040051141941319316,0.0011231131700081812,0.0042859201603832279,0.00037164366707633374,0.0099782942328847258,0.017309333947828933,0.00032880601704440203,0.051347625901357094,0.00055807757521919577,0.00018870978162330345,0.0077110822723684743
10_77_376_2130,sigma,0.0031543321202762232,0.01154976392037183,0.009012726505145072,0.0,0.013965409002318891,0.017861256523623779,0.016882638968871367,1.551534321606908e-05,0.0011362244234404506,0.011231102602184786,0.010020233200127312,0.011150045463651986,0.010818914595096218,0.039229191637154229,0.0058059526233278846,0.047976080896091886,0.0040421818136279642,0.0018252425709870601,0.00434921772625654,0.00052289712138796037,0.012087121828922709,0.0084531344235034018,0.00027006693998767923,0.033250020086685636,0.00076341286964606717,0.00027231346479262295,0.0033041580405375141
20_78_373_2130,mu_star,0.01105792357860198,0.07839530206848723,0.00065342031801642931,0.0,0.058418445658544697,0.042650206650507776,0.03990557939741611,1.7575155466720281e-05,0.001105310807664887,0.029884765199128454,0.028145437733236533,0.019339949072268117,0.021335942020003027,0.033755612566017376,0.0075524205219411758,0.085953810199305675,0.003750718793646384,0.00020416207618604437,0.0015056965614345275,1.9112643376815544e-05,0.01091960478920042,0.01794620821269553,0.00036332864131704206,0.091033639063340777,9.8201687748722166e-05,3.3437043378601226e-05,0.013109106490014842
20_78_373_2130,sigma,0.0044426241401288261,0.015209375161033423,0.0014562699606634826,0.0,0.019246323797893251,0.020662336357531758,0.01626472337428872,1.011576879100382e-05,0.00069071397066099995,0.016953716649656104,0.013819851409541846,0.013039891427666246,0.012509454486806584,0.037045402939827339,0.0063590207342599219,0.039840152358141701,0.0033166594834664132,0.00039870298975018108,0.0015484290456257894,4.786080824619454e-05,0.013275888686619258,0.0087827173945310508,0.0004245116257496888,0.057427231123752261,0.00017833310076647701,6.992346029506415e-05,0.0050084082792269061
58_77_376_6120,mu_star,0.013357373095932002,0.14550682537703938,0.18342506558766994,0.0,0.066011859729447814,0.060951426420253627,0.04907226033312357,6.238771245983982e-05,0.0010426297224999509,0.033141206616212886,0.031345695560208414,0.029111549839034589,0.029889804006123049,0.04613645839680848,0.0093469421899181008,0.08403543706501207,0.0036166028100560262,0.0017678586503998446,0.0045912483729028024,0.0011367439203403714,0.018470044118361499,0.047592181685971569,0.00029863648839472171,0.06040822458629929,0.00066099294490787493,0.00019109981722118148,0.0083325812392678854
58_77_376_6120,sigma,0.0061429591470225408,0.28163696646686148,0.95338226499236778,0.0,0.021944089932995309,0.028600709320385241,0.015967557852571965,0.00010545897290247192,0.00065774900285666923,0.018743779133463964,0.015661084243438466,0.017522707503472089,0.018079019066338995,0.043142160092819258,0.0071025615554294744,0.04331610462279372,0.0032746695747664588,0.0032256145234293206,0.0067987279975854024,0.0029676379998265006,0.022442787727305961,0.10278685390277767,0.00040853532777600487,0.042285983190744177,0.00097238679422583538,0.00022399245289780203,0.0056460007063509551
24_78_375_3110,mu_star,0.011172423960114889,0.075973959848128977,0.018319557812649986,0.0,0.049322580695827657,0.040498601225614439,0.039780623154270216,3.0124203165479006e-05,0.0016245217470467366,0.024895451474181863,0.02432393894815452,0.020044488088951592,0.021476394314396866,0.030851392745867949,0.0063850995535129577,0.098960321684862032,0.0036044091818884291,0.0016598324543424703,0.0083085291603447933,0.0018852656986185167,0.17112623963679188,0.022500505898737158,0.000454513127008793,0.070084688454005159,0.0032373414266670675,0.00078053425262023218,0.019896182963141697
24_78_375_3110,sigma,0.0063416648940512682,0.017050579893234948,0.028952094166762619,0.0,0.016758368330479091,0.020643289874652426,0.016417881403679658,1.7608319896300074e-05,0.0008480581464546319,0.014196018775178546,0.012224138051152661,0.012664503948228959,0.01231075964469994,0.037378855050492453,0.0058312215370863781,0.044829747993291563,0.0035000883844828442,0.0032097231955040086,0.012513095110590164,0.0045899961830820919,0.8739945091524185,0.010540804912232037,0.00076667273519897411,0.044614170104674847,0.009693153954051504,0.0019126143603964241,0.051934842297129559
74_77_376_2110,mu_star,0.008363861996218502,0.067245946871272985,0.0064022311796485655,0.0,0.043740148038384566,0.043423779118539216,0.045778141581693695,6.769224757869248e-05,0.0019305845261529642,0.021790704766972445,0.021483215641637181,0.019357675114394027,0.020602280965441127,0.032617368283199825,0.007332771128556537,0.11078795644853266,0.0044902393445195197,0.00082468404107938209,0.0027696978219494228,0.00065026166341135836,0.011943036177262806,0.020409977522960403,0.00029894589934960001,0.056988627193941495,0.00065587065285233634,0.00024574083073010286,0.0085140465655049145
74_77_376_2110,sigma,0.0041171632938092799,0.013783690428365875,0.0099215718552059413,0.0,0.015645486709451529,0.020327966931526175,0.015912759086566225,9.2428832177213468e-05,0.0010728980509652872,0.012344376159218169,0.011147473116900102,0.012599468630381215,0.011583446790552961,0.040704569397261733,0.0063524742867825754,0.045400970245168593,0.0039751390859216551,0.0012055990634627174,0.0039331373838313527,0.0014806250407891455,0.014218607114742241,0.0096884975220409772,0.00037428063898750424,0.035336609111034721,0.00092529330555900084,0.00035272594474143587,0.0035719445356190405
23_77_378_5130,mu_star,0.012348501446349405,0.10148751881337979,0.0010181464547520359,0.004286866253232163,0.062222237981390253,0.071537740486712312,0.056921448238910669,2.0981767881288484e-05,0.0012454084046759259,0.031194842887341347,0.029887467591554799,0.028786435627367712,0.031488253536684808,0.051463327305458759,0.012230036788106522,0.097963752844734506,0.0049116334037627562,0.00037432193432385109,0.0028673446121217886,6.5422322314352222e-05,0.021180869956689528,0.035439335175636279,0.0001547062231764493,0.044490787707723148,3.3001753600366461e-05,2.3265515611053252e-05,0.0060050787440714777
23_77_378_5130,sigma,0.0059603657078800771,0.020139783117623784,0.0022485124425146536,0.0087886387652567118,0.022085754707251687,0.031315860898680277,0.016217473193164477,1.7811602674838548e-05,0.00081051756125337675,0.016825181408067366,0.014931864453668007,0.018045509692889972,0.016759509220110699,0.045908511998179941,0.0083433164372457517,0.041142044839315925,0.0036363516558327869,0.00060514961266412129,0.0035334853226392858,0.0002321957339762231,0.024736499541094154,0.015806800249795201,0.00023831139829964893,0.029304089135360988,8.5260918010475519e-05,8.052217871022789e-05,0.0027285762206533575
58_79_375_2130,mu_star,0.011500131232255292,0.076429809850283886,0.0023627691572666088,0.0,0.05657291617012708,0.041480609449773449,0.039440107513981151,1.953759825701525e-05,0.0011351503485970743,0.029030325066368521,0.027057048715060077,0.019875186521551312,0.022401343596601207,0.032325753816123688,0.0067288147545549893,0.088288961063209548,0.0034677486379837696,0.00049495599384801121,0.0032534964274040313,0.00026063428288741476,0.011261539155494656,0.018675806684690207,0.00040059256714631192,0.077430757098875258,0.00067915176380505991,0.00024207626986233604,0.010530040345386847
58_79_375_2130,sigma,0.0045596027344151505,0.014445285808133689,0.004223696595546997,0.0,0.018309844656829336,0.020455400209674859,0.016106659166166805,1.1951498035965778e-05,0.00070142300564531609,0.016250204499261515,0.01319947644972818,0.013161376910787713,0.012849986099582461,0.036728598885139491,0.0058984532565482008,0.040468662077515753,0.0031363228054970835,0.00079032459383702254,0.0026444616608708059,0.0003603378767961375,0.013672344915161356,0.0088138424338986571,0.00033340901452936703,0.048507349915377813,0.001079188432167931,0.00023664951773215442,0.0039616323728133077
21_75_372_9120,mu_star,0.010228134646902426,0.080256488121578276,0.0018271757919348121,0.0097301935144115011,0.050225373168542621,0.060459241504900604,0.055612678030950463,0.000113850259204,0.0012143694329304433,0.025093306206591285,0.024173887980585597,0.022329694527158862,0.024044292640246934,0.044839910616847556,0.011523041730417547,0.091731298282177159,0.0051054707239532315,0.00049395254673716604,0.0028468226983508695,0.00036447214288056541,0.015966429109915969,0.026837764091868523,0.00033809352048716398,0.050580199531852131,0.00036188337213364732,0.00018798729606934553,0.0083404347334541974
21_75_372_9120,sigma,0.0046733745818448545,0.015923384617347717,0.0033402917921458025,0.008947385414346665,0.017962065379577844,0.024615085549531047,0.016053094608782938,0.00015191227862230647,0.00088124254335939607,0.013375382809210169,0.012693109421544856,0.014091565998627259,0.012181839413772863,0.041445468769047943,0.0074041940238157612,0.035596762330151854,0.0031105539228634387,0.0006076197452124601,0.0031741800900079616,0.00063240039962890601,0.018070266896771273,0.011909527760678893,0.00031394363939488183,0.026600227953974494,0.00057112512321117403,0.00043831118486962952,0.0031403960084083644
23_76_374_7110,mu_star,0.012218139666040162,0.10063951658765677,0.0019564610855438828,0.0075355830067211863,0.05982811735872802,0.073084189360080348,0.057191716747671491,3.9354600367840575e-05,0.0015821930599874655,0.030020513631832051,0.028721774805928139,0.028258558070008735,0.030924282932823045,0.050531199155533425,0.012556288707103442,0.10675394028401045,0.005329097951560665,0.00043915968404860314,0.0033534073197033277,0.0001706649959310145,0.021366062958038896,0.035610284292433764,0.00012162798078988283,0.03553977991962512,0.00016553116684476371,4.9931469237012954e-05,0.0047808800720140062
23_76_374_7110,sigma,0.0059210443875957848,0.020207885314839257,0.0038821665675111625,0.010420547073418362,0.021091986198100779,0.032698348369007743,0.017072493141517028,4.4990961538870188e-05,0.00094637647400746584,0.016412102699193302,0.014262955532490469,0.018234180265901127,0.016846862571988811,0.047472411366701966,0.0088796960174712305,0.045489533158526871,0.0042057301338927298,0.00092477087554924053,0.0042101817857928148,0.0005253545014657073,0.024386805084609837,0.015959421753414905,0.00014544528992214845,0.025003179356744121,0.00057125901260453641,0.00011534736599855815,0.0022839870758535131
5_77_374_5110,mu_star,0.011990742374485441,0.097666124683888286,0.0021892857421586883,0.00058361912421456925,0.05978905543733215,0.066863299499738613,0.05208922522186351,4.0662090387157819e-05,0.0017844332134030619,0.030068410916050232,0.028607121742226582,0.028090100915666553,0.031011110557774987,0.045944075773665195,0.010762442711895559,0.10836661172937001,0.0047460605793151331,0.00054215106727894375,0.0034960778446685879,0.00022043044784043526,0.15640367033317906,0.033987125648092649,0.00016265348381132861,0.036550429345676295,0.0007324600457959625,7.1762276176600328e-05,0.033981711011830479
5_77_374_5110,sigma,0.0058096827588972975,0.019630840493558538,0.0043046317586942608,0.0011727808580428009,0.020730884059633897,0.031507113152598111,0.018408841042136796,5.2820348487622493e-05,0.0010266193343352824,0.016680043825595653,0.013817043958163319,0.018244719142509309,0.017469868260388266,0.045280891010506003,0.0081069998455008188,0.049247078137312904,0.0043343890425099653,0.00087441862354421611,0.004287697913355773,0.00060612874734553718,0.75282951904292505,0.015418837513460229,0.00018785604937432844,0.02710872248758844,0.0032760680758795735,0.00017686029777735541,0.16207221032483837
103_78_375_2110,mu_star,0.0079608408420014584,0.063153660108578286,0.011403902403717874,0.0,0.042199221712921599,0.035512611346415229,0.039746355968618148,3.2353363310381562e-05,0.0020659279660307341,0.021617177713325282,0.020899564025652576,0.017556294257811352,0.018441868946237058,0.027153188326666744,0.0056339120340854207,0.10997755994931407,0.0037964607628151311,0.0012442285150203606,0.0045600375255897049,0.00088147062156855788,0.010659712047670274,0.018450278068703425,0.00028745875322929034,0.063025212694800645,0.00091155045711491798,0.00081466125560565204,0.010463864885601122
