p_id,sim_id,row_col,rot_id,obs_corg,sim_corg,profile
4,21_77_374_2130_155,77_374,2130,0.192,0.11109442374551924,1
5,21_77_374_2130_155,77_374,2130,1.308,1.3145640548025361,0
5,21_77_374_2130_155,77_374,2130,0.192,0.3535096682451661,1
6,21_77_374_2130_155,77_374,2130,1.308,1.3396910596929288,0
6,21_77_374_2130_155,77_374,2130,0.192,0.27778046677638796,1
7,21_77_374_2130_155,77_374,2130,1.308,1.3317086799840558,0
7,21_77_374_2130_155,77_374,2130,0.192,0.3589658573105551,1
8,21_77_374_2130_155,77_374,2130,1.308,1.4166732474497938,0
8,21_77_374_2130_155,77_374,2130,0.192,0.2544851464322326,1
9,21_77_374_2130_155,77_374,2130,1.308,1.3560866375739116,0
9,21_77_374_2130_155,77_374,2130,0.192,0.35646278749899285,1
10,21_77_374_2130_155,77_374,2130,1.308,1.3993001496993402,0
10,21_77_374_2130_155,77_374,2130,0.192,0.2207442938953415,1
11,21_77_374_2130_155,77_374,2130,1.308,1.3055577374172929,0
11,21_77_374_2130_155,77_374,2130,0.192,0.3544707261138128,1
12,21_77_374_2130_155,77_374,2130,1.308,1.2422704128147122,0
12,21_77_374_2130_155,77_374,2130,0.192,0.17734471114480563,1
13,21_77_374_2130_155,77_374,2130,1.308,1.3289445495628203,0
13,21_77_374_2130_155,77_374,2130,0.192,0.013873805701758524,1
14,21_77_374_2130_155,77_374,2130,1.308,1.2451457076759844,0
14,21_77_374_2130_155,77_374,2130,0.192,0.3597927932857315,1
0,28_77_375_5120_106,77_375,5120,1.296,1.2615731405451411,0
0,28_77_375_5120_106,77_375,5120,0.276,0.1610937668812048,1
1,28_77_375_5120_106,77_375,5120,1.296,1.417328229696619,0
1,28_77_375_5120_106,77_375,5120,0.276,0.2627723912913034,1
2,28_77_375_5120_106,77_375,5120,1.296,1.2534119388616296,0
2,28_77_375_5120_106,77_375,5120,0.276,0.11692775355968849,1
3,28_77_375_5120_106,77_375,5120,1.296,1.312254448861149,0
3,28_77_375_5120_106,77_375,5120,0.276,0.1712736548557536,1
4,28_77_375_5120_106,77_375,5120,1.296,1.3538081660919707,0
4,28_77_375_5120_106,77_375,5120,0.276,0.5244307417343086,1
5,28_77_375_5120_106,77_375,5120,1.296,1.3414712514716447,0
5,28_77_375_5120_106,77_375,5120,0.276,0.2886731137466332,1
6,28_77_375_5120_106,77_375,5120,1.296,1.197665603619056,0
6,28_77_375_5120_106,77_375,5120,0.276,0.4125115821500309,1
7,28_77_375_5120_106,77_375,5120,1.296,1.4210413163192916,0
7,28_77_375_5120_106,77_375,5120,0.276,0.2868723113623938,1
8,28_77_375_5120_106,77_375,5120,1.296,1.2413281445860185,0
8,28_77_375_5120_106,77_375,5120,0.276,0.30310790585019154,1
9,28_77_375_5120_106,77_375,5120,1.296,1.3220688609093325,0
9,28_77_375_5120_106,77_375,5120,0.276,0.44448312892863767,1
10,28_77_375_5120_106,77_375,5120,1.296,1.2585706474235177,0
10,28_77_375_5120_106,77_375,5120,0.276,0.46943486037621573,1
11,28_77_375_5120_106,77_375,5120,1.296,1.1664126015131238,0
11,28_77_375_5120_106,77_375,5120,0.276,0.2668747172976774,1
12,28_77_375_5120_106,77_375,5120,1.296,1.235942355380006,0
12,28_77_375_5120_106,77_375,5120,0.276,0.42657595827216255,1
13,28_77_375_5120_106,77_375,5120,1.296,1.3318127523379264,0
13,28_77_375_5120_106,77_375,5120,0.276,0.3965801215204743,1
14,28_77_375_5120_106,77_375,5120,1.296,1.3425214071282376,0
14,28_77_375_5120_106,77_375,5120,0.276,0.22357822295914279,1
0,20_76_372_6120_126,76_372,6120,1.212,1.3868950877338195,0
0,20_76_372_6120_126,76_372,6120,0.192,0.3650738044509132,1
1,20_76_372_6120_126,76_372,6120,1.212,1.1703808235363897,0
1,20_76_372_6120_126,76_372,6120,0.192,0.09439073637661309,1
2,20_76_372_6120_126,76_372,6120,1.212,1.3040125610104787,0
2,20_76_372_6120_126,76_372,6120,0.192,0.24303486322967832,1
3,20_76_372_6120_126,76_372,6120,1.212,1.2198804302316335,0
3,20_76_372_6120_126,76_372,6120,0.192,0.24364765117144255,1
4,20_76_372_6120_126,76_372,6120,1.212,1.3060131269421462,0
4,20_76_372_6120_126,76_372,6120,0.192,0.06728151737840381,1
5,20_76_372_6120_126,76_372,6120,1.212,1.1312281434204317,0
5,20_76_372_6120_126,76_372,6120,0.192,0.07901320414467278,1
6,20_76_372_6120_126,76_372,6120,1.212,1.1709424760273706,0
6,20_76_372_6120_126,76_372,6120,0.192,0.20975355227110512,1
7,20_76_372_6120_126,76_372,6120,1.212,1.1812208942260212,0
7,20_76_372_6120_126,76_372,6120,0.192,0.19617394548434508,1
8,20_76_372_6120_126,76_372,6120,1.212,1.1966653845099755,0
8,20_76_372_6120_126,76_372,6120,0.192,0.2423481654227287,1
9,20_76_372_6120_126,76_372,6120,1.212,1.1655999495126361,0
9,20_76_372_6120_126,76_372,6120,0.192,0.20712417097406155,1
10,20_76_372_6120_126,76_372,6120,1.212,1.1840467625072932,0
10,20_76_372_6120_126,76_372,6120,0.192,0.085069394056356,1
11,20_76_372_6120_126,76_372,6120,1.212,1.263758434723933,0
11,20_76_372_6120_126,76_372,6120,0.192,0.1124396973028068,1
12,20_76_372_6120_126,76_372,6120,1.212,1.184147354743089,0
12,20_76_372_6120_126,76_372,6120,0.192,0.24427088272440914,1
13,20_76_372_6120_126,76_372,6120,1.212,1.2116072162037987,0
13,20_76_372_6120_126,76_372,6120,0.192,0.32355801667976736,1
14,20_76_372_6120_126,76_372,6120,1.212,1.1661017149539774,0
14,20_76_372_6120_126,76_372,6120,0.192,0.1666606610694181,1
0,20_76_376_7120_101,76_376,7120,1.212,1.0951886220041678,0
0,20_76_376_7120_101,76_376,7120,0.192,0.258042469846392,1
1,20_76_376_7120_101,76_376,7120,1.212,1.0978614099018469,0
1,20_76_376_7120_101,76_376,7120,0.192,0.06201699263603728,1
2,20_76_376_7120_101,76_376,7120,1.212,1.2088714339741933,0
2,20_76_376_7120_101,76_376,7120,0.192,0.3683885965131884,1
3,20_76_376_7120_101,76_376,7120,1.212,1.2308855313552858,0
3,20_76_376_7120_101,76_376,7120,0.192,0.000287587551800486,1
4,20_76_376_7120_101,76_376,7120,1.212,1.3577461678688598,0
4,20_76_376_7120_101,76_376,7120,0.192,0.16434696801805515,1
5,20_76_376_7120_101,76_376,7120,1.212,1.2253835034731768,0
5,20_76_376_7120_101,76_376,7120,0.192,0.09905404267716855,1
6,20_76_376_7120_101,76_376,7120,1.212,1.2356400559894043,0
6,20_76_376_7120_101,76_376,7120,0.192,0.13819038969065672,1
7,20_76_376_7120_101,76_376,7120,1.212,1.17732259689771,0
7,20_76_376_7120_101,76_376,7120,0.192,0.19635208241818564,1
8,20_76_376_7120_101,76_376,7120,1.212,1.143446856118379,0
8,20_76_376_7120_101,76_376,7120,0.192,0.16707955233707725,1
9,20_76_376_7120_101,76_376,7120,1.212,1.139755710913249,0
9,20_76_376_7120_101,76_376,7120,0.192,0.3534645324936756,1
10,20_76_376_7120_101,76_376,7120,1.212,1.1501660537822738,0
10,20_76_376_7120_101,76_376,7120,0.192,0.205862897699319,1
11,20_76_376_7120_101,76_376,7120,1.212,1.1706344253673702,0
11,20_76_376_7120_101,76_376,7120,0.192,0.26156420480502246,1
12,20_76_376_7120_101,76_376,7120,1.212,1.2495252771643972,0
12,20_76_376_7120_101,76_376,7120,0.192,0.13132051975936027,1
13,20_76_376_7120_101,76_376,7120,1.212,1.306611808834028,0
13,20_76_376_7120_101,76_376,7120,0.192,0.14546347895058484,1
14,20_76_376_7120_101,76_376,7120,1.212,1.3565676380473293,0
14,20_76_376_7120_101,76_376,7120,0.192,0.18633352620252558,1
0,63_77_376_6130_107,77_376,6130,2.346,1.3458450728616602,0
0,63_77_376_6130_107,77_376,6130,0.6,0.15356120671071474,1
1,63_77_376_6130_107,77_376,6130,2.346,2.3592347853925815,0
1,63_77_376_6130_107,77_376,6130,0.6,0.5714564496741346,1
2,63_77_376_6130_107,77_376,6130,2.346,2.3999263298346127,0
2,63_77_376_6130_107,77_376,6130,0.6,0.6605294247776121,1
3,63_77_376_6130_107,77_376,6130,2.346,2.494647609017048,0
3,63_77_376_6130_107,77_376,6130,0.6,0.5234668020654,1
4,63_77_376_6130_107,77_376,6130,2.346,2.1930302056577173,0
4,63_77_376_6130_107,77_376,6130,0.6,0.5020189045761427,1
5,63_77_376_6130_107,77_376,6130,2.346,2.3863914594719398,0
5,63_77_376_6130_107,77_376,6130,0.6,0.5664717305150575,1
6,63_77_376_6130_107,77_376,6130,2.346,2.320384142085436,0
6,63_77_376_6130_107,77_376,6130,0.6,0.5038039729136387,1
7,63_77_376_6130_107,77_376,6130,2.346,2.312437598030109,0
7,63_77_376_6130_107,77_376,6130,0.6,0.6291420252582932,1
8,63_77_376_6130_107,77_376,6130,2.346,2.331401757501787,0
8,63_77_376_6130_107,77_376,6130,0.6,0.5467846811221083,1
9,63_77_376_6130_107,77_376,6130,2.346,2.0901951093038877,0
9,63_77_376_6130_107,77_376,6130,0.6,0.5875280907493208,1
10,63_77_376_6130_107,77_376,6130,2.346,2.3611529564289744,0
10,63_77_376_6130_107,77_376,6130,0.6,0.6197023189714524,1
11,63_77_376_6130_107,77_376,6130,2.346,2.518736030603985,0
11,63_77_376_6130_107,77_376,6130,0.6,0.4690004469581773,1
12,63_77_376_6130_107,77_376,6130,2.346,2.1353673469402934,0
12,63_77_376_6130_107,77_376,6130,0.6,0.6042508479228348,1
13,63_77_376_6130_107,77_376,6130,2.346,2.143345166775272,0
13,63_77_376_6130_107,77_376,6130,0.6,0.5609943719637516,1
14,63_77_376_6130_107,77_376,6130,2.346,2.3198214417264875,0
14,63_77_376_6130_107,77_376,6130,0.6,0.664901016433214,1
0,65_76_373_8130_62,76_373,8130,1.794,2.306577794594193,0
0,65_76_373_8130_62,76_373,8130,0.11399999999999999,0.6137283763153768,1
1,65_76_373_8130_62,76_373,8130,1.794,1.8826019085200187,0
1,65_76_373_8130_62,76_373,8130,0.11399999999999999,0.15086152788351948,1
2,65_76_373_8130_62,76_373,8130,1.794,1.8557598178774983,0
2,65_76_373_8130_62,76_373,8130,0.11399999999999999,0.05171019644218367,1
3,65_76_373_8130_62,76_373,8130,1.794,1.6717857051804137,0
3,65_76_373_8130_62,76_373,8130,0.11399999999999999,0.13039843251908262,1
4,65_76_373_8130_62,76_373,8130,1.794,1.7921194088027341,0
4,65_76_373_8130_62,76_373,8130,0.11399999999999999,0.1759116707092365,1
5,65_76_373_8130_62,76_373,8130,1.794,1.7680923204068149,0
5,65_76_373_8130_62,76_373,8130,0.11399999999999999,0.07686471429620985,1
6,65_76_373_8130_62,76_373,8130,1.794,1.7709377420243657,0
6,65_76_373_8130_62,76_373,8130,0.11399999999999999,0.06344256107070943,1
7,65_76_373_8130_62,76_373,8130,1.794,1.7680437629352088,0
7,65_76_373_8130_62,76_373,8130,0.11399999999999999,0.22248573620448914,1
8,65_76_373_8130_62,76_373,8130,1.794,1.775985901141551,0
8,65_76_373_8130_62,76_373,8130,0.11399999999999999,0.22158699753638172,1
9,65_76_373_8130_62,76_373,8130,1.794,1.8268481602777342,0
9,65_76_373_8130_62,76_373,8130,0.11399999999999999,0.2218745384844417,1
10,65_76_373_8130_62,76_373,8130,1.794,1.7605115776749365,0
10,65_76_373_8130_62,76_373,8130,0.11399999999999999,0.22092659671869658,1
11,65_76_373_8130_62,76_373,8130,1.794,1.8664470176160792,0
11,65_76_373_8130_62,76_373,8130,0.11399999999999999,0.11707610206810924,1
12,65_76_373_8130_62,76_373,8130,1.794,1.7813809384345822,0
12,65_76_373_8130_62,76_373,8130,0.11399999999999999,0.00019468105909277526,1
13,65_76_373_8130_62,76_373,8130,1.794,1.6857687220335187,0
13,65_76_373_8130_62,76_373,8130,0.11399999999999999,0.04190519389632434,1
14,65_76_373_8130_62,76_373,8130,1.794,1.8106498138208245,0
14,65_76_373_8130_62,76_373,8130,0.11399999999999999,0.22270710209487216,1
0,18_78_376_4120_116,78_376,4120,1.44,1.764083848041963,0
0,18_78_376_4120_116,78_376,4120,0.186,0.0762209771199033,1
1,18_78_376_4120_116,78_376,4120,1.44,1.5290529802167871,0
1,18_78_376_4120_116,78_376,4120,0.186,0.29920764565063884,1
2,18_78_376_4120_116,78_376,4120,1.44,1.531792423080521,0
2,18_78_376_4120_116,78_376,4120,0.186,0.25008921754321584,1
3,18_78_376_4120_116,78_376,4120,1.44,1.385785146942923,0
3,18_78_376_4120_116,78_376,4120,0.186,0.26255050461071283,1
4,18_78_376_4120_116,78_376,4120,1.44,1.4907645418345636,0
4,18_78_376_4120_116,78_376,4120,0.186,0.0002901695891562701,1
5,18_78_376_4120_116,78_376,4120,1.44,1.42070622449753,0
5,18_78_376_4120_116,78_376,4120,0.186,0.15752305076442874,1
6,18_78_376_4120_116,78_376,4120,1.44,1.4279594348348046,0
6,18_78_376_4120_116,78_376,4120,0.186,0.019726314045797593,1
7,18_78_376_4120_116,78_376,4120,1.44,1.473620294760518,0
7,18_78_376_4120_116,78_376,4120,0.186,0.23420404147299081,1
8,18_78_376_4120_116,78_376,4120,1.44,1.3708408048886658,0
8,18_78_376_4120_116,78_376,4120,0.186,0.0872125599070069,1
9,18_78_376_4120_116,78_376,4120,1.44,1.477964624683594,0
9,18_78_376_4120_116,78_376,4120,0.186,0.35930847356909595,1
10,18_78_376_4120_116,78_376,4120,1.44,1.4441936162199862,0
10,18_78_376_4120_116,78_376,4120,0.186,0.2858900703369508,1
11,18_78_376_4120_116,78_376,4120,1.44,1.4629907285287767,0
11,18_78_376_4120_116,78_376,4120,0.186,0.22066414927673514,1
12,18_78_376_4120_116,78_376,4120,1.44,1.4091505531690827,0
12,18_78_376_4120_116,78_376,4120,0.186,0.060523742653636387,1
13,18_78_376_4120_116,78_376,4120,1.44,1.3170687161378012,0
13,18_78_376_4120_116,78_376,4120,0.186,0.11437316770379027,1
14,18_78_376_4120_116,78_376,4120,1.44,1.4415874037777403,0
14,18_78_376_4120_116,78_376,4120,0.186,0.20417717803365718,1
0,106_75_373_9130_91,75_373,9130,1.236,1.4242913486826527,0
0,106_75_373_9130_91,75_373,9130,0.006,0.1435713096026963,1
1,106_75_373_9130_91,75_373,9130,1.236,1.267708435207384,0
1,106_75_373_9130_91,75_373,9130,0.006,0,1
2,106_75_373_9130_91,75_373,9130,1.236,1.2803772255005923,0
2,106_75_373_9130_91,75_373,9130,0.006,0.011474019450792024,1
3,106_75_373_9130_91,75_373,9130,1.236,1.2401215596066253,0
3,106_75_373_9130_91,75_373,9130,0.006,0,1
4,106_75_373_9130_91,75_373,9130,1.236,1.2701396711360577,0
4,106_75_373_9130_91,75_373,9130,0.006,0.011575432564564387,1
5,106_75_373_9130_91,75_373,9130,1.236,1.2409559961875498,0
5,106_75_373_9130_91,75_373,9130,0.006,0,1
6,106_75_373_9130_91,75_373,9130,1.236,1.2301710892712208,0
6,106_75_373_9130_91,75_373,9130,0.006,0,1
7,106_75_373_9130_91,75_373,9130,1.236,1.2268260488684055,0
7,106_75_373_9130_91,75_373,9130,0.006,0,1
8,106_75_373_9130_91,75_373,9130,1.236,1.2469947647984954,0
8,106_75_373_9130_91,75_373,9130,0.006,0.011522934119764922,1
9,106_75_373_9130_91,75_373,9130,1.236,1.272594045293891,0
9,106_75_373_9130_91,75_373,9130,0.006,0,1
10,106_75_373_9130_91,75_373,9130,1.236,1.2099859587078001,0
10,106_75_373_9130_91,75_373,9130,0.006,0.011476796028584884,1
11,106_75_373_9130_91,75_373,9130,1.236,1.265240164006593,0
11,106_75_373_9130_91,75_373,9130,0.006,0,1
12,106_75_373_9130_91,75_373,9130,1.236,1.2453627683523043,0
12,106_75_373_9130_91,75_373,9130,0.006,0,1
13,106_75_373_9130_91,75_373,9130,1.236,1.2860509536177034,0
13,106_75_373_9130_91,75_373,9130,0.006,0,1
14,106_75_373_9130_91,75_373,9130,1.236,1.2442706765547753,0
14,106_75_373_9130_91,75_373,9130,0.006,0.002899938055967648,1
0,58_78_376_2130_155,78_376,2130,1.02,1.2227101501289985,0
0,58_78_376_2130_155,78_376,2130,0.33,0.011572564523490217,1
1,58_78_376_2130_155,78_376,2130,1.02,1.0085161674715086,0
1,58_78_376_2130_155,78_376,2130,0.33,0.3300676322691963,1
2,58_78_376_2130_155,78_376,2130,1.02,1.0421875874385322,0
2,58_78_376_2130_155,78_376,2130,0.33,0.3002163079845437,1
3,58_78_376_2130_155,78_376,2130,1.02,1.1489794939204347,0
3,58_78_376_2130_155,78_376,2130,0.33,0.3304134437140691,1
4,58_78_376_2130_155,78_376,2130,1.02,0.937783352218588,0
4,58_78_376_2130_155,78_376,2130,0.33,0.2784062581619891,1
5,58_78_376_2130_155,78_376,2130,1.02,0.9741252257499466,0
5,58_78_376_2130_155,78_376,2130,0.33,0.3339043841130889,1
6,58_78_376_2130_155,78_376,2130,1.02,1.004602853703862,0
6,58_78_376_2130_155,78_376,2130,0.33,0.33242506756037593,1
7,58_78_376_2130_155,78_376,2130,1.02,0.8312965214215697,0
7,58_78_376_2130_155,78_376,2130,0.33,0.27257287207422276,1
8,58_78_376_2130_155,78_376,2130,1.02,1.0692822231671708,0
8,58_78_376_2130_155,78_376,2130,0.33,0.3326750764738943,1
9,58_78_376_2130_155,78_376,2130,1.02,1.0887314370700056,0
9,58_78_376_2130_155,78_376,2130,0.33,0.3176769764737189,1
10,58_78_376_2130_155,78_376,2130,1.02,1.10688037534611,0
10,58_78_376_2130_155,78_376,2130,0.33,0.2677201626821533,1
11,58_78_376_2130_155,78_376,2130,1.02,0.9700108447543715,0
11,58_78_376_2130_155,78_376,2130,0.33,0.15586621906685152,1
12,58_78_376_2130_155,78_376,2130,1.02,0.9458427353491352,0
12,58_78_376_2130_155,78_376,2130,0.33,0.3006877166867765,1
13,58_78_376_2130_155,78_376,2130,1.02,0.9694030427841945,0
13,58_78_376_2130_155,78_376,2130,0.33,0.49999943080718734,1
14,58_78_376_2130_155,78_376,2130,1.02,0.9384607789910092,0
14,58_78_376_2130_155,78_376,2130,0.33,0.34490291937727907,1
0,21_77_375_7110_102,77_375,7110,1.308,1.0635341834512715,0
0,21_77_375_7110_102,77_375,7110,0.672,0.49622020179872284,1
1,21_77_375_7110_102,77_375,7110,1.308,1.4934960031809363,0
1,21_77_375_7110_102,77_375,7110,0.672,0.6410552943939586,1
2,21_77_375_7110_102,77_375,7110,1.308,1.4292329107400255,0
2,21_77_375_7110_102,77_375,7110,0.672,0.6946413533578952,1
3,21_77_375_7110_102,77_375,7110,1.308,1.4366961258366229,0
3,21_77_375_7110_102,77_375,7110,0.672,0.5263830610898411,1
4,21_77_375_7110_102,77_375,7110,1.308,1.4440466551114282,0
4,21_77_375_7110_102,77_375,7110,0.672,0.7130043685498146,1
5,21_77_375_7110_102,77_375,7110,1.308,1.237796405242817,0
5,21_77_375_7110_102,77_375,7110,0.672,0.7411846549690358,1
6,21_77_375_7110_102,77_375,7110,1.308,1.4471365488764183,0
6,21_77_375_7110_102,77_375,7110,0.672,0.6220982295429761,1
7,21_77_375_7110_102,77_375,7110,1.308,1.3134932218611899,0
7,21_77_375_7110_102,77_375,7110,0.672,0.7152733995955592,1
8,21_77_375_7110_102,77_375,7110,1.308,1.2641156369354933,0
8,21_77_375_7110_102,77_375,7110,0.672,0.6204673961812436,1
9,21_77_375_7110_102,77_375,7110,1.308,1.1713317992454821,0
9,21_77_375_7110_102,77_375,7110,0.672,0.8472780504408264,1
10,21_77_375_7110_102,77_375,7110,1.308,1.2581843937349702,0
10,21_77_375_7110_102,77_375,7110,0.672,0.8264811618642685,1
11,21_77_375_7110_102,77_375,7110,1.308,1.335144197541001,0
11,21_77_375_7110_102,77_375,7110,0.672,0.6709401309976892,1
12,21_77_375_7110_102,77_375,7110,1.308,1.361495355322044,0
12,21_77_375_7110_102,77_375,7110,0.672,0.7124211411215955,1
13,21_77_375_7110_102,77_375,7110,1.308,1.235098367935842,0
13,21_77_375_7110_102,77_375,7110,0.672,0.6904499406801503,1
14,21_77_375_7110_102,77_375,7110,1.308,1.4281804764539334,0
14,21_77_375_7110_102,77_375,7110,0.672,0.7088776505448343,1
0,5_77_376_6130_107,77_376,6130,1.38,1.253624521223258,0
0,5_77_376_6130_107,77_376,6130,0.6,0.6447029398544042,1
1,5_77_376_6130_107,77_376,6130,1.38,1.4049939416413961,0
1,5_77_376_6130_107,77_376,6130,0.6,0.6378024132884331,1
2,5_77_376_6130_107,77_376,6130,1.38,1.2999516940791493,0
2,5_77_376_6130_107,77_376,6130,0.6,0.5689290000787952,1
3,5_77_376_6130_107,77_376,6130,1.38,1.4305499036488472,0
3,5_77_376_6130_107,77_376,6130,0.6,0.4464449363491291,1
4,5_77_376_6130_107,77_376,6130,1.38,1.5153209677450923,0
4,5_77_376_6130_107,77_376,6130,0.6,0.5162211828179994,1
5,5_77_376_6130_107,77_376,6130,1.38,1.246267373409752,0
5,5_77_376_6130_107,77_376,6130,0.6,0.5410222370498586,1
6,5_77_376_6130_107,77_376,6130,1.38,1.2980824680830985,0
6,5_77_376_6130_107,77_376,6130,0.6,0.7201487864124373,1
7,5_77_376_6130_107,77_376,6130,1.38,1.4439222203536706,0
7,5_77_376_6130_107,77_376,6130,0.6,0.774725120264892,1
8,5_77_376_6130_107,77_376,6130,1.38,1.2554105409817178,0
8,5_77_376_6130_107,77_376,6130,0.6,0.5600716532251081,1
9,5_77_376_6130_107,77_376,6130,1.38,1.3012998327160419,0
9,5_77_376_6130_107,77_376,6130,0.6,0.6579418658687562,1
10,5_77_376_6130_107,77_376,6130,1.38,1.2413984979162884,0
10,5_77_376_6130_107,77_376,6130,0.6,0.6409377521953898,1
11,5_77_376_6130_107,77_376,6130,1.38,1.4760543095349554,0
11,5_77_376_6130_107,77_376,6130,0.6,0.538309535125491,1
12,5_77_376_6130_107,77_376,6130,1.38,1.5261476201087925,0
12,5_77_376_6130_107,77_376,6130,0.6,0.5623452167362277,1
13,5_77_376_6130_107,77_376,6130,1.38,1.32818414255222,0
13,5_77_376_6130_107,77_376,6130,0.6,0.5973618096336609,1
14,5_77_376_6130_107,77_376,6130,1.38,1.5539505881602154,0
14,5_77_376_6130_107,77_376,6130,0.6,0.7787649473671925,1
0,8_76_376_7130_101,76_376,7130,1.11,1.3059294185007821,0
0,8_76_376_7130_101,76_376,7130,0.45599999999999996,0.5600423793864423,1
1,8_76_376_7130_101,76_376,7130,1.11,1.177675692673249,0
1,8_76_376_7130_101,76_376,7130,0.45599999999999996,0.44426542454136225,1
2,8_76_376_7130_101,76_376,7130,1.11,1.1697783796127392,0
2,8_76_376_7130_101,76_376,7130,0.45599999999999996,0.5448351074617804,1
3,8_76_376_7130_101,76_376,7130,1.11,1.0694896581240023,0
3,8_76_376_7130_101,76_376,7130,0.45599999999999996,0.4410991619038646,1
