params_id,sim_id,RMSE (% Corg),Corg_0,Corg_1,Corg_2,Corg_3,Corg_4
7,103_78_374_2130_135,0.0267,2.5285,0.5046
8,103_78_374_2130_135,0.0622,2.3513,0.5222
9,103_78_374_2130_135,0.1329,2.999,0.4997
10,103_78_374_2130_135,0.0733,2.4615,0.4904
11,103_78_374_2130_135,0.1501,2.4638,0.3216
12,103_78_374_2130_135,0.0628,2.4351,0.4638
13,103_78_374_2130_135,0.1227,2.1347,0.5709
14,103_78_374_2130_135,0.3142,1.7315,0.4968
0,3_77_377_2120_111,0.0644,1.6561,0.1714
1,3_77_377_2120_111,0.132,1.3402,0.0
2,3_77_377_2120_111,0.0248,1.295,0.1659
3,3_77_377_2120_111,0.0559,1.4947,0.1903
4,3_77_377_2120_111,0.0553,1.4127,0.2687
5,3_77_377_2120_111,0.0467,1.5253,0.1454
6,3_77_377_2120_111,0.0341,1.4276,0.1616
7,3_77_377_2120_111,0.0784,1.4585,0.0824
8,3_77_377_2120_111,0.0319,1.3073,0.1933
9,3_77_377_2120_111,0.0454,1.1925,0.1642
10,3_77_377_2120_111,0.114,1.464,0.372
11,3_77_377_2120_111,0.0954,1.5208,0.1457
12,3_77_377_2120_111,0.0841,1.2913,0.1147
13,3_77_377_2120_111,0.0526,1.5594,0.1746
14,3_77_377_2120_111,0.1035,1.5745,0.3055
0,5_76_373_8130_62,0.2441,2.4453,0.6328
1,5_76_373_8130_62,0.0714,1.8591,0.881
2,5_76_373_8130_62,0.0335,1.8628,0.8353
3,5_76_373_8130_62,0.1037,1.601,0.6895
4,5_76_373_8130_62,0.086,1.9033,0.926
5,5_76_373_8130_62,0.1101,1.9008,0.9554
6,5_76_373_8130_62,0.0018,1.7816,0.7586
7,5_76_373_8130_62,0.1157,1.7872,0.6105
8,5_76_373_8130_62,0.0663,1.98,0.7501
9,5_76_373_8130_62,0.091,2.1274,0.7695
10,5_76_373_8130_62,0.1922,2.1436,1.0494
11,5_76_373_8130_62,0.007,1.7865,0.7611
12,5_76_373_8130_62,0.061,1.8985,0.6764
13,5_76_373_8130_62,0.0475,1.9001,0.7671
14,5_76_373_8130_62,0.0568,1.8248,0.6724
0,92_78_374_6110_155,0.0082,1.8089,0.1915
1,92_78_374_6110_155,0.1282,1.8642,0.384
2,92_78_374_6110_155,0.0506,1.6407,0.1809
3,92_78_374_6110_155,0.0638,1.6012,0.1222
4,92_78_374_6110_155,0.0895,1.5854,0.1616
5,92_78_374_6110_155,0.0481,1.869,0.2654
6,92_78_374_6110_155,0.1367,1.9453,0.2198
7,92_78_374_6110_155,0.0359,1.7089,0.1944
8,92_78_374_6110_155,0.0776,1.7341,0.0857
9,92_78_374_6110_155,0.1361,1.7328,0.0003
10,92_78_374_6110_155,0.1053,1.9629,0.0936
11,92_78_374_6110_155,0.1271,1.4729,0.3184
12,92_78_374_6110_155,0.0252,1.7103,0.2194
13,92_78_374_6110_155,0.1144,1.9219,0.2148
14,92_78_374_6110_155,0.0613,1.796,0.1369
0,5_77_373_5130_52,0.0894,1.7248,0.8692
1,5_77_373_5130_52,0.0349,1.5576,0.7248
2,5_77_373_5130_52,0.0519,1.6563,0.7663
3,5_77_373_5130_52,0.14,1.2992,0.6907
4,5_77_373_5130_52,0.0456,1.4925,0.7142
5,5_77_373_5130_52,0.0526,1.598,0.7717
6,5_77_373_5130_52,0.1229,1.7967,0.7361
7,5_77_373_5130_52,0.0771,1.7349,0.8458
8,5_77_373_5130_52,0.0495,1.6217,0.7984
9,5_77_373_5130_52,0.1752,1.7486,0.5104
10,5_77_373_5130_52,0.042,1.6438,0.6726
11,5_77_373_5130_52,0.0629,1.585,0.8198
12,5_77_373_5130_52,0.062,1.5496,0.6534
13,5_77_373_5130_52,0.0508,1.6271,0.7994
14,5_77_373_5130_52,0.1098,1.8147,0.6621
0,27_76_373_8130_62,0.0806,1.4054,0.0002
1,27_76_373_8130_62,0.0272,1.3915,0.1242
2,27_76_373_8130_62,0.0751,1.3542,0.228
3,27_76_373_8130_62,0.0807,1.2787,0.0009
4,27_76_373_8130_62,0.0538,1.4168,0.1107
5,27_76_373_8130_62,0.0671,1.3868,0.228
6,27_76_373_8130_62,0.0709,1.311,0.228
7,27_76_373_8130_62,0.0677,1.381,0.228
8,27_76_373_8130_62,0.016,1.2841,0.145
9,27_76_373_8130_62,0.077,1.3328,0.0156
10,27_76_373_8130_62,0.082,1.2394,0.228
11,27_76_373_8130_62,0.0837,1.2353,0.0
12,27_76_373_8130_62,0.0686,1.3459,0.228
13,27_76_373_8130_62,0.071,1.3463,0.228
14,27_76_373_8130_62,0.0747,1.3767,0.228
0,10_77_375_6120_102,0.1455,2.2342,0.3256
1,10_77_375_6120_102,0.1253,2.1476,0.2778
2,10_77_375_6120_102,0.0457,1.7144,0.4319
3,10_77_375_6120_102,0.0856,1.7814,0.5067
4,10_77_375_6120_102,0.0633,1.9906,0.3904
5,10_77_375_6120_102,0.0756,1.8872,0.2561
6,10_77_375_6120_102,0.1143,1.5106,0.4324
7,10_77_375_6120_102,0.0279,1.8461,0.3332
8,10_77_375_6120_102,0.0971,1.573,0.4233
9,10_77_375_6120_102,0.0184,1.8093,0.4154
10,10_77_375_6120_102,0.0764,1.8595,0.253
11,10_77_375_6120_102,0.0509,1.7458,0.4551
12,10_77_375_6120_102,0.1477,1.98,0.5838
13,10_77_375_6120_102,0.1089,1.5845,0.2931
14,10_77_375_6120_102,0.026,1.7245,0.3687
0,50_77_378_5120_90,0.0423,0.4082,0.2857
1,50_77_378_5120_90,0.1243,0.0005,0.1507
2,50_77_378_5120_90,0.2087,0.0024,0.0272
3,50_77_378_5120_90,0.08,0.122,0.2629
4,50_77_378_5120_90,0.0353,0.0,0.3427
5,50_77_378_5120_90,0.0328,0.1431,0.3574
6,50_77_378_5120_90,0.0118,0.2286,0.3334
7,50_77_378_5120_90,0.0409,0.3309,0.3644
8,50_77_378_5120_90,0.1429,0.0027,0.5451
9,50_77_378_5120_90,0.096,0.0019,0.3732
10,50_77_378_5120_90,0.1561,0.0613,0.6
11,50_77_378_5120_90,0.065,0.1496,0.4431
12,50_77_378_5120_90,0.1594,0.2255,0.6
13,50_77_378_5120_90,0.1312,0.219,0.4384
14,50_77_378_5120_90,0.0625,0.382,0.2665
0,5_77_376_7120_102,0.0691,1.9887,0.7947
1,5_77_376_7120_102,0.0718,1.8029,0.6363
2,5_77_376_7120_102,0.1924,1.595,0.4425
3,5_77_376_7120_102,0.107,1.7607,0.9
4,5_77_376_7120_102,0.0979,1.5791,0.7892
5,5_77_376_7120_102,0.0759,1.9796,0.8486
6,5_77_376_7120_102,0.2913,1.5636,1.2
7,5_77_376_7120_102,0.0802,1.994,0.7219
8,5_77_376_7120_102,0.0311,1.6953,0.6943
9,5_77_376_7120_102,0.0218,1.736,0.7368
10,5_77_376_7120_102,0.0246,1.8364,0.713
11,5_77_376_7120_102,0.0681,1.8339,0.6883
12,5_77_376_7120_102,0.0978,1.9866,0.753
13,5_77_376_7120_102,0.1033,1.5459,0.8063
14,5_77_376_7120_102,0.0598,1.6783,0.6334
0,23_75_373_9110_91,0.1579,1.7147,1.0732
1,23_75_373_9110_91,0.0721,1.3209,1.0848
2,23_75_373_9110_91,0.051,1.3308,1.1725
3,23_75_373_9110_91,0.0248,1.2545,1.1293
4,23_75_373_9110_91,0.0462,1.1735,1.2273
5,23_75_373_9110_91,0.2678,0.8284,1.159
6,23_75_373_9110_91,0.1326,1.2913,0.9297
7,23_75_373_9110_91,0.0274,1.4229,1.2143
8,23_75_373_9110_91,0.0392,1.3586,1.1692
9,23_75_373_9110_91,0.1583,1.4004,0.9789
10,23_75_373_9110_91,0.1059,1.2739,1.0106
11,23_75_373_9110_91,0.179,1.5491,0.9952
12,23_75_373_9110_91,0.1827,1.0453,1.363
13,23_75_373_9110_91,0.1032,1.1567,1.1193
14,23_75_373_9110_91,0.1021,1.5294,1.1705
0,28_77_372_6110_129,0.1521,1.4317,0.4811
1,28_77_372_6110_129,0.0738,1.3895,0.3387
2,28_77_372_6110_129,0.0758,1.3315,0.3268
3,28_77_372_6110_129,0.0558,1.357,0.3201
4,28_77_372_6110_129,0.1144,1.709,0.3726
5,28_77_372_6110_129,0.0441,1.4665,0.2862
6,28_77_372_6110_129,0.1428,1.6309,0.4334
7,28_77_372_6110_129,0.1659,1.5339,0.527
8,28_77_372_6110_129,0.0502,1.3798,0.2491
9,28_77_372_6110_129,0.063,1.4967,0.3759
10,28_77_372_6110_129,0.0713,1.5482,0.184
11,28_77_372_6110_129,0.1335,1.2221,0.3869
12,28_77_372_6110_129,0.1266,1.6096,0.4478
13,28_77_372_6110_129,0.0637,1.5208,0.1976
14,28_77_372_6110_129,0.0915,1.6503,0.2942
0,21_77_376_5130_107,0.0088,1.6427,0.7355
1,21_77_376_5130_107,0.0719,1.4793,0.6383
2,21_77_376_5130_107,0.0233,1.3806,0.744
3,21_77_376_5130_107,0.1695,1.6057,0.9919
4,21_77_376_5130_107,0.0359,1.3888,0.7687
5,21_77_376_5130_107,0.1366,1.4226,0.9566
6,21_77_376_5130_107,0.1159,1.4203,0.9169
7,21_77_376_5130_107,0.0383,1.5184,0.7924
8,21_77_376_5130_107,0.0403,1.5376,0.6972
9,21_77_376_5130_107,0.0547,1.5041,0.8409
10,21_77_376_5130_107,0.0691,1.6088,0.6545
11,21_77_376_5130_107,0.0817,1.2929,0.8017
12,21_77_376_5130_107,0.0915,1.5106,0.9013
13,21_77_376_5130_107,0.1533,1.3185,0.5217
14,21_77_376_5130_107,0.035,1.4395,0.7184
0,107_78_375_6130_135,0.0634,0.9406,0.7475
1,107_78_375_6130_135,0.0967,1.0868,0.737
2,107_78_375_6130_135,0.1466,1.0035,0.4582
3,107_78_375_6130_135,0.1465,0.7712,0.4886
4,107_78_375_6130_135,0.0898,1.0779,0.634
5,107_78_375_6130_135,0.1193,1.1414,0.7756
6,107_78_375_6130_135,0.1596,0.9895,0.8902
7,107_78_375_6130_135,0.1689,0.8387,0.9027
8,107_78_375_6130_135,0.0939,1.0919,0.6599
9,107_78_375_6130_135,0.0506,0.8973,0.7468
10,107_78_375_6130_135,0.1028,1.1136,0.7195
11,107_78_375_6130_135,0.099,1.0669,0.7314
12,107_78_375_6130_135,0.1821,0.6409,0.5967
13,107_78_375_6130_135,0.0917,1.1081,0.7123
14,107_78_375_6130_135,0.018,0.9855,0.6539
0,10_78_373_2120_90,0.0215,1.9994,0.048
1,10_78_373_2120_90,0.016,1.9869,0.048
2,10_78_373_2120_90,0.017,1.9042,0.0
3,10_78_373_2120_90,0.0258,1.8584,0.048
4,10_78_373_2120_90,0.0178,1.9241,0.048
5,10_78_373_2120_90,0.0171,2.0171,0.0097
6,10_78_373_2120_90,0.0188,1.8189,0.0001
7,10_78_373_2120_90,0.0216,1.8996,0.048
8,10_78_373_2120_90,0.0161,1.859,0.048
9,10_78_373_2120_90,0.0301,1.9999,0.0331
10,10_78_373_2120_90,0.0179,1.9262,0.0
11,10_78_373_2120_90,0.0164,1.8273,0.048
12,10_78_373_2120_90,0.0212,1.9082,0.0001
13,10_78_373_2120_90,0.0178,1.8462,0.0001
14,10_78_373_2120_90,0.0237,1.8716,0.0
0,21_77_375_6130_129,0.1209,1.8182,0.372
1,21_77_375_6130_129,0.0795,2.0002,0.2438
2,21_77_375_6130_129,0.0424,1.8247,0.245
3,21_77_375_6130_129,0.0401,1.7504,0.1809
4,21_77_375_6130_129,0.0564,1.6661,0.2148
5,21_77_375_6130_129,0.1103,1.7898,0.3563
6,21_77_375_6130_129,0.1226,1.6264,0.372
7,21_77_375_6130_129,0.0598,1.6507,0.1476
8,21_77_375_6130_129,0.0454,1.7578,0.2529
9,21_77_375_6130_129,0.0291,1.8326,0.1633
10,21_77_375_6130_129,0.0813,1.6497,0.2742
11,21_77_375_6130_129,0.1239,1.7314,0.372
12,21_77_375_6130_129,0.1178,1.9615,0.1119
13,21_77_375_6130_129,0.0388,1.7072,0.2464
14,21_77_375_6130_129,0.1088,1.908,0.215
0,18_77_373_6130_137,0.1575,1.8167,0.8196
1,18_77_373_6130_137,0.064,2.0786,0.9492
2,18_77_373_6130_137,0.0689,2.0509,0.9194
3,18_77_373_6130_137,0.0472,1.8305,0.9991
4,18_77_373_6130_137,0.0788,2.0313,1.1761
5,18_77_373_6130_137,0.0688,2.0072,0.9492
6,18_77_373_6130_137,0.1087,1.6886,1.0175
7,18_77_373_6130_137,0.0229,2.0679,0.9814
8,18_77_373_6130_137,0.1875,1.6352,0.8359
9,18_77_373_6130_137,0.0246,2.1361,1.0154
10,18_77_373_6130_137,0.0407,2.1941,1.0441
11,18_77_373_6130_137,0.055,1.9852,0.9106
12,18_77_373_6130_137,0.0471,2.1258,1.0227
13,18_77_373_6130_137,0.0575,1.9469,1.0829
14,18_77_373_6130_137,0.1353,1.6971,0.8654
0,23_76_375_7130_101,0.0674,1.6973,0.0226
1,23_76_375_7130_101,0.0656,1.5236,0.183
2,23_76_375_7130_101,0.0767,1.5355,0.228
3,23_76_375_7130_101,0.0395,1.4639,0.1518
4,23_76_375_7130_101,0.0459,1.5277,0.075
5,23_76_375_7130_101,0.0321,1.6443,0.0727
6,23_76_375_7130_101,0.0829,1.5845,0.228
7,23_76_375_7130_101,0.0518,1.62,0.1943
8,23_76_375_7130_101,0.0444,1.6419,0.1004
9,23_76_375_7130_101,0.054,1.4607,0.0957
10,23_76_375_7130_101,0.0528,1.4999,0.1015
11,23_76_375_7130_101,0.0841,1.5701,0.0002
12,23_76_375_7130_101,0.0377,1.5078,0.1064
13,23_76_375_7130_101,0.0486,1.5159,0.0498
14,23_76_375_7130_101,0.0401,1.6303,0.1037
0,30_77_372_6130_193,0.5846,12.4447,3.8643
1,30_77_372_6130_193,3.5227,5.4552,2.3617
2,30_77_372_6130_193,1.6192,9.5347,5.6238
3,30_77_372_6130_193,0.3962,10.6782,4.3629
4,30_77_372_6130_193,0.2713,11.347,3.9556
5,30_77_372_6130_193,0.2491,12.0542,3.8113
6,30_77_372_6130_193,0.1035,10.6689,3.7
7,30_77_372_6130_193,0.2818,11.8205,3.5084
8,30_77_372_6130_193,0.8282,9.8674,4.1762
9,30_77_372_6130_193,0.0503,11.7214,3.9037
10,30_77_372_6130_193,1.5245,9.3661,2.4022
11,30_77_372_6130_193,0.793,10.7848,5.0851
12,30_77_372_6130_193,0.1511,11.3429,4.0323
13,30_77_372_6130_193,0.5738,10.2929,4.5251
14,30_77_372_6130_193,0.0714,11.0045,3.8653
0,21_77_376_7110_107,0.0919,1.7291,0.8014
1,21_77_376_7110_107,0.1058,1.6222,0.83
2,21_77_376_7110_107,0.0608,1.4168,0.8765
3,21_77_376_7110_107,0.0544,1.3751,0.824
4,21_77_376_7110_107,0.0902,1.3275,1.2
5,21_77_376_7110_107,0.0757,1.6633,0.8564
6,21_77_376_7110_107,0.0427,1.4799,0.9774
7,21_77_376_7110_107,0.0947,1.4894,1.1735
8,21_77_376_7110_107,0.1057,1.4503,0.716
9,21_77_376_7110_107,0.0031,1.3862,1.0362
10,21_77_376_7110_107,0.0511,1.5321,0.8843
11,21_77_376_7110_107,0.0332,1.4631,0.8689
12,21_77_376_7110_107,0.0325,1.4319,0.9673
13,21_77_376_7110_107,0.1154,1.4655,0.6479
14,21_77_376_7110_107,0.1516,1.1944,1.0128
0,17_77_373_6130_86,0.081,2.503,0.86
1,17_77_373_6130_86,0.0117,2.4491,0.7821
2,17_77_373_6130_86,0.0664,2.3896,0.9063
3,17_77_373_6130_86,0.1146,1.9412,0.7914
4,17_77_373_6130_86,0.0292,2.3274,0.7914
5,17_77_373_6130_86,0.0335,2.3348,0.8
6,17_77_373_6130_86,0.1411,2.4587,0.8324
7,17_77_373_6130_86,0.0515,2.4139,0.7279
8,17_77_373_6130_86,0.0502,2.1679,0.7373
9,17_77_373_6130_86,0.1911,1.952,0.8878
10,17_77_373_6130_86,0.1813,2.6761,0.5802
11,17_77_373_6130_86,0.016,2.1875,0.7597
12,17_77_373_6130_86,0.077,2.1692,0.8756
13,17_77_373_6130_86,0.0657,2.1175,0.8629
14,17_77_373_6130_86,0.149,2.0576,0.9909
0,8_76_373_8130_42,0.0251,1.2598,0.2837
1,8_76_373_8130_42,0.1544,1.5412,0.2692
2,8_76_373_8130_42,0.0568,1.1556,0.2055
3,8_76_373_8130_42,0.0776,1.1942,0.3995
4,8_76_373_8130_42,0.0868,1.3168,0.1939
5,8_76_373_8130_42,0.0995,1.2205,0.1482
6,8_76_373_8130_42,0.1822,1.2004,0.552
7,8_76_373_8130_42,0.0643,1.1881,0.2186
8,8_76_373_8130_42,0.1432,1.1922,0.497
9,8_76_373_8130_42,0.0975,0.9902,0.2121
10,8_76_373_8130_42,0.1593,1.2833,0.5187
11,8_76_373_8130_42,0.1302,1.3752,0.4008
12,8_76_373_8130_42,0.1165,1.2598,0.1171
13,8_76_373_8130_42,0.1062,1.0503,0.3433
14,8_76_373_8130_42,0.0865,1.378,0.3329
0,20_78_376_1110_101,0.0301,1.6501,0.2275
1,20_78_376_1110_101,0.032,1.637,0.1717
2,20_78_376_1110_101,0.1264,1.4827,0.384
3,20_78_376_1110_101,0.1444,1.5727,0.0
4,20_78_376_1110_101,0.0485,1.5044,0.1351
5,20_78_376_1110_101,0.0688,1.5213,0.1134
6,20_78_376_1110_101,0.059,1.3812,0.2624
7,20_78_376_1110_101,0.0533,1.4568,0.2213
8,20_78_376_1110_101,0.095,1.299,0.172
9,20_78_376_1110_101,0.0483,1.4291,0.2351
10,20_78_376_1110_101,0.1101,1.4374,0.3403
11,20_78_376_1110_101,0.0658,1.5541,0.2729
12,20_78_376_1110_101,0.0103,1.5468,0.2069
13,20_78_376_1110_101,0.0855,1.5739,0.0897
14,20_78_376_1110_101,0.1373,1.602,0.384
0,18_78_375_2110_86,0.0706,1.9829,0.3481
1,18_78_375_2110_86,0.0034,2.1521,0.4374
2,18_78_375_2110_86,0.0857,1.8872,0.4865
3,18_78_375_2110_86,0.1285,2.2072,0.4041
4,18_78_375_2110_86,0.0205,2.156,0.4544
5,18_78_375_2110_86,0.0661,1.9727,0.4174
6,18_78_375_2110_86,0.1569,2.2372,0.5025
7,18_78_375_2110_86,0.1054,2.1465,0.2813
8,18_78_375_2110_86,0.1072,1.7739,0.3718
9,18_78_375_2110_86,0.0266,2.1372,0.4025
10,18_78_375_2110_86,0.1891,1.7642,0.6436
11,18_78_375_2110_86,0.0488,1.9547,0.3568
12,18_78_375_2110_86,0.1137,1.7645,0.4095
13,18_78_375_2110_86,0.0509,1.9773,0.3569
14,18_78_375_2110_86,0.1626,2.057,0.1889
0,28_77_376_6130_107,0.1156,1.3276,0.7174
1,28_77_376_6130_107,0.0555,1.3622,0.517
2,28_77_376_6130_107,0.0927,1.0145,0.6016
3,28_77_376_6130_107,0.09,1.3617,0.4072
4,28_77_376_6130_107,0.0299,1.1705,0.5377
5,28_77_376_6130_107,0.0415,1.2483,0.5323
6,28_77_376_6130_107,0.073,1.1542,0.4388
7,28_77_376_6130_107,0.072,1.4508,0.5838
8,28_77_376_6130_107,0.1045,1.1469,0.6798
9,28_77_376_6130_107,0.0979,0.9687,0.5204
10,28_77_376_6130_107,0.0675,1.3406,0.6358
11,28_77_376_6130_107,0.089,1.3742,0.6034
12,28_77_376_6130_107,0.1054,1.4426,0.6333
13,28_77_376_6130_107,0.2471,1.3431,0.912
14,28_77_376_6130_107,0.1331,1.17,0.3293
0,5_77_377_5130_111,0.0946,1.4915,0.6483
1,5_77_377_5130_111,0.0843,1.2227,0.7054
2,5_77_377_5130_111,0.0437,1.154,0.9115
3,5_77_377_5130_111,0.0505,1.2778,0.8676
4,5_77_377_5130_111,0.0671,1.1405,0.7815
5,5_77_377_5130_111,0.1508,1.3488,0.5478
6,5_77_377_5130_111,0.2022,1.5397,1.0598
7,5_77_377_5130_111,0.1276,1.3715,0.584
8,5_77_377_5130_111,0.0719,1.3419,0.6793
9,5_77_377_5130_111,0.0338,1.1472,0.8926
10,5_77_377_5130_111,0.0295,1.3113,0.7733
11,5_77_377_5130_111,0.0882,1.3529,0.9313
12,5_77_377_5130_111,0.1057,1.5376,0.7737
13,5_77_377_5130_111,0.0583,1.4857,0.7405
14,5_77_377_5130_111,0.0764,1.4922,0.8454
0,107_79_376_1110_101,0.1467,1.1268,0.951
1,107_79_376_1110_101,0.1358,0.8096,0.8553
2,107_79_376_1110_101,0.089,0.9579,0.572
3,107_79_376_1110_101,0.0345,0.9647,0.6738
4,107_79_376_1110_101,0.0113,1.0213,0.6993
5,107_79_376_1110_101,0.0358,1.0688,0.6562
6,107_79_376_1110_101,0.0178,1.0155,0.6601
7,107_79_376_1110_101,0.0965,1.2694,0.7221
8,107_79_376_1110_101,0.0166,0.995,0.6843
9,107_79_376_1110_101,0.0624,1.0955,0.7645
10,107_79_376_1110_101,0.043,1.0902,0.65
11,107_79_376_1110_101,0.0909,1.1131,0.5778
12,107_79_376_1110_101,0.0751,1.1044,0.8136
13,107_79_376_1110_101,0.1685,0.8511,0.879
14,107_79_376_1110_101,0.0704,1.0438,0.8074
0,18_78_375_2110_135,0.0846,1.9792,0.0736
1,18_78_375_2110_135,0.0582,2.2332,0.1985
2,18_78_375_2110_135,0.0135,2.0517,0.1821
3,18_78_375_2110_135,0.0154,1.8546,0.1923
4,18_78_375_2110_135,0.1131,2.2883,0.2797
5,18_78_375_2110_135,0.1121,2.2332,0.0651
6,18_78_375_2110_135,0.1234,1.8608,0.372
7,18_78_375_2110_135,0.0624,1.9573,0.2792
8,18_78_375_2110_135,0.0901,2.1404,0.1609
9,18_78_375_2110_135,0.106,1.8661,0.0889
10,18_78_375_2110_135,0.1176,1.9276,0.0349
11,18_78_375_2110_135,0.0388,1.8201,0.1987
12,18_78_375_2110_135,0.0464,1.8627,0.1923
13,18_78_375_2110_135,0.0654,1.9727,0.2692
14,18_78_375_2110_135,0.0167,1.8692,0.1946
0,21_77_373_6130_140,0.4037,0.9766,0.5298
1,21_77_373_6130_140,0.0208,1.917,0.7918
2,21_77_373_6130_140,0.1092,1.8848,0.5899
3,21_77_373_6130_140,0.0766,1.7633,0.6299
4,21_77_373_6130_140,0.0273,1.8361,0.8012
5,21_77_373_6130_140,0.0532,1.7863,0.7045
6,21_77_373_6130_140,0.0486,1.599,0.7515
7,21_77_373_6130_140,0.1431,2.1365,0.81
8,21_77_373_6130_140,0.0286,1.708,0.7729
9,21_77_373_6130_140,0.0662,1.9675,0.6863
10,21_77_373_6130_140,0.1219,1.5957,0.6671
11,21_77_373_6130_140,0.0837,1.5418,0.7469
12,21_77_373_6130_140,0.1317,1.509,0.8252
13,21_77_373_6130_140,0.0803,1.6396,0.849
14,21_77_373_6130_140,0.1203,1.6082,0.5771
0,23_76_372_8130_137,0.0648,1.5612,0.2168
1,23_76_372_8130_137,0.066,1.6543,0.064
2,23_76_372_8130_137,0.0756,1.5422,0.228
3,23_76_372_8130_137,0.0814,1.4766,0.0002
4,23_76_372_8130_137,0.0243,1.5595,0.1051
5,23_76_372_8130_137,0.071,1.5652,0.228
6,23_76_372_8130_137,0.0159,1.4611,0.139
7,23_76_372_8130_137,0.0774,1.6061,0.228
8,23_76_372_8130_137,0.0806,1.4568,0.0004
9,23_76_372_8130_137,0.0708,1.4872,0.228
10,23_76_372_8130_137,0.0536,1.6056,0.0643
11,23_76_372_8130_137,0.042,1.366,0.149
12,23_76_372_8130_137,0.0655,1.6334,0.0987
13,23_76_372_8130_137,0.0847,1.3943,0.228
14,23_76_372_8130_137,0.0547,1.3688,0.1
0,15_75_374_6120_76,0.0388,1.1923,0.0611
1,15_75_374_6120_76,0.044,0.9355,0.118
2,15_75_374_6120_76,0.0543,1.0821,0.1346
3,15_75_374_6120_76,0.0841,1.1302,0.228
4,15_75_374_6120_76,0.0806,0.9757,0.0012
5,15_75_374_6120_76,0.0813,1.1144,0.0002
6,15_75_374_6120_76,0.0659,0.9246,0.0801
7,15_75_374_6120_76,0.0778,1.1807,0.228
8,15_75_374_6120_76,0.0469,0.9996,0.0537
9,15_75_374_6120_76,0.0764,0.9726,0.228
10,15_75_374_6120_76,0.0751,1.1351,0.2161
11,15_75_374_6120_76,0.0767,1.0001,0.228
12,15_75_374_6120_76,0.0938,0.9824,0.0001
13,15_75_374_6120_76,0.0598,1.017,0.0777
14,15_75_374_6120_76,0.0655,1.0338,0.0335
0,5_76_375_7120_106,0.0564,1.8389,0.8308
1,5_76_375_7120_106,0.0557,1.7626,0.8461
2,5_76_375_7120_106,0.0112,1.7656,0.7629
3,5_76_375_7120_106,0.0423,1.6708,0.787
4,5_76_375_7120_106,0.1073,1.5383,0.7215
5,5_76_375_7120_106,0.0853,2.021,0.7409
6,5_76_375_7120_106,0.0461,1.7606,0.6944
7,5_76_375_7120_106,0.1025,1.9161,0.8846
8,5_76_375_7120_106,0.0517,1.7853,0.7956
9,5_76_375_7120_106,0.1135,1.864,0.9314
10,5_76_375_7120_106,0.083,1.6793,0.8608
11,5_76_375_7120_106,0.0372,1.7545,0.7271
12,5_76_375_7120_106,0.0851,1.7644,0.5857
13,5_76_375_7120_106,0.0399,1.7641,0.7478
14,5_76_375_7120_106,0.0837,1.7848,0.8454
0,17_77_377_5120_191,0.0785,1.8785,0.6571
1,17_77_377_5120_191,0.0435,2.0406,0.8292
2,17_77_377_5120_191,0.0516,2.0347,0.7159
3,17_77_377_5120_191,0.0604,1.7455,0.6833
4,17_77_377_5120_191,0.0622,1.8308,0.7395
5,17_77_377_5120_191,0.0379,2.0529,0.8069
6,17_77_377_5120_191,0.0702,1.7201,0.6723
7,17_77_377_5120_191,0.0258,2.0203,0.7349
