p_id,sim_id,row_col,rot_id,obs_corg,sim_corg,profile
3,5_76_374_7110_74,76_374,7110,0.6,0.6010036393208368,1
4,5_76_374_7110_74,76_374,7110,1.38,1.4981459351393076,0
4,5_76_374_7110_74,76_374,7110,0.6,0.94865721476581,1
5,5_76_374_7110_74,76_374,7110,1.38,1.3094592890388839,0
5,5_76_374_7110_74,76_374,7110,0.6,0.6258475066554631,1
6,5_76_374_7110_74,76_374,7110,1.38,1.3713579574541808,0
6,5_76_374_7110_74,76_374,7110,0.6,0.547001359312803,1
7,5_76_374_7110_74,76_374,7110,1.38,1.413608096272642,0
7,5_76_374_7110_74,76_374,7110,0.6,0.5550301376741272,1
8,5_76_374_7110_74,76_374,7110,1.38,1.5053623602521484,0
8,5_76_374_7110_74,76_374,7110,0.6,0.5677634075991022,1
9,5_76_374_7110_74,76_374,7110,1.38,1.2870655010588044,0
9,5_76_374_7110_74,76_374,7110,0.6,0.7060899294242562,1
10,5_76_374_7110_74,76_374,7110,1.38,1.4450695554120618,0
10,5_76_374_7110_74,76_374,7110,0.6,0.7216339591300704,1
11,5_76_374_7110_74,76_374,7110,1.38,1.3877728475854783,0
11,5_76_374_7110_74,76_374,7110,0.6,0.489428547242214,1
12,5_76_374_7110_74,76_374,7110,1.38,1.4528457642382882,0
12,5_76_374_7110_74,76_374,7110,0.6,0.6320190012363724,1
13,5_76_374_7110_74,76_374,7110,1.38,1.2769725114981638,0
13,5_76_374_7110_74,76_374,7110,0.6,0.5896647054497816,1
14,5_76_374_7110_74,76_374,7110,1.38,1.4040792306643501,0
14,5_76_374_7110_74,76_374,7110,0.6,0.574943588529302,1
0,16_78_375_4110_135,78_375,4110,1.14,1.408521940819993,0
0,16_78_375_4110_135,78_375,4110,0.024,0.5307791928119079,1
1,16_78_375_4110_135,78_375,4110,1.14,1.121595209233798,0
1,16_78_375_4110_135,78_375,4110,0.024,0.013745700956875313,1
2,16_78_375_4110_135,78_375,4110,1.14,1.1439522888482243,0
2,16_78_375_4110_135,78_375,4110,0.024,0.04664001122575666,1
3,16_78_375_4110_135,78_375,4110,1.14,1.1182170969647973,0
3,16_78_375_4110_135,78_375,4110,0.024,0.046684083907731544,1
4,16_78_375_4110_135,78_375,4110,1.14,1.1348203893342301,0
4,16_78_375_4110_135,78_375,4110,0.024,9.765042595082964e-05,1
5,16_78_375_4110_135,78_375,4110,1.14,1.1722894764953729,0
5,16_78_375_4110_135,78_375,4110,0.024,0.046675325149945913,1
6,16_78_375_4110_135,78_375,4110,1.14,1.1440348687170234,0
6,16_78_375_4110_135,78_375,4110,0.024,9.724580740222285e-05,1
7,16_78_375_4110_135,78_375,4110,1.14,1.1552633059819628,0
7,16_78_375_4110_135,78_375,4110,0.024,0.04692254332337006,1
8,16_78_375_4110_135,78_375,4110,1.14,1.140461213547912,0
8,16_78_375_4110_135,78_375,4110,0.024,0.04678717710751798,1
9,16_78_375_4110_135,78_375,4110,1.14,1.156303239693462,0
9,16_78_375_4110_135,78_375,4110,0.024,9.745646356852201e-05,1
10,16_78_375_4110_135,78_375,4110,1.14,1.163155039162161,0
10,16_78_375_4110_135,78_375,4110,0.024,0.04662098432845924,1
11,16_78_375_4110_135,78_375,4110,1.14,1.2515390260444328,0
11,16_78_375_4110_135,78_375,4110,0.024,0.014598267147848893,1
12,16_78_375_4110_135,78_375,4110,1.14,1.135041041673237,0
12,16_78_375_4110_135,78_375,4110,0.024,0.04685914905860482,1
13,16_78_375_4110_135,78_375,4110,1.14,1.1206360902711217,0
13,16_78_375_4110_135,78_375,4110,0.024,0,1
14,16_78_375_4110_135,78_375,4110,1.14,1.137157870642701,0
14,16_78_375_4110_135,78_375,4110,0.024,0.046957034935430304,1
0,16_77_376_2110_116,77_376,2110,1.14,1.1407534122454934,0
0,16_77_376_2110_116,77_376,2110,0.6,0.04689742447643921,1
1,16_77_376_2110_116,77_376,2110,1.14,1.1840593617827058,0
1,16_77_376_2110_116,77_376,2110,0.6,0.6281346327068473,1
2,16_77_376_2110_116,77_376,2110,1.14,1.206362231908598,0
2,16_77_376_2110_116,77_376,2110,0.6,0.7907792109419656,1
3,16_77_376_2110_116,77_376,2110,1.14,1.1353388566207177,0
3,16_77_376_2110_116,77_376,2110,0.6,0.5836103252936709,1
4,16_77_376_2110_116,77_376,2110,1.14,1.0434038917593025,0
4,16_77_376_2110_116,77_376,2110,0.6,0.49911877520783476,1
5,16_77_376_2110_116,77_376,2110,1.14,1.162635450232256,0
5,16_77_376_2110_116,77_376,2110,0.6,0.5873772385748018,1
6,16_77_376_2110_116,77_376,2110,1.14,1.1073698127553968,0
6,16_77_376_2110_116,77_376,2110,0.6,0.5558944461881914,1
7,16_77_376_2110_116,77_376,2110,1.14,1.118772926185661,0
7,16_77_376_2110_116,77_376,2110,0.6,0.6616783876095589,1
8,16_77_376_2110_116,77_376,2110,1.14,1.2357977781312623,0
8,16_77_376_2110_116,77_376,2110,0.6,0.6702216436987574,1
9,16_77_376_2110_116,77_376,2110,1.14,1.211950552741092,0
9,16_77_376_2110_116,77_376,2110,0.6,0.6244218243132406,1
10,16_77_376_2110_116,77_376,2110,1.14,1.1011314072583818,0
10,16_77_376_2110_116,77_376,2110,0.6,0.6788899070592546,1
11,16_77_376_2110_116,77_376,2110,1.14,1.1192279815219988,0
11,16_77_376_2110_116,77_376,2110,0.6,0.6230602426363553,1
12,16_77_376_2110_116,77_376,2110,1.14,1.1598825450201184,0
12,16_77_376_2110_116,77_376,2110,0.6,0.6845875750556076,1
13,16_77_376_2110_116,77_376,2110,1.14,1.1566569659930515,0
13,16_77_376_2110_116,77_376,2110,0.6,0.6666977694428804,1
14,16_77_376_2110_116,77_376,2110,1.14,1.1896437859143771,0
14,16_77_376_2110_116,77_376,2110,0.6,0.5968273376386266,1
0,9_78_374_6110_155,78_374,6110,1.3259999999999998,1.1370823834631238,0
0,9_78_374_6110_155,78_374,6110,0.6,0.64030575146646,1
1,9_78_374_6110_155,78_374,6110,1.3259999999999998,1.3027650486053357,0
1,9_78_374_6110_155,78_374,6110,0.6,0.8290535045119795,1
2,9_78_374_6110_155,78_374,6110,1.3259999999999998,1.2117068544728244,0
2,9_78_374_6110_155,78_374,6110,0.6,0.6151598752591805,1
3,9_78_374_6110_155,78_374,6110,1.3259999999999998,1.4815746413306767,0
3,9_78_374_6110_155,78_374,6110,0.6,0.7112270438053141,1
4,9_78_374_6110_155,78_374,6110,1.3259999999999998,1.1825499431587545,0
4,9_78_374_6110_155,78_374,6110,0.6,0.476240234012504,1
5,9_78_374_6110_155,78_374,6110,1.3259999999999998,1.3422842108720257,0
5,9_78_374_6110_155,78_374,6110,0.6,0.5623406899327174,1
6,9_78_374_6110_155,78_374,6110,1.3259999999999998,1.2632691543656862,0
6,9_78_374_6110_155,78_374,6110,0.6,0.6454520833228115,1
7,9_78_374_6110_155,78_374,6110,1.3259999999999998,1.335528714845847,0
7,9_78_374_6110_155,78_374,6110,0.6,0.643769571943451,1
8,9_78_374_6110_155,78_374,6110,1.3259999999999998,1.2250225283951266,0
8,9_78_374_6110_155,78_374,6110,0.6,0.476661874239657,1
9,9_78_374_6110_155,78_374,6110,1.3259999999999998,1.2297802015472965,0
9,9_78_374_6110_155,78_374,6110,0.6,0.629389691474593,1
10,9_78_374_6110_155,78_374,6110,1.3259999999999998,1.2839607485979603,0
10,9_78_374_6110_155,78_374,6110,0.6,0.6179842568678826,1
11,9_78_374_6110_155,78_374,6110,1.3259999999999998,1.2902137100232873,0
11,9_78_374_6110_155,78_374,6110,0.6,0.5955539579673932,1
12,9_78_374_6110_155,78_374,6110,1.3259999999999998,1.2944560893443084,0
12,9_78_374_6110_155,78_374,6110,0.6,0.5690756699745252,1
13,9_78_374_6110_155,78_374,6110,1.3259999999999998,1.3428551012747727,0
13,9_78_374_6110_155,78_374,6110,0.6,0.6612309239741099,1
14,9_78_374_6110_155,78_374,6110,1.3259999999999998,1.2482123511668284,0
14,9_78_374_6110_155,78_374,6110,0.6,0.5151520275846219,1
0,17_75_373_6130_76,75_373,6130,1.572,1.3696477656558468,0
0,17_75_373_6130_76,75_373,6130,0.6,0.5605047590709195,1
1,17_75_373_6130_76,75_373,6130,1.572,1.5729426943742713,0
1,17_75_373_6130_76,75_373,6130,0.6,0.6601399484949438,1
2,17_75_373_6130_76,75_373,6130,1.572,1.595946493059054,0
2,17_75_373_6130_76,75_373,6130,0.6,0.5439503680997143,1
3,17_75_373_6130_76,75_373,6130,1.572,1.496726476724545,0
3,17_75_373_6130_76,75_373,6130,0.6,0.7326229495894547,1
4,17_75_373_6130_76,75_373,6130,1.572,1.6448393410693658,0
4,17_75_373_6130_76,75_373,6130,0.6,0.6386623544182708,1
5,17_75_373_6130_76,75_373,6130,1.572,1.6082096198827271,0
5,17_75_373_6130_76,75_373,6130,0.6,0.7016689813132873,1
6,17_75_373_6130_76,75_373,6130,1.572,1.6308072121557777,0
6,17_75_373_6130_76,75_373,6130,0.6,0.7276502865547533,1
7,17_75_373_6130_76,75_373,6130,1.572,1.6670880471246627,0
7,17_75_373_6130_76,75_373,6130,0.6,0.574816080475703,1
8,17_75_373_6130_76,75_373,6130,1.572,1.8903274923560391,0
8,17_75_373_6130_76,75_373,6130,0.6,0.7048310442237065,1
9,17_75_373_6130_76,75_373,6130,1.572,1.337231317097946,0
9,17_75_373_6130_76,75_373,6130,0.6,0.6601430270263369,1
10,17_75_373_6130_76,75_373,6130,1.572,1.7073977075842763,0
10,17_75_373_6130_76,75_373,6130,0.6,0.7158744499220385,1
11,17_75_373_6130_76,75_373,6130,1.572,1.6747465800843329,0
11,17_75_373_6130_76,75_373,6130,0.6,0.5824634803081501,1
12,17_75_373_6130_76,75_373,6130,1.572,1.5955680633446565,0
12,17_75_373_6130_76,75_373,6130,0.6,0.5745259652303802,1
13,17_75_373_6130_76,75_373,6130,1.572,1.6117144663485954,0
13,17_75_373_6130_76,75_373,6130,0.6,0.6398083689243933,1
14,17_75_373_6130_76,75_373,6130,1.572,1.6503121738390438,0
14,17_75_373_6130_76,75_373,6130,0.6,0.4711187052041901,1
0,58_77_372_6120_140,77_372,6120,1.02,1.5376359061736307,0
0,58_77_372_6120_140,77_372,6120,0.33,0.41340348004950694,1
1,58_77_372_6120_140,77_372,6120,1.02,1.0131553564690834,0
1,58_77_372_6120_140,77_372,6120,0.33,0.42409749319166434,1
2,58_77_372_6120_140,77_372,6120,1.02,1.092405377594625,0
2,58_77_372_6120_140,77_372,6120,0.33,0.3949638802757824,1
3,58_77_372_6120_140,77_372,6120,1.02,1.0380559718461968,0
3,58_77_372_6120_140,77_372,6120,0.33,0.36879127127666006,1
4,58_77_372_6120_140,77_372,6120,1.02,0.9910909963458959,0
4,58_77_372_6120_140,77_372,6120,0.33,0.25843303766674225,1
5,58_77_372_6120_140,77_372,6120,1.02,0.9274501769117366,0
5,58_77_372_6120_140,77_372,6120,0.33,0.3489434805960747,1
6,58_77_372_6120_140,77_372,6120,1.02,1.073892852148739,0
6,58_77_372_6120_140,77_372,6120,0.33,0.4388347882694368,1
7,58_77_372_6120_140,77_372,6120,1.02,0.9171122017399533,0
7,58_77_372_6120_140,77_372,6120,0.33,0.39423269772747,1
8,58_77_372_6120_140,77_372,6120,1.02,0.9239000155703851,0
8,58_77_372_6120_140,77_372,6120,0.33,0.24751686946385093,1
9,58_77_372_6120_140,77_372,6120,1.02,0.9738932975625667,0
9,58_77_372_6120_140,77_372,6120,0.33,0.360970922465486,1
10,58_77_372_6120_140,77_372,6120,1.02,1.008237715453408,0
10,58_77_372_6120_140,77_372,6120,0.33,0.44717550600544015,1
11,58_77_372_6120_140,77_372,6120,1.02,0.9549569161972513,0
11,58_77_372_6120_140,77_372,6120,0.33,0.58640634265266,1
12,58_77_372_6120_140,77_372,6120,1.02,0.9655215030312065,0
12,58_77_372_6120_140,77_372,6120,0.33,0.30425357293973376,1
13,58_77_372_6120_140,77_372,6120,1.02,1.0336428376409013,0
13,58_77_372_6120_140,77_372,6120,0.33,0.41794210918440083,1
14,58_77_372_6120_140,77_372,6120,1.02,0.9670186026060694,0
14,58_77_372_6120_140,77_372,6120,0.33,0.19955168719816965,1
0,7_78_375_6120_129,78_375,6120,1.56,0.9474275831589549,0
0,7_78_375_6120_129,78_375,6120,0.798,0.24990734277723134,1
1,7_78_375_6120_129,78_375,6120,1.56,1.5933252867814414,0
1,7_78_375_6120_129,78_375,6120,0.798,0.8599258166739793,1
2,7_78_375_6120_129,78_375,6120,1.56,1.606615281122003,0
2,7_78_375_6120_129,78_375,6120,0.798,0.7130848222504943,1
3,7_78_375_6120_129,78_375,6120,1.56,1.4486562204533682,0
3,7_78_375_6120_129,78_375,6120,0.798,0.774756992512197,1
4,7_78_375_6120_129,78_375,6120,1.56,1.639022599776281,0
4,7_78_375_6120_129,78_375,6120,0.798,0.6978734278540788,1
5,7_78_375_6120_129,78_375,6120,1.56,1.6042066053542474,0
5,7_78_375_6120_129,78_375,6120,0.798,0.7129851098850576,1
6,7_78_375_6120_129,78_375,6120,1.56,1.6855091852531041,0
6,7_78_375_6120_129,78_375,6120,0.798,0.7689434316417384,1
7,7_78_375_6120_129,78_375,6120,1.56,1.5152949477063442,0
7,7_78_375_6120_129,78_375,6120,0.798,0.9731592757465457,1
8,7_78_375_6120_129,78_375,6120,1.56,1.5511178538482033,0
8,7_78_375_6120_129,78_375,6120,0.798,0.7814901944337325,1
9,7_78_375_6120_129,78_375,6120,1.56,1.5057042826551508,0
9,7_78_375_6120_129,78_375,6120,0.798,0.6656737397515591,1
10,7_78_375_6120_129,78_375,6120,1.56,1.653956925442252,0
10,7_78_375_6120_129,78_375,6120,0.798,0.7183078710204649,1
11,7_78_375_6120_129,78_375,6120,1.56,1.6479524354385842,0
11,7_78_375_6120_129,78_375,6120,0.798,0.8338434060623447,1
12,7_78_375_6120_129,78_375,6120,1.56,1.466211799405818,0
12,7_78_375_6120_129,78_375,6120,0.798,0.8289625455618314,1
13,7_78_375_6120_129,78_375,6120,1.56,1.6710760562326918,0
13,7_78_375_6120_129,78_375,6120,0.798,0.7771040901581034,1
14,7_78_375_6120_129,78_375,6120,1.56,1.3257463885820564,0
14,7_78_375_6120_129,78_375,6120,0.798,0.7423620531267887,1
0,26_77_373_6120_140,77_373,6120,1.74,1.5807006573736995,0
0,26_77_373_6120_140,77_373,6120,0.522,0.7089269907929022,1
1,26_77_373_6120_140,77_373,6120,1.74,1.8296561972497003,0
1,26_77_373_6120_140,77_373,6120,0.522,0.7069608701051922,1
2,26_77_373_6120_140,77_373,6120,1.74,1.732993038470037,0
2,26_77_373_6120_140,77_373,6120,0.522,0.5330579371047875,1
3,26_77_373_6120_140,77_373,6120,1.74,1.8031118077518293,0
3,26_77_373_6120_140,77_373,6120,0.522,0.5632385213124381,1
4,26_77_373_6120_140,77_373,6120,1.74,1.7093131900334548,0
4,26_77_373_6120_140,77_373,6120,0.522,0.5149278431952912,1
5,26_77_373_6120_140,77_373,6120,1.74,1.8838720358713141,0
5,26_77_373_6120_140,77_373,6120,0.522,0.4509009648302093,1
6,26_77_373_6120_140,77_373,6120,1.74,1.7499693724461904,0
6,26_77_373_6120_140,77_373,6120,0.522,0.4463412520591217,1
7,26_77_373_6120_140,77_373,6120,1.74,1.816198857705816,0
7,26_77_373_6120_140,77_373,6120,0.522,0.45332356891620124,1
8,26_77_373_6120_140,77_373,6120,1.74,1.7578068004900846,0
8,26_77_373_6120_140,77_373,6120,0.522,0.5330548450965599,1
9,26_77_373_6120_140,77_373,6120,1.74,1.885113205052837,0
9,26_77_373_6120_140,77_373,6120,0.522,0.1360145993158753,1
10,26_77_373_6120_140,77_373,6120,1.74,1.7503079755959055,0
10,26_77_373_6120_140,77_373,6120,0.522,0.7194745220812815,1
11,26_77_373_6120_140,77_373,6120,1.74,1.7511136225896766,0
11,26_77_373_6120_140,77_373,6120,0.522,0.42307408841477007,1
12,26_77_373_6120_140,77_373,6120,1.74,1.7286981302199425,0
12,26_77_373_6120_140,77_373,6120,0.522,0.4698742640101937,1
13,26_77_373_6120_140,77_373,6120,1.74,1.8078899722146637,0
13,26_77_373_6120_140,77_373,6120,0.522,0.3517363885779791,1
14,26_77_373_6120_140,77_373,6120,1.74,1.6380147582161193,0
14,26_77_373_6120_140,77_373,6120,0.522,0.6254095969018485,1
0,21_78_375_4110_135,78_375,4110,1.308,1.834129807756052,0
0,21_78_375_4110_135,78_375,4110,0.6,0.6340194968340095,1
1,21_78_375_4110_135,78_375,4110,1.308,1.3692197171464835,0
1,21_78_375_4110_135,78_375,4110,0.6,0.5477965111181706,1
2,21_78_375_4110_135,78_375,4110,1.308,1.3417752240973777,0
2,21_78_375_4110_135,78_375,4110,0.6,0.6151721513755818,1
3,21_78_375_4110_135,78_375,4110,1.308,1.2117018987967139,0
3,21_78_375_4110_135,78_375,4110,0.6,0.6385278923356889,1
4,21_78_375_4110_135,78_375,4110,1.308,1.1871155120850514,0
4,21_78_375_4110_135,78_375,4110,0.6,0.4081890932571014,1
5,21_78_375_4110_135,78_375,4110,1.308,1.1055690737193686,0
5,21_78_375_4110_135,78_375,4110,0.6,0.5889901862055557,1
6,21_78_375_4110_135,78_375,4110,1.308,1.418799155623323,0
6,21_78_375_4110_135,78_375,4110,0.6,0.5338213597770196,1
7,21_78_375_4110_135,78_375,4110,1.308,1.322279665209072,0
7,21_78_375_4110_135,78_375,4110,0.6,0.7396666260825137,1
8,21_78_375_4110_135,78_375,4110,1.308,1.2854383067104942,0
8,21_78_375_4110_135,78_375,4110,0.6,0.4957102774574918,1
9,21_78_375_4110_135,78_375,4110,1.308,1.11931740422793,0
9,21_78_375_4110_135,78_375,4110,0.6,0.7298628925420756,1
10,21_78_375_4110_135,78_375,4110,1.308,1.1949492408462026,0
10,21_78_375_4110_135,78_375,4110,0.6,0.6532211183121035,1
11,21_78_375_4110_135,78_375,4110,1.308,1.2485710237765948,0
11,21_78_375_4110_135,78_375,4110,0.6,0.7265625382083732,1
12,21_78_375_4110_135,78_375,4110,1.308,1.2747558324452897,0
12,21_78_375_4110_135,78_375,4110,0.6,0.629084774602825,1
13,21_78_375_4110_135,78_375,4110,1.308,1.3008699258030152,0
13,21_78_375_4110_135,78_375,4110,0.6,0.6284072389112302,1
14,21_78_375_4110_135,78_375,4110,1.308,1.2259260884857053,0
14,21_78_375_4110_135,78_375,4110,0.6,0.4993174747554241,1
0,65_77_372_6110_193,77_372,6110,1.794,1.4403467151726483,0
0,65_77_372_6110_193,77_372,6110,0.9839999999999999,0.5474449596406689,1
1,65_77_372_6110_193,77_372,6110,1.794,1.8146120053692372,0
1,65_77_372_6110_193,77_372,6110,0.9839999999999999,1.306679060756658,1
2,65_77_372_6110_193,77_372,6110,1.794,1.7156095639122733,0
2,65_77_372_6110_193,77_372,6110,0.9839999999999999,0.9856714273725729,1
3,65_77_372_6110_193,77_372,6110,1.794,1.647517688356768,0
3,65_77_372_6110_193,77_372,6110,0.9839999999999999,1.0959648066842824,1
4,65_77_372_6110_193,77_372,6110,1.794,2.060124729468109,0
4,65_77_372_6110_193,77_372,6110,0.9839999999999999,0.8007468715898376,1
5,65_77_372_6110_193,77_372,6110,1.794,1.8894097990402838,0
5,65_77_372_6110_193,77_372,6110,0.9839999999999999,0.9407133176265018,1
6,65_77_372_6110_193,77_372,6110,1.794,1.8597250453498284,0
6,65_77_372_6110_193,77_372,6110,0.9839999999999999,1.093541037965238,1
7,65_77_372_6110_193,77_372,6110,1.794,1.697839597138309,0
7,65_77_372_6110_193,77_372,6110,0.9839999999999999,0.9026660456706753,1
8,65_77_372_6110_193,77_372,6110,1.794,1.729999877240841,0
8,65_77_372_6110_193,77_372,6110,0.9839999999999999,0.9402486447686625,1
9,65_77_372_6110_193,77_372,6110,1.794,1.631257260377276,0
9,65_77_372_6110_193,77_372,6110,0.9839999999999999,0.8603401268295545,1
10,65_77_372_6110_193,77_372,6110,1.794,1.7234625156689487,0
10,65_77_372_6110_193,77_372,6110,0.9839999999999999,1.0710188956377817,1
11,65_77_372_6110_193,77_372,6110,1.794,1.8537259737615033,0
11,65_77_372_6110_193,77_372,6110,0.9839999999999999,0.9779788077234427,1
12,65_77_372_6110_193,77_372,6110,1.794,1.676306873065789,0
12,65_77_372_6110_193,77_372,6110,0.9839999999999999,0.9023527001308963,1
13,65_77_372_6110_193,77_372,6110,1.794,1.5408886563558115,0
13,65_77_372_6110_193,77_372,6110,0.9839999999999999,0.5616737946116718,1
14,65_77_372_6110_193,77_372,6110,1.794,1.806099552546351,0
14,65_77_372_6110_193,77_372,6110,0.9839999999999999,0.814634287753771,1
0,10_78_376_2110_129,78_376,2110,1.428,1.6258056754125905,0
0,10_78_376_2110_129,78_376,2110,0.324,1.0129212230315228,1
1,10_78_376_2110_129,78_376,2110,1.428,1.526773082728535,0
1,10_78_376_2110_129,78_376,2110,0.324,0.3081536880160377,1
2,10_78_376_2110_129,78_376,2110,1.428,1.5090673852844152,0
